longitude,latitude,nu,mmin,duration,lambda,distance,zoneid,in zoneid,zmax,zmin,hypo_depth,tectonic subregion,a,b,stdb,mmax,stdmmax,rake,dip,strike,aspect ratio,msr,source_name,id,logN_5.0-6.0,logN_6.0-7.0,logN_7.0-8.0
64,32,0.0035,4.5,45,7.7778e-05,107.91,94,,70,25,47.5,subduction interface,0.30086,0.98,0.09,8.3,0.4,-6.0,89,11,2,StrasserInterface,32N 64E 25-70 km depth M4.5,32N_64E_L2_M4p5,-4.9,-5.88,-6.86
65,22,0.0001,4.5,45,2.2222e-06,277.93,95,,70,25,47.5,subduction interface,-1.4232,0.94,0.13,7.6,0.4,167.0,79,23,2,StrasserInterface,22N 65E 25-70 km depth M4.5,22N_65E_L2_M4p5,,,
65,23,0.0264,4.5,45,0.00058667,169.56,95,,70,25,47.5,subduction interface,0.99839,0.94,0.13,7.6,0.4,167.0,79,23,2,StrasserInterface,23N 65E 25-70 km depth M4.5,23N_65E_L2_M4p5,-3.75,-4.69,-5.7
65,24,0.0487,4.5,45,0.0010822,61.083,95,,70,25,47.5,subduction interface,1.2643,0.94,0.13,7.6,0.4,167.0,79,23,2,StrasserInterface,24N 65E 25-70 km depth M4.5,24N_65E_L2_M4p5,-3.46,-4.4,-5.38
65,25,0.0302,4.5,45,0.00067111,0,95,95,70,25,47.5,subduction interface,1.0568,0.94,0.13,7.6,0.4,167.0,79,23,2,StrasserInterface,25N 65E 25-70 km depth M4.5,25N_65E_L2_M4p5,-3.68,-4.62,-5.62
65,26,0.0398,4.5,45,0.00088444,0,95,95,70,25,47.5,subduction interface,1.1767,0.94,0.13,7.6,0.4,167.0,79,23,2,StrasserInterface,26N 65E 25-70 km depth M4.5,26N_65E_L2_M4p5,-3.55,-4.49,-5.48
65,27,0.0397,4.5,45,0.00088222,0,94,94,70,25,47.5,subduction interface,1.3556,0.98,0.09,8.3,0.4,-6.0,89,11,2,StrasserInterface,27N 65E 25-70 km depth M4.5,27N_65E_L2_M4p5,-3.56,-4.54,-5.52
65,28,0.0728,4.5,45,0.0016178,0,94,94,70,25,47.5,subduction interface,1.6189,0.98,0.09,8.3,0.4,-6.0,89,11,2,StrasserInterface,28N 65E 25-70 km depth M4.5,28N_65E_L2_M4p5,-3.29,-4.27,-5.25
65,29,0.0337,4.5,45,0.00074889,0,94,94,70,25,47.5,subduction interface,1.2844,0.98,0.09,8.3,0.4,-6.0,89,11,2,StrasserInterface,29N 65E 25-70 km depth M4.5,29N_65E_L2_M4p5,-3.64,-4.62,-5.6
65,30,0.0288,4.5,45,0.00064,0,94,94,70,25,47.5,subduction interface,1.2162,0.98,0.09,8.3,0.4,-6.0,89,11,2,StrasserInterface,30N 65E 25-70 km depth M4.5,30N_65E_L2_M4p5,-3.71,-4.69,-5.67
65,31,0.0043,4.5,45,9.5556e-05,0,94,94,70,25,47.5,subduction interface,0.39026,0.98,0.09,8.3,0.4,-6.0,89,11,2,StrasserInterface,31N 65E 25-70 km depth M4.5,31N_65E_L2_M4p5,-4.74,-5.72,-6.7
65,32,0.0049,4.5,45,0.00010889,16.668,94,,70,25,47.5,subduction interface,0.44698,0.98,0.09,8.3,0.4,-6.0,89,11,2,StrasserInterface,32N 65E 25-70 km depth M4.5,32N_65E_L2_M4p5,-4.64,-5.62,-6.6
65,33,0.0006,4.5,45,1.3333e-05,47.725,92,,70,25,47.5,subduction interface,-0.15006,1.05,0.1,8.3,0.4,-5.0,66,194,2,StrasserInterface,33N 65E 25-70 km depth M4.5,33N_65E_L2_M4p5,,,
66,23,0.0039,4.5,45,8.6667e-05,147.6,94,,70,25,47.5,subduction interface,0.34785,0.98,0.09,8.3,0.4,-6.0,89,11,2,StrasserInterface,23N 66E 25-70 km depth M4.5,23N_66E_L2_M4p5,-4.81,-5.79,-6.77
66,24,0.0452,4.5,45,0.0010044,80.184,94,,70,25,47.5,subduction interface,1.4119,0.98,0.09,8.3,0.4,-6.0,89,11,2,StrasserInterface,24N 66E 25-70 km depth M4.5,24N_66E_L2_M4p5,-3.51,-4.49,-5.47
66,25,0.066,4.5,45,0.0014667,0,95,95,70,25,47.5,subduction interface,1.3963,0.94,0.13,7.6,0.4,167.0,79,23,2,StrasserInterface,25N 66E 25-70 km depth M4.5,25N_66E_L2_M4p5,-3.32,-4.26,-5.23
66,26,0.0539,4.5,45,0.0011978,0,94,94,70,25,47.5,subduction interface,1.4884,0.98,0.09,8.3,0.4,-6.0,89,11,2,StrasserInterface,26N 66E 25-70 km depth M4.5,26N_66E_L2_M4p5,-3.43,-4.41,-5.39
66,27,0.2168,4.5,45,0.0048178,0,94,94,70,25,47.5,subduction interface,2.0928,0.98,0.09,8.3,0.4,-6.0,89,11,2,StrasserInterface,27N 66E 25-70 km depth M4.5,27N_66E_L2_M4p5,-2.81,-3.79,-4.77
66,28,0.2075,4.5,45,0.0046111,0,94,94,70,25,47.5,subduction interface,2.0738,0.98,0.09,8.3,0.4,-6.0,89,11,2,StrasserInterface,28N 66E 25-70 km depth M4.5,28N_66E_L2_M4p5,-2.83,-3.81,-4.79
66,29,0.0699,4.5,45,0.0015533,0,94,94,70,25,47.5,subduction interface,1.6013,0.98,0.09,8.3,0.4,-6.0,89,11,2,StrasserInterface,29N 66E 25-70 km depth M4.5,29N_66E_L2_M4p5,-3.31,-4.29,-5.27
66,30,0.0754,4.5,45,0.0016756,0,94,94,70,25,47.5,subduction interface,1.6342,0.98,0.09,8.3,0.4,-6.0,89,11,2,StrasserInterface,30N 66E 25-70 km depth M4.5,30N_66E_L2_M4p5,-3.28,-4.26,-5.24
66,31,0.0427,4.5,45,0.00094889,0,94,94,70,25,47.5,subduction interface,1.3872,0.98,0.09,8.3,0.4,-6.0,89,11,2,StrasserInterface,31N 66E 25-70 km depth M4.5,31N_66E_L2_M4p5,-3.53,-4.51,-5.49
66,32,0.0287,4.5,45,0.00063778,0,92,92,70,25,47.5,subduction interface,1.5297,1.05,0.1,8.3,0.4,-5.0,66,194,2,StrasserInterface,32N 66E 25-70 km depth M4.5,32N_66E_L2_M4p5,-3.73,-4.78,-5.83
66,33,0.0024,4.5,45,5.3333e-05,0,92,92,70,25,47.5,subduction interface,0.452,1.05,0.1,8.3,0.4,-5.0,66,194,2,StrasserInterface,33N 66E 25-70 km depth M4.5,33N_66E_L2_M4p5,-4.99,-6.04,-7.09
66,34,0.0002,4.5,45,4.4444e-06,16.226,92,,70,25,47.5,subduction interface,-0.62718,1.05,0.1,8.3,0.4,-5.0,66,194,2,StrasserInterface,34N 66E 25-70 km depth M4.5,34N_66E_L2_M4p5,,,
66,35,0.0027,4.5,45,6e-05,67.546,92,,70,25,47.5,subduction interface,0.50315,1.05,0.1,8.3,0.4,-5.0,66,194,2,StrasserInterface,35N 66E 25-70 km depth M4.5,35N_66E_L2_M4p5,-4.91,-5.96,-7.01
67,23,0.0012,4.5,45,2.6667e-05,66.149,94,,70,25,47.5,subduction interface,-0.16403,0.98,0.09,8.3,0.4,-6.0,89,11,2,StrasserInterface,23N 67E 25-70 km depth M4.5,23N_67E_L2_M4p5,,,
67,24,0.0269,4.5,45,0.00059778,0,94,94,70,25,47.5,subduction interface,1.1865,0.98,0.09,8.3,0.4,-6.0,89,11,2,StrasserInterface,24N 67E 25-70 km depth M4.5,24N_67E_L2_M4p5,-3.74,-4.72,-5.7
67,25,0.0545,4.5,45,0.0012111,0,94,94,70,25,47.5,subduction interface,1.4932,0.98,0.09,8.3,0.4,-6.0,89,11,2,StrasserInterface,25N 67E 25-70 km depth M4.5,25N_67E_L2_M4p5,-3.42,-4.4,-5.38
67,26,0.0931,4.5,45,0.0020689,0,94,94,70,25,47.5,subduction interface,1.7257,0.98,0.09,8.3,0.4,-6.0,89,11,2,StrasserInterface,26N 67E 25-70 km depth M4.5,26N_67E_L2_M4p5,-3.18,-4.16,-5.14
67,27,0.1886,4.5,45,0.0041911,0,94,94,70,25,47.5,subduction interface,2.0323,0.98,0.09,8.3,0.4,-6.0,89,11,2,StrasserInterface,27N 67E 25-70 km depth M4.5,27N_67E_L2_M4p5,-2.87,-3.85,-4.83
67,28,0.2223,4.5,45,0.00494,0,94,94,70,25,47.5,subduction interface,2.1037,0.98,0.09,8.3,0.4,-6.0,89,11,2,StrasserInterface,28N 67E 25-70 km depth M4.5,28N_67E_L2_M4p5,-2.8,-3.78,-4.76
67,29,0.136,4.5,45,0.0030222,0,94,94,70,25,47.5,subduction interface,1.8903,0.98,0.09,8.3,0.4,-6.0,89,11,2,StrasserInterface,29N 67E 25-70 km depth M4.5,29N_67E_L2_M4p5,-3.02,-4,-4.98
67,30,0.1933,4.5,45,0.0042956,0,94,94,70,25,47.5,subduction interface,2.043,0.98,0.09,8.3,0.4,-6.0,89,11,2,StrasserInterface,30N 67E 25-70 km depth M4.5,30N_67E_L2_M4p5,-2.86,-3.84,-4.82
67,31,0.096,4.5,45,0.0021333,0,92,92,70,25,47.5,subduction interface,2.0541,1.05,0.1,8.3,0.4,-5.0,66,194,2,StrasserInterface,31N 67E 25-70 km depth M4.5,31N_67E_L2_M4p5,-3.2,-4.25,-5.3
67,32,0.093,4.5,45,0.0020667,0,92,92,70,25,47.5,subduction interface,2.0403,1.05,0.1,8.3,0.4,-5.0,66,194,2,StrasserInterface,32N 67E 25-70 km depth M4.5,32N_67E_L2_M4p5,-3.21,-4.26,-5.31
67,33,0.0369,4.5,45,0.00082,0,92,92,70,25,47.5,subduction interface,1.6388,1.05,0.1,8.3,0.4,-5.0,66,194,2,StrasserInterface,33N 67E 25-70 km depth M4.5,33N_67E_L2_M4p5,-3.62,-4.67,-5.72
67,34,0.0126,4.5,45,0.00028,0,92,92,70,25,47.5,subduction interface,1.1722,1.05,0.1,8.3,0.4,-5.0,66,194,2,StrasserInterface,34N 67E 25-70 km depth M4.5,34N_67E_L2_M4p5,-4.11,-5.16,-6.21
67,35,0.0184,4.5,45,0.00040889,0,92,92,70,25,47.5,subduction interface,1.3366,1.05,0.1,8.3,0.4,-5.0,66,194,2,StrasserInterface,35N 67E 25-70 km depth M4.5,35N_67E_L2_M4p5,-3.93,-4.98,-6.03
67,36,0.0523,4.5,45,0.0011622,24.919,88,,70,25,47.5,subduction interface,2.5553,1.22,0.09,8,0.4,4.0,73,210,2,StrasserInterface,36N 67E 25-70 km depth M4.5,36N_67E_L2_M4p5,-3.55,-4.77,-5.99
68,24,0.0063,4.5,45,0.00014,0,94,94,70,25,47.5,subduction interface,0.55613,0.98,0.09,8.3,0.4,-6.0,89,11,2,StrasserInterface,24N 68E 25-70 km depth M4.5,24N_68E_L2_M4p5,-4.49,-5.47,-6.45
68,25,0.0858,4.5,45,0.0019067,0,94,94,70,25,47.5,subduction interface,1.6903,0.98,0.09,8.3,0.4,-6.0,89,11,2,StrasserInterface,25N 68E 25-70 km depth M4.5,25N_68E_L2_M4p5,-3.22,-4.2,-5.18
68,26,0.0989,4.5,45,0.0021978,0,94,94,70,25,47.5,subduction interface,1.752,0.98,0.09,8.3,0.4,-6.0,89,11,2,StrasserInterface,26N 68E 25-70 km depth M4.5,26N_68E_L2_M4p5,-3.16,-4.14,-5.12
68,27,0.0628,4.5,45,0.0013956,0,94,94,70,25,47.5,subduction interface,1.5547,0.98,0.09,8.3,0.4,-6.0,89,11,2,StrasserInterface,27N 68E 25-70 km depth M4.5,27N_68E_L2_M4p5,-3.36,-4.34,-5.32
68,28,0.0537,4.5,45,0.0011933,0,94,94,70,25,47.5,subduction interface,1.4868,0.98,0.09,8.3,0.4,-6.0,89,11,2,StrasserInterface,28N 68E 25-70 km depth M4.5,28N_68E_L2_M4p5,-3.43,-4.41,-5.39
68,29,0.1617,4.5,45,0.0035933,0,94,94,70,25,47.5,subduction interface,1.9655,0.98,0.09,8.3,0.4,-6.0,89,11,2,StrasserInterface,29N 68E 25-70 km depth M4.5,29N_68E_L2_M4p5,-2.94,-3.92,-4.9
68,30,0.5811,4.5,45,0.012913,0,93,93,70,25,47.5,subduction interface,3.421,1.18,0.09,8.3,0.4,-2.0,77,196,2,StrasserInterface,30N 68E 25-70 km depth M4.5,30N_68E_L2_M4p5,-2.48,-3.66,-4.84
68,31,0.153,4.5,45,0.0034,0,93,93,70,25,47.5,subduction interface,2.8415,1.18,0.09,8.3,0.4,-2.0,77,196,2,StrasserInterface,31N 68E 25-70 km depth M4.5,31N_68E_L2_M4p5,-3.06,-4.24,-5.42
68,32,0.0624,4.5,45,0.0013867,0,92,92,70,25,47.5,subduction interface,1.867,1.05,0.1,8.3,0.4,-5.0,66,194,2,StrasserInterface,32N 68E 25-70 km depth M4.5,32N_68E_L2_M4p5,-3.39,-4.44,-5.49
68,33,0.078,4.5,45,0.0017333,0,92,92,70,25,47.5,subduction interface,1.9639,1.05,0.1,8.3,0.4,-5.0,66,194,2,StrasserInterface,33N 68E 25-70 km depth M4.5,33N_68E_L2_M4p5,-3.29,-4.34,-5.39
68,34,0.043,4.5,45,0.00095556,0,92,92,70,25,47.5,subduction interface,1.7053,1.05,0.1,8.3,0.4,-5.0,66,194,2,StrasserInterface,34N 68E 25-70 km depth M4.5,34N_68E_L2_M4p5,-3.55,-4.6,-5.65
68,35,0.0619,4.5,45,0.0013756,0,92,92,70,25,47.5,subduction interface,1.8635,1.05,0.1,8.3,0.4,-5.0,66,194,2,StrasserInterface,35N 68E 25-70 km depth M4.5,35N_68E_L2_M4p5,-3.39,-4.44,-5.49
68,36,0.3175,4.5,45,0.0070556,0,88,88,70,25,47.5,subduction interface,3.3385,1.22,0.09,8,0.4,4.0,73,210,2,StrasserInterface,36N 68E 25-70 km depth M4.5,36N_68E_L2_M4p5,-2.76,-3.98,-5.2
68,37,0.3878,4.5,45,0.0086178,0,88,88,70,25,47.5,subduction interface,3.4254,1.22,0.09,8,0.4,4.0,73,210,2,StrasserInterface,37N 68E 25-70 km depth M4.5,37N_68E_L2_M4p5,-2.67,-3.89,-5.11
68,38,0.119,4.5,45,0.0026444,0,87,87,70,25,47.5,subduction interface,2.6423,1.16,0.06,8.1,0.3,166.0,89,150,2,StrasserInterface,38N 68E 25-70 km depth M4.5,38N_68E_L2_M4p5,-3.16,-4.32,-5.48
69,22,0.0001,4.5,45,2.2222e-06,18.34,932,,70,25,47.5,stable shallow crust,-1.4682,0.93,0.1,6.5,0.3,8.0,67,239,2,WC1994,22N 69E 25-70 km depth M4.5,22N_69E_L2_M4p5,,,
69,23,0.0003,4.5,45,6.6667e-06,0,932,932,70,25,47.5,stable shallow crust,-0.99109,0.93,0.1,6.5,0.3,8.0,67,239,2,WC1994,23N 69E 25-70 km depth M4.5,23N_69E_L2_M4p5,,,
69,24,0.018,4.5,45,0.0004,0,932,932,70,25,47.5,stable shallow crust,0.78706,0.93,0.1,6.5,0.3,8.0,67,239,2,WC1994,24N 69E 25-70 km depth M4.5,24N_69E_L2_M4p5,-3.94,-5.07,
69,25,0.0277,4.5,45,0.00061556,0,932,932,70,25,47.5,stable shallow crust,0.97427,0.93,0.1,6.5,0.3,8.0,67,239,2,WC1994,25N 69E 25-70 km depth M4.5,25N_69E_L2_M4p5,-3.72,-4.77,
69,26,0.0042,4.5,45,9.3333e-05,0,932,932,70,25,47.5,stable shallow crust,0.15504,0.93,0.1,6.5,0.3,8.0,67,239,2,WC1994,26N 69E 25-70 km depth M4.5,26N_69E_L2_M4p5,-5.02,,
69,27,0.0041,4.5,45,9.1111e-05,0,94,94,70,25,47.5,subduction interface,0.36957,0.98,0.09,8.3,0.4,-6.0,89,11,2,StrasserInterface,27N 69E 25-70 km depth M4.5,27N_69E_L2_M4p5,-4.77,-5.75,-6.73
69,28,0.0299,4.5,45,0.00066444,0,94,94,70,25,47.5,subduction interface,1.2325,0.98,0.09,8.3,0.4,-6.0,89,11,2,StrasserInterface,28N 69E 25-70 km depth M4.5,28N_69E_L2_M4p5,-3.69,-4.67,-5.65
69,29,0.2145,4.5,45,0.0047667,0,93,93,70,25,47.5,subduction interface,2.9882,1.18,0.09,8.3,0.4,-2.0,77,196,2,StrasserInterface,29N 69E 25-70 km depth M4.5,29N_69E_L2_M4p5,-2.91,-4.09,-5.27
69,30,0.3941,4.5,45,0.0087578,0,93,93,70,25,47.5,subduction interface,3.2524,1.18,0.09,8.3,0.4,-2.0,77,196,2,StrasserInterface,30N 69E 25-70 km depth M4.5,30N_69E_L2_M4p5,-2.65,-3.83,-5.01
69,31,0.1253,4.5,45,0.0027844,0,93,93,70,25,47.5,subduction interface,2.7547,1.18,0.09,8.3,0.4,-2.0,77,196,2,StrasserInterface,31N 69E 25-70 km depth M4.5,31N_69E_L2_M4p5,-3.15,-4.33,-5.51
69,32,0.0698,4.5,45,0.0015511,0,93,93,70,25,47.5,subduction interface,2.5006,1.18,0.09,8.3,0.4,-2.0,77,196,2,StrasserInterface,32N 69E 25-70 km depth M4.5,32N_69E_L2_M4p5,-3.4,-4.58,-5.76
