longitude,latitude,mmin,duration,lambda,nu,distance,zoneid,in zoneid,tectonic subregion,a,b,mmax,name,id,logN_5.0-6.0,logN_6.0-7.0,logN_7.0-8.0
69.0,36.0,4.5,45,0.011937777777777778,0.5372,0.0,153.0,153.0,subduction intraslab,3.0269234902213342,1.1,7.9,36N 69E 70-180 km depth,36N69Ez153p0,-2.47,-3.57,-4.67
70.0,35.0,4.5,45,0.005517777777777778,0.2483,0.0,153.0,153.0,subduction intraslab,2.691764205779221,1.1,7.9,35N 70E 70-180 km depth,35N70Ez153p0,-2.81,-3.91,-5.01
70.0,36.0,4.5,45,0.05250222222222222,2.3626,0.0,153.0,153.0,subduction intraslab,3.670177685852126,1.1,7.9,36N 70E 70-180 km depth,36N70Ez153p0,-1.83,-2.93,-4.03
70.0,37.0,4.5,45,0.016744444444444444,0.7535,0.0,153.0,153.0,subduction intraslab,3.173870742875307,1.1,7.9,37N 70E 70-180 km depth,37N70Ez153p0,-2.33,-3.43,-4.53
71.0,36.0,4.5,45,0.1015511111111111,4.5698,0.0,153.0,153.0,subduction intraslab,3.956684679555542,1.1,7.9,36N 71E 70-180 km depth,36N71Ez153p0,-1.54,-2.64,-3.74
71.0,37.0,4.5,45,0.08692444444444444,3.9116,0.0,153.0,153.0,subduction intraslab,3.8891419236810574,1.1,7.9,37N 71E 70-180 km depth,37N71Ez153p0,-1.61,-2.71,-3.81
72.0,37.0,4.5,45,0.08397555555555555,3.7789,0.0,153.0,153.0,subduction intraslab,3.874152885677311,1.1,7.9,37N 72E 70-180 km depth,37N72Ez153p0,-1.63,-2.73,-3.83
63.0,30.0,4.5,45,0.00014444444444444444,0.0065,799.188654479303,153.0,,subduction intraslab,1.109700842867512,1.1,7.9,30N 63E 70-180 km depth,30N63Ez153p0,-4.43,-5.53,-6.64
63.0,31.0,4.5,45,4.444444444444445e-06,0.0002,718.5481470667308,153.0,,subduction intraslab,-0.4021825181113625,1.1,7.9,31N 63E 70-180 km depth,31N63Ez153p0,,,
64.0,30.0,4.5,45,0.0009133333333333333,0.0411,734.0684589966954,153.0,,subduction intraslab,1.9106293081007255,1.1,7.9,30N 64E 70-180 km depth,30N64Ez153p0,-3.59,-4.69,-5.8
