longitude,latitude,mmin,duration,lambda,nu,distance,zoneid,in zoneid,tectonic subregion,a,b,mmax,name,id,logN_5.0-6.0,logN_6.0-7.0,logN_7.0-8.0
68.0,27.0,4.5,45,0.0005666666666666666,0.0255,0.0,15.0,15.0,subduction interface,1.1633276666586116,0.98,8.3,27N 68E 0-25 km depth,27N68Ez15p0,-3.77,-4.75,-5.73
68.0,28.0,4.5,45,0.0007133333333333333,0.0321,0.0,15.0,15.0,subduction interface,1.2632925186295285,0.98,8.3,28N 68E 0-25 km depth,28N68Ez15p0,-3.66,-4.64,-5.62
68.0,29.0,4.5,45,0.004222222222222223,0.19,0.0,15.0,15.0,subduction interface,2.0355410871774855,0.98,8.3,29N 68E 0-25 km depth,29N68Ez15p0,-2.87,-3.85,-4.83
63.0,29.0,4.5,45,0.00011333333333333334,0.0051,171.0063171005555,15.0,,subduction interface,0.4643576623225929,0.98,8.3,29N 63E 0-25 km depth,29N63Ez15p0,-4.62,-5.6,-6.58
63.0,30.0,4.5,45,2.2222222222222225e-06,0.0001,187.34106858247446,15.0,,subduction interface,-1.2432125137753438,0.98,8.3,30N 63E 0-25 km depth,30N63Ez15p0,,,
63.0,31.0,4.5,45,4.888888888888889e-05,0.0022,203.61739804681332,15.0,,subduction interface,0.09921016704686281,0.98,8.3,31N 63E 0-25 km depth,31N63Ez15p0,-5.49,-6.47,-7.45
64.0,29.0,4.5,45,0.0015644444444444445,0.0704,74.99376294834019,15.0,,subduction interface,1.6043601453667686,0.98,8.3,29N 64E 0-25 km depth,29N64Ez15p0,-3.31,-4.29,-5.27
64.0,30.0,4.5,45,5.111111111111111e-05,0.0023,92.2796252005791,15.0,,subduction interface,0.11851532224224925,0.98,8.3,30N 64E 0-25 km depth,30N64Ez15p0,-5.4,-6.38,-7.36
64.0,31.0,4.5,45,7.999999999999999e-05,0.0036,109.5358980353383,15.0,,subduction interface,0.3130899869919439,0.98,8.3,31N 64E 0-25 km depth,31N64Ez15p0,-4.88,-5.86,-6.84
64.0,32.0,4.5,45,0.00025333333333333333,0.0114,126.7573082966074,15.0,,subduction interface,0.8136923375611289,0.98,8.3,32N 64E 0-25 km depth,32N64Ez15p0,-4.16,-5.14,-6.12
65.0,31.0,4.5,45,0.00017999999999999998,0.0081,15.520883858571407,15.0,,subduction interface,0.6652725051033062,0.98,8.3,31N 65E 0-25 km depth,31N65Ez15p0,-4.34,-5.32,-6.3
65.0,32.0,4.5,45,1.1111111111111112e-05,0.0005,33.75048162170267,15.0,,subduction interface,-0.5442425094393251,0.98,8.3,32N 65E 0-25 km depth,32N65Ez15p0,,,
66.0,32.0,4.5,45,0.00011333333333333334,0.0051,0.0,8.0,8.0,active shallow crust,-0.2556423376774073,0.82,8.3,32N 66E 0-25 km depth,32N66Ez8p0,,,
66.0,33.0,4.5,45,2.8888888888888888e-05,0.0013,0.0,8.0,8.0,active shallow crust,-0.8492691614685071,0.82,8.3,33N 66E 0-25 km depth,33N66Ez8p0,,,
67.0,31.0,4.5,45,0.0030733333333333333,0.1383,0.0,8.0,8.0,active shallow crust,1.177609666333967,0.82,8.3,31N 67E 0-25 km depth,31N67Ez8p0,-2.95,-3.77,-4.59
67.0,32.0,4.5,45,0.0011066666666666666,0.0498,0.0,8.0,8.0,active shallow crust,0.7340168289843736,0.82,8.3,32N 67E 0-25 km depth,32N67Ez8p0,-3.45,-4.27,-5.09
67.0,33.0,4.5,45,0.0003088888888888889,0.0139,0.0,8.0,8.0,active shallow crust,0.1798022864787514,0.82,8.3,33N 67E 0-25 km depth,33N67Ez8p0,-4.39,-5.21,-6.03
67.0,34.0,4.5,45,4.444444444444445e-06,0.0002,0.0,8.0,8.0,active shallow crust,-1.6621825181113628,0.82,8.3,34N 67E 0-25 km depth,34N67Ez8p0,,,
68.0,32.0,4.5,45,0.00044444444444444447,0.02,0.0,8.0,8.0,active shallow crust,0.3378174818886377,0.82,8.3,32N 68E 0-25 km depth,32N68Ez8p0,-4.03,-4.85,-5.67
68.0,33.0,4.5,45,0.0004955555555555556,0.0223,0.0,8.0,8.0,active shallow crust,0.3850923492728171,0.82,8.3,33N 68E 0-25 km depth,33N68Ez8p0,-3.95,-4.77,-5.59
68.0,34.0,4.5,45,0.00012444444444444444,0.0056,0.0,8.0,8.0,active shallow crust,-0.21502448676914332,0.82,8.3,34N 68E 0-25 km depth,34N68Ez8p0,,,
68.0,35.0,4.5,45,0.00046,0.0207,0.0,8.0,8.0,active shallow crust,0.3527578316815738,0.82,8.3,35N 68E 0-25 km depth,35N68Ez8p0,-4.0,-4.82,-5.64
69.0,33.0,4.5,45,0.00076,0.0342,0.0,8.0,8.0,active shallow crust,0.5708135922807913,0.82,8.3,33N 69E 0-25 km depth,33N69Ez8p0,-3.67,-4.49,-5.31
69.0,34.0,4.5,45,0.0026622222222222225,0.1198,0.0,8.0,8.0,active shallow crust,1.1152443042779487,0.82,8.3,34N 69E 0-25 km depth,34N69Ez8p0,-3.02,-3.84,-4.66
69.0,35.0,4.5,45,0.0018422222222222223,0.0829,0.0,8.0,8.0,active shallow crust,0.9553420167749298,0.82,8.3,35N 69E 0-25 km depth,35N69Ez8p0,-3.2,-4.02,-4.84
70.0,34.0,4.5,45,0.0038244444444444445,0.1721,0.0,8.0,8.0,active shallow crust,1.2725683565522163,0.82,8.3,34N 70E 0-25 km depth,34N70Ez8p0,-2.85,-3.67,-4.49
70.0,35.0,4.5,45,0.0028333333333333335,0.1275,0.0,8.0,8.0,active shallow crust,1.1422976709946302,0.82,8.3,35N 70E 0-25 km depth,35N70Ez8p0,-2.99,-3.81,-4.63
71.0,35.0,4.5,45,0.002291111111111111,0.1031,0.0,8.0,8.0,active shallow crust,1.0500461515081727,0.82,8.3,35N 71E 0-25 km depth,35N71Ez8p0,-3.09,-3.91,-4.73
72.0,36.0,4.5,45,0.0013133333333333332,0.0591,0.0,8.0,8.0,active shallow crust,0.8083749671059115,0.82,8.3,36N 72E 0-25 km depth,36N72Ez8p0,-3.37,-4.19,-5.01
65.0,33.0,4.5,45,0.00013777777777777776,0.0062,59.5354427473767,8.0,,active shallow crust,-0.1708208242770901,0.82,8.3,33N 65E 0-25 km depth,33N65Ez8p0,,,
65.0,34.0,4.5,45,0.00024444444444444443,0.011,110.41590334428616,8.0,,active shallow crust,0.07818017138288136,0.82,8.3,34N 65E 0-25 km depth,34N65Ez8p0,-4.81,-5.63,-6.45
66.0,34.0,4.5,45,3.3333333333333335e-05,0.0015,28.799102276172743,8.0,,active shallow crust,-0.7871212547196627,0.82,8.3,34N 66E 0-25 km depth,34N66Ez8p0,,,
66.0,35.0,4.5,45,0.00027333333333333333,0.0123,80.62945694395705,8.0,,active shallow crust,0.12669259766405405,0.82,8.3,35N 66E 0-25 km depth,35N66Ez8p0,-4.57,-5.39,-6.21
67.0,35.0,4.5,45,9.333333333333333e-05,0.0042,0.3755663306811539,8.0,,active shallow crust,-0.3399632233774432,0.82,8.3,35N 67E 0-25 km depth,35N67Ez8p0,,,
68.0,30.0,4.5,45,0.018362222222222224,0.8263,0.0,16.0,16.0,subduction interface,2.2239252389811006,0.88,8.3,30N 68E 0-25 km depth,30N68Ez16p0,-2.18,-3.06,-3.94
68.0,31.0,4.5,45,0.0033266666666666666,0.1497,0.0,16.0,16.0,subduction interface,1.4820092865677088,0.88,8.3,31N 68E 0-25 km depth,31N68Ez16p0,-2.93,-3.81,-4.69
69.0,29.0,4.5,45,0.004404444444444444,0.1982,0.0,16.0,16.0,subduction interface,1.603891136373913,0.88,8.3,29N 69E 0-25 km depth,29N69Ez16p0,-2.81,-3.69,-4.57
69.0,30.0,4.5,45,0.008815555555555556,0.3967,0.0,16.0,16.0,subduction interface,1.9052496866988067,0.88,8.3,30N 69E 0-25 km depth,30N69Ez16p0,-2.5,-3.38,-4.26
69.0,31.0,4.5,45,0.0014733333333333332,0.0663,0.0,16.0,16.0,subduction interface,1.1283010146294292,0.88,8.3,31N 69E 0-25 km depth,31N69Ez16p0,-3.31,-4.19,-5.07
69.0,32.0,4.5,45,0.00118,0.0531,0.0,16.0,16.0,subduction interface,1.0318820073061254,0.88,8.3,32N 69E 0-25 km depth,32N69Ez16p0,-3.41,-4.29,-5.17
70.0,29.0,4.5,45,0.0016400000000000002,0.0738,0.0,16.0,16.0,subduction interface,1.174843848047698,0.88,8.3,29N 70E 0-25 km depth,29N70Ez16p0,-3.26,-4.14,-5.02
70.0,30.0,4.5,45,0.007246666666666667,0.3261,0.0,16.0,16.0,subduction interface,1.8201382850306134,0.88,8.3,30N 70E 0-25 km depth,30N70Ez16p0,-2.59,-3.47,-4.35
70.0,31.0,4.5,45,0.004406666666666666,0.1983,0.0,16.0,16.0,subduction interface,1.6041102004299588,0.88,8.3,31N 70E 0-25 km depth,31N70Ez16p0,-2.81,-3.69,-4.57
70.0,32.0,4.5,45,0.0021844444444444446,0.0983,0.0,16.0,16.0,subduction interface,1.2993410040567919,0.88,8.3,32N 70E 0-25 km depth,32N70Ez16p0,-3.12,-4.0,-4.88
71.0,30.0,4.5,45,0.0011755555555555556,0.0529,0.0,16.0,16.0,subduction interface,1.0302431582598421,0.88,8.3,30N 71E 0-25 km depth,30N71Ez16p0,-3.41,-4.29,-5.17
68.0,36.0,4.5,45,0.003497777777777778,0.1574,0.0,5.0,5.0,subduction interface,1.6387922142477018,0.91,7.8,36N 68E 0-25 km depth,36N68Ez5p0,-2.92,-3.83,-4.75
68.0,37.0,4.5,45,0.0041022222222222215,0.1846,0.0,5.0,5.0,subduction interface,1.7080191829145495,0.91,7.8,37N 68E 0-25 km depth,37N68Ez5p0,-2.85,-3.76,-4.68
69.0,36.0,4.5,45,0.007371111111111111,0.3317,0.0,5.0,5.0,subduction interface,1.9625329577441386,0.91,7.8,36N 69E 0-25 km depth,36N69Ez5p0,-2.59,-3.5,-4.41
69.0,37.0,4.5,45,0.007631111111111111,0.3434,0.0,5.0,5.0,subduction interface,1.9775877770495538,0.91,7.8,37N 69E 0-25 km depth,37N69Ez5p0,-2.58,-3.49,-4.4
70.0,38.0,4.5,45,0.012128888888888887,0.5458,0.0,5.0,5.0,subduction interface,2.1788210175585334,0.91,7.8,38N 70E 0-25 km depth,38N70Ez5p0,-2.37,-3.28,-4.2
67.0,36.0,4.5,45,0.0015044444444444443,0.0677,37.70736628260285,5.0,,subduction interface,1.2723761549098005,0.91,7.8,36N 67E 0-25 km depth,36N67Ez5p0,-3.3,-4.21,-5.13
68.0,20.0,4.5,45,0.00013333333333333334,0.006,0.0,66.0,66.0,stable shallow crust,-0.005061263391699988,0.86,7.0,20N 68E 0-25 km depth,20N68Ez66p0,,,
68.0,21.0,4.5,45,2.2222222222222225e-06,0.0001,0.0,66.0,66.0,stable shallow crust,-1.7832125137753438,0.86,7.0,21N 68E 0-25 km depth,21N68Ez66p0,,,
69.0,20.0,4.5,45,0.00022444444444444443,0.0101,0.0,66.0,66.0,stable shallow crust,0.2211088600072988,0.86,7.0,20N 69E 0-25 km depth,20N69Ez66p0,-4.48,-5.34,
69.0,21.0,4.5,45,4.444444444444445e-06,0.0002,0.0,66.0,66.0,stable shallow crust,-1.4821825181113626,0.86,7.0,21N 69E 0-25 km depth,21N69Ez66p0,,,
69.0,22.0,4.5,45,2.2222222222222225e-06,0.0001,0.0,66.0,66.0,stable shallow crust,-1.7832125137753438,0.86,7.0,22N 69E 0-25 km depth,22N69Ez66p0,,,
70.0,20.0,4.5,45,1.1111111111111112e-05,0.0005,0.0,66.0,66.0,stable shallow crust,-1.084242509439325,0.86,7.0,20N 70E 0-25 km depth,20N70Ez66p0,,,
70.0,21.0,4.5,45,0.00027333333333333333,0.0123,0.0,66.0,66.0,stable shallow crust,0.3066925976640542,0.86,7.0,21N 70E 0-25 km depth,21N70Ez66p0,-4.29,-5.15,
70.0,22.0,4.5,45,9.555555555555555e-05,0.0043,0.0,66.0,66.0,stable shallow crust,-0.14974405819575676,0.86,7.0,22N 70E 0-25 km depth,22N70Ez66p0,,,
71.0,20.0,4.5,45,8.444444444444444e-05,0.0038,0.0,66.0,66.0,stable shallow crust,-0.20342891715853373,0.86,7.0,20N 71E 0-25 km depth,20N71Ez66p0,,,
71.0,21.0,4.5,45,0.0011333333333333332,0.051,0.0,66.0,66.0,stable shallow crust,0.9243576623225929,0.86,7.0,21N 71E 0-25 km depth,21N71Ez66p0,-3.43,-4.29,-5.96
71.0,22.0,4.5,45,0.0007177777777777778,0.0323,0.0,66.0,66.0,stable shallow crust,0.7259900085557591,0.86,7.0,22N 71E 0-25 km depth,22N71Ez66p0,-3.66,-4.52,
72.0,20.0,4.5,45,4.222222222222222e-05,0.0019,0.0,66.0,66.0,stable shallow crust,-0.504458912822515,0.86,7.0,20N 72E 0-25 km depth,20N72Ez66p0,,,
72.0,21.0,4.5,45,0.00024,0.0108,0.0,66.0,66.0,stable shallow crust,0.250211241711606,0.86,7.0,21N 72E 0-25 km depth,21N72Ez66p0,-4.41,-5.27,
72.0,22.0,4.5,45,0.0005200000000000001,0.0234,0.0,66.0,66.0,stable shallow crust,0.5860033436347996,0.86,7.0,22N 72E 0-25 km depth,22N72Ez66p0,-3.84,-4.7,
68.0,19.0,4.5,45,4.222222222222222e-05,0.0019,79.2429933891985,66.0,,stable shallow crust,-0.504458912822515,0.86,7.0,19N 68E 0-25 km depth,19N68Ez66p0,,,
69.0,19.0,4.5,45,6.888888888888888e-05,0.0031,81.21217697079214,66.0,71.0,stable shallow crust,-0.29185081994107076,0.86,7.0,19N 69E 0-25 km depth,19N69Ez66p0,,,
68.0,23.0,4.5,45,4.444444444444445e-06,0.0002,0.0,63.0,63.0,stable shallow crust,-1.0771825181113632,0.95,8.2,23N 68E 0-25 km depth,23N68Ez63p0,,,
68.0,24.0,4.5,45,0.00046,0.0207,0.0,63.0,63.0,stable shallow crust,0.9377578316815733,0.95,8.2,24N 68E 0-25 km depth,24N68Ez63p0,-3.87,-4.82,-5.77
68.0,25.0,4.5,45,0.0005355555555555555,0.0241,0.0,63.0,63.0,stable shallow crust,1.0038045287995243,0.95,8.2,25N 68E 0-25 km depth,25N68Ez63p0,-3.79,-4.74,-5.69
69.0,23.0,4.5,45,0.00017999999999999998,0.0081,0.0,63.0,63.0,stable shallow crust,0.5302725051033055,0.95,8.2,23N 69E 0-25 km depth,23N69Ez63p0,-4.37,-5.32,-6.27
69.0,24.0,4.5,45,0.0010955555555555556,0.0493,0.0,63.0,63.0,stable shallow crust,1.3146344055018857,0.95,8.2,24N 69E 0-25 km depth,24N69Ez63p0,-3.46,-4.41,-5.36
69.0,25.0,4.5,45,0.0005222222222222222,0.0235,0.0,63.0,63.0,stable shallow crust,0.9928553484963922,0.95,8.2,25N 69E 0-25 km depth,25N69Ez63p0,-3.8,-4.75,-5.7
70.0,23.0,4.5,45,0.0028066666666666665,0.1263,0.0,63.0,63.0,stable shallow crust,1.7231908367799864,0.95,8.2,23N 70E 0-25 km depth,23N70Ez63p0,-3.04,-3.99,-4.94
70.0,24.0,4.5,45,0.00398,0.1791,0.0,63.0,63.0,stable shallow crust,1.874883072073687,0.95,8.2,24N 70E 0-25 km depth,24N70Ez63p0,-2.88,-3.83,-4.78
70.0,25.0,4.5,45,0.0005155555555555556,0.0232,0.0,63.0,63.0,stable shallow crust,0.9872754711155554,0.95,8.2,25N 70E 0-25 km depth,25N70Ez63p0,-3.81,-4.76,-5.71
