longitude,latitude,nu,mmin,duration,lambda,distance,zoneid,in zoneid,zmax,zmin,hypo_depth,tectonic subregion,a,b,stdb,mmax,stdmmax,rake,dip,strike,aspect ratio,msr,source_name,id,logN_5.0-6.0,logN_6.0-7.0,logN_7.0-8.0
73,32,0.0022,4.5,45,4.8889e-05,0,936,936,180,70,70,subduction intraslab Himalayas,1.2692,1.24,0.11,6.7,0.2,-164,47,140,2,StrasserIntraslab,32N 73E 70-180 km depth M4.5,32N_73E_L3_M4p5,-4.95,-6.23,
73,33,0.0009,4.5,45,2e-05,0,935,935,180,70,70,subduction intraslab,0.11603,1.07,0.09,7.2,0.3,111,57,317,2,StrasserIntraslab,33N 73E 70-180 km depth M4.5,33N_73E_L3_M4p5,-5.86,-6.93,
73,34,0.0226,4.5,45,0.00050222,0,935,935,180,70,70,subduction intraslab,1.5159,1.07,0.09,7.2,0.3,111,57,317,2,StrasserIntraslab,34N 73E 70-180 km depth M4.5,34N_73E_L3_M4p5,-3.85,-4.92,-6.08
73,35,0.0456,4.5,45,0.0010133,0,935,935,180,70,70,subduction intraslab,1.8208,1.07,0.09,7.2,0.3,111,57,317,2,StrasserIntraslab,35N 73E 70-180 km depth M4.5,35N_73E_L3_M4p5,-3.54,-4.61,-5.72
73,36,0.1448,4.5,45,0.0032178,0,935,935,180,70,70,subduction intraslab,2.3226,1.07,0.09,7.2,0.3,111,57,317,2,StrasserIntraslab,36N 73E 70-180 km depth M4.5,36N_73E_L3_M4p5,-3.03,-4.1,-5.18
73,37,0.466,4.5,45,0.010356,0,935,935,180,70,70,subduction intraslab,2.8302,1.07,0.09,7.2,0.3,111,57,317,2,StrasserIntraslab,37N 73E 70-180 km depth M4.5,37N_73E_L3_M4p5,-2.52,-3.59,-4.66
73,38,1.4925,4.5,45,0.033167,0,154,154,180,70,70,subduction intraslab Himalayas,4.2807,1.28,0.09,7.3,0.3,-169,80,100,2,StrasserIntraslab,38N 73E 70-180 km depth M4.5,38N_73E_L3_M4p5,-2.12,-3.4,-4.68
73,39,0.38,4.5,45,0.0084444,0,154,154,180,70,70,subduction intraslab Himalayas,3.6866,1.28,0.09,7.3,0.3,-169,80,100,2,StrasserIntraslab,39N 73E 70-180 km depth M4.5,39N_73E_L3_M4p5,-2.71,-3.99,-5.27
74,31,0.0002,4.5,45,4.4444e-06,34.963,936,,180,70,70,subduction intraslab Himalayas,0.22782,1.24,0.11,6.7,0.2,-164,47,140,2,StrasserIntraslab,31N 74E 70-180 km depth M4.5,31N_74E_L3_M4p5,-6.36,,
74,32,0.0144,4.5,45,0.00032,0,936,936,180,70,70,subduction intraslab Himalayas,2.0851,1.24,0.11,6.7,0.2,-164,47,140,2,StrasserIntraslab,32N 74E 70-180 km depth M4.5,32N_74E_L3_M4p5,-4.12,-5.36,-6.77
74,33,0.0109,4.5,45,0.00024222,0,936,936,180,70,70,subduction intraslab Himalayas,1.9642,1.24,0.11,6.7,0.2,-164,47,140,2,StrasserIntraslab,33N 74E 70-180 km depth M4.5,33N_74E_L3_M4p5,-4.24,-5.49,-6.97
74,34,0.038,4.5,45,0.00084444,0,935,935,180,70,70,subduction intraslab,1.7416,1.07,0.09,7.2,0.3,111,57,317,2,StrasserIntraslab,34N 74E 70-180 km depth M4.5,34N_74E_L3_M4p5,-3.62,-4.69,-5.81
74,35,0.0804,4.5,45,0.0017867,0,935,935,180,70,70,subduction intraslab,2.067,1.07,0.09,7.2,0.3,111,57,317,2,StrasserIntraslab,35N 74E 70-180 km depth M4.5,35N_74E_L3_M4p5,-3.29,-4.36,-5.45
74,36,0.0804,4.5,45,0.0017867,0,935,935,180,70,70,subduction intraslab,2.067,1.07,0.09,7.2,0.3,111,57,317,2,StrasserIntraslab,36N 74E 70-180 km depth M4.5,36N_74E_L3_M4p5,-3.29,-4.36,-5.45
74,37,0.0831,4.5,45,0.0018467,0,935,935,180,70,70,subduction intraslab,2.0814,1.07,0.09,7.2,0.3,111,57,317,2,StrasserIntraslab,37N 74E 70-180 km depth M4.5,37N_74E_L3_M4p5,-3.27,-4.34,-5.44
74,38,1.301,4.5,45,0.028911,0,154,154,180,70,70,subduction intraslab Himalayas,4.2211,1.28,0.09,7.3,0.3,-169,80,100,2,StrasserIntraslab,38N 74E 70-180 km depth M4.5,38N_74E_L3_M4p5,-2.18,-3.46,-4.74
74,39,0.4453,4.5,45,0.0098956,2.2034,154,,180,70,70,subduction intraslab Himalayas,3.7554,1.28,0.09,7.3,0.3,-169,80,100,2,StrasserIntraslab,39N 74E 70-180 km depth M4.5,39N_74E_L3_M4p5,-2.64,-3.92,-5.21
75,31,0.0054,4.5,45,0.00012,0,936,936,180,70,70,subduction intraslab Himalayas,1.6592,1.24,0.11,6.7,0.2,-164,47,140,2,StrasserIntraslab,31N 75E 70-180 km depth M4.5,31N_75E_L3_M4p5,-4.55,-5.8,-8.01
75,32,0.0093,4.5,45,0.00020667,0,936,936,180,70,70,subduction intraslab Himalayas,1.8953,1.24,0.11,6.7,0.2,-164,47,140,2,StrasserIntraslab,32N 75E 70-180 km depth M4.5,32N_75E_L3_M4p5,-4.31,-5.56,-7.1
75,33,0.0455,4.5,45,0.0010111,0,936,936,180,70,70,subduction intraslab Himalayas,2.5848,1.24,0.11,6.7,0.2,-164,47,140,2,StrasserIntraslab,33N 75E 70-180 km depth M4.5,33N_75E_L3_M4p5,-3.62,-4.86,-6.14
75,34,0.0381,4.5,45,0.00084667,0,935,935,180,70,70,subduction intraslab,1.7427,1.07,0.09,7.2,0.3,111,57,317,2,StrasserIntraslab,34N 75E 70-180 km depth M4.5,34N_75E_L3_M4p5,-3.62,-4.69,-5.81
75,35,0.084,4.5,45,0.0018667,0,935,935,180,70,70,subduction intraslab,2.0861,1.07,0.09,7.2,0.3,111,57,317,2,StrasserIntraslab,35N 75E 70-180 km depth M4.5,35N_75E_L3_M4p5,-3.27,-4.34,-5.43
75,36,0.034,4.5,45,0.00075556,0,935,935,180,70,70,subduction intraslab,1.6933,1.07,0.09,7.2,0.3,111,57,317,2,StrasserIntraslab,36N 75E 70-180 km depth M4.5,36N_75E_L3_M4p5,-3.67,-4.74,-5.86
75,37,0.0189,4.5,45,0.00042,0,935,935,180,70,70,subduction intraslab,1.4382,1.07,0.09,7.2,0.3,111,57,317,2,StrasserIntraslab,37N 75E 70-180 km depth M4.5,37N_75E_L3_M4p5,-3.93,-5,-6.18
