longitude,latitude,nu,mmin,duration,lambda,distance,zoneid,in zoneid,zmax,zmin,tectonic subregion,a,b,stdb,mmax,stdmmax,rake,dip,strike,aspect ratio,msr,source_name,id,logN_5.0-6.0,logN_6.0-7.0,logN_7.0-8.0
64,30,0.0023,4.5,45,5.1111e-05,92.28,15,,25,0,active shallow crust strike-slip reverse,0.11852,0.98,0.1,8.3,0.4,24,71,204,2,WC1994,30N 64E 0-25 km depth M4.5,30N_64E_L1_M4p5,-5.4,-6.38,-7.36
64,31,0.0036,4.5,45,8e-05,109.54,15,,25,0,active shallow crust strike-slip reverse,0.31309,0.98,0.1,8.3,0.4,24,71,204,2,WC1994,31N 64E 0-25 km depth M4.5,31N_64E_L1_M4p5,-4.88,-5.86,-6.84
64,32,0.0114,4.5,45,0.00025333,126.76,15,,25,0,active shallow crust strike-slip reverse,0.81369,0.98,0.1,8.3,0.4,24,71,204,2,WC1994,32N 64E 0-25 km depth M4.5,32N_64E_L1_M4p5,-4.16,-5.14,-6.12
65,22,0.0003,4.5,45,6.6667e-06,0,903,903,25,0,active shallow crust normal,-0.13609,1.12,0.12,7,0.4,-45,64,104,2,WC1994,22N 65E 0-25 km depth M4.5,22N_65E_L1_M4p5,,,
65,23,0.0412,4.5,45,0.00091556,0,903,903,25,0,active shallow crust normal,2.0017,1.12,0.12,7,0.4,-45,64,104,2,WC1994,23N 65E 0-25 km depth M4.5,23N_65E_L1_M4p5,-3.6,-4.72,-5.9
65,24,0.0803,4.5,45,0.0017844,0,903,903,25,0,active shallow crust normal,2.2915,1.12,0.12,7,0.4,-45,64,104,2,WC1994,24N 65E 0-25 km depth M4.5,24N_65E_L1_M4p5,-3.31,-4.43,-5.58
65,25,0.0207,4.5,45,0.00046,0,14,14,25,0,subduction interface,-0.097242,0.72,0.09,8.6,0.4,126,10.2,298.4,2,StrasserInterface,25N 65E 0-25 km depth M4.5,25N_65E_L1_M4p5,,,
65,26,0.0369,4.5,45,0.00082,0,14,14,25,0,subduction interface,0.15381,0.72,0.09,8.6,0.4,126,10.2,298.4,2,StrasserInterface,26N 65E 0-25 km depth M4.5,26N_65E_L1_M4p5,-3.97,-4.69,-5.41
65,27,0.0333,4.5,45,0.00074,0,14,14,25,0,subduction interface,0.10923,0.72,0.09,8.6,0.4,126,10.2,298.4,2,StrasserInterface,27N 65E 0-25 km depth M4.5,27N_65E_L1_M4p5,-4.14,-4.86,-5.58
65,28,0.0307,4.5,45,0.00068222,0,15,15,25,0,active shallow crust strike-slip reverse,1.2439,0.98,0.1,8.3,0.4,24,71,204,2,WC1994,28N 65E 0-25 km depth M4.5,28N_65E_L1_M4p5,-3.68,-4.66,-5.64
65,29,0.0834,4.5,45,0.0018533,0,15,15,25,0,active shallow crust strike-slip reverse,1.678,0.98,0.1,8.3,0.4,24,71,204,2,WC1994,29N 65E 0-25 km depth M4.5,29N_65E_L1_M4p5,-3.23,-4.21,-5.19
65,30,0.0084,4.5,45,0.00018667,0,15,15,25,0,active shallow crust strike-slip reverse,0.68107,0.98,0.1,8.3,0.4,24,71,204,2,WC1994,30N 65E 0-25 km depth M4.5,30N_65E_L1_M4p5,-4.32,-5.3,-6.28
65,31,0.0081,4.5,45,0.00018,15.521,15,,25,0,active shallow crust strike-slip reverse,0.66527,0.98,0.1,8.3,0.4,24,71,204,2,WC1994,31N 65E 0-25 km depth M4.5,31N_65E_L1_M4p5,-4.34,-5.32,-6.3
65,32,0.0005,4.5,45,1.1111e-05,33.75,15,,25,0,active shallow crust strike-slip reverse,-0.54424,0.98,0.1,8.3,0.4,24,71,204,2,WC1994,32N 65E 0-25 km depth M4.5,32N_65E_L1_M4p5,,,
65,33,0.0062,4.5,45,0.00013778,59.535,8,,25,0,active shallow crust strike-slip reverse,-0.17082,0.82,0.08,8.3,0.3,113,34,271,2,WC1994,33N 65E 0-25 km depth M4.5,33N_65E_L1_M4p5,,,
65,34,0.011,4.5,45,0.00024444,110.42,8,,25,0,active shallow crust strike-slip reverse,0.07818,0.82,0.08,8.3,0.3,113,34,271,2,WC1994,34N 65E 0-25 km depth M4.5,34N_65E_L1_M4p5,-4.81,-5.63,-6.45
66,23,0.0005,4.5,45,1.1111e-05,0,903,903,25,0,active shallow crust normal,0.085757,1.12,0.12,7,0.4,-45,64,104,2,WC1994,23N 66E 0-25 km depth M4.5,23N_66E_L1_M4p5,-6.26,-7.38,
66,24,0.0249,4.5,45,0.00055333,0,903,903,25,0,active shallow crust normal,1.783,1.12,0.12,7,0.4,-45,64,104,2,WC1994,24N 66E 0-25 km depth M4.5,24N_66E_L1_M4p5,-3.82,-4.94,-6.16
66,25,0.047,4.5,45,0.0010444,0,14,14,25,0,subduction interface,0.25889,0.72,0.09,8.6,0.4,126,10.2,298.4,2,StrasserInterface,25N 66E 0-25 km depth M4.5,25N_66E_L1_M4p5,-3.69,-4.41,-5.13
66,26,0.062,4.5,45,0.0013778,0,15,15,25,0,active shallow crust strike-slip reverse,1.5492,0.98,0.1,8.3,0.4,24,71,204,2,WC1994,26N 66E 0-25 km depth M4.5,26N_66E_L1_M4p5,-3.36,-4.34,-5.32
66,27,0.1404,4.5,45,0.00312,0,15,15,25,0,active shallow crust strike-slip reverse,1.9042,0.98,0.1,8.3,0.4,24,71,204,2,WC1994,27N 66E 0-25 km depth M4.5,27N_66E_L1_M4p5,-3,-3.98,-4.96
66,28,0.1322,4.5,45,0.0029378,0,15,15,25,0,active shallow crust strike-slip reverse,1.878,0.98,0.1,8.3,0.4,24,71,204,2,WC1994,28N 66E 0-25 km depth M4.5,28N_66E_L1_M4p5,-3.03,-4.01,-4.99
66,29,0.123,4.5,45,0.0027333,0,15,15,25,0,active shallow crust strike-slip reverse,1.8467,0.98,0.1,8.3,0.4,24,71,204,2,WC1994,29N 66E 0-25 km depth M4.5,29N_66E_L1_M4p5,-3.06,-4.04,-5.02
66,30,0.1423,4.5,45,0.0031622,0,15,15,25,0,active shallow crust strike-slip reverse,1.91,0.98,0.1,8.3,0.4,24,71,204,2,WC1994,30N 66E 0-25 km depth M4.5,30N_66E_L1_M4p5,-3,-3.98,-4.96
66,31,0.0851,4.5,45,0.0018911,0,15,15,25,0,active shallow crust strike-slip reverse,1.6867,0.98,0.1,8.3,0.4,24,71,204,2,WC1994,31N 66E 0-25 km depth M4.5,31N_66E_L1_M4p5,-3.22,-4.2,-5.18
66,32,0.0051,4.5,45,0.00011333,0,8,8,25,0,active shallow crust strike-slip reverse,-0.25564,0.82,0.08,8.3,0.3,113,34,271,2,WC1994,32N 66E 0-25 km depth M4.5,32N_66E_L1_M4p5,,,
66,33,0.0013,4.5,45,2.8889e-05,0,8,8,25,0,active shallow crust strike-slip reverse,-0.84927,0.82,0.08,8.3,0.3,113,34,271,2,WC1994,33N 66E 0-25 km depth M4.5,33N_66E_L1_M4p5,,,
66,34,0.0015,4.5,45,3.3333e-05,28.799,8,,25,0,active shallow crust strike-slip reverse,-0.78712,0.82,0.08,8.3,0.3,113,34,271,2,WC1994,34N 66E 0-25 km depth M4.5,34N_66E_L1_M4p5,,,
66,35,0.0123,4.5,45,0.00027333,80.629,8,,25,0,active shallow crust strike-slip reverse,0.12669,0.82,0.08,8.3,0.3,113,34,271,2,WC1994,35N 66E 0-25 km depth M4.5,35N_66E_L1_M4p5,-4.57,-5.39,-6.21
67,24,0.006,4.5,45,0.00013333,0,903,903,25,0,active shallow crust normal,1.1649,1.12,0.12,7,0.4,-45,64,104,2,WC1994,24N 67E 0-25 km depth M4.5,24N_67E_L1_M4p5,-4.47,-5.59,-7.68
67,25,0.0369,4.5,45,0.00082,0,903,903,25,0,active shallow crust normal,1.9538,1.12,0.12,7,0.4,-45,64,104,2,WC1994,25N 67E 0-25 km depth M4.5,25N_67E_L1_M4p5,-3.65,-4.77,-5.96
67,26,0.0786,4.5,45,0.0017467,0,15,15,25,0,active shallow crust strike-slip reverse,1.6522,0.98,0.1,8.3,0.4,24,71,204,2,WC1994,26N 67E 0-25 km depth M4.5,26N_67E_L1_M4p5,-3.26,-4.24,-5.22
67,27,0.1093,4.5,45,0.0024289,0,15,15,25,0,active shallow crust strike-slip reverse,1.7954,0.98,0.1,8.3,0.4,24,71,204,2,WC1994,27N 67E 0-25 km depth M4.5,27N_67E_L1_M4p5,-3.11,-4.09,-5.07
67,28,0.0918,4.5,45,0.00204,0,15,15,25,0,active shallow crust strike-slip reverse,1.7196,0.98,0.1,8.3,0.4,24,71,204,2,WC1994,28N 67E 0-25 km depth M4.5,28N_67E_L1_M4p5,-3.19,-4.17,-5.15
67,29,0.1075,4.5,45,0.0023889,0,15,15,25,0,active shallow crust strike-slip reverse,1.7882,0.98,0.1,8.3,0.4,24,71,204,2,WC1994,29N 67E 0-25 km depth M4.5,29N_67E_L1_M4p5,-3.12,-4.1,-5.08
67,30,0.3554,4.5,45,0.0078978,0,15,15,25,0,active shallow crust strike-slip reverse,2.3075,0.98,0.1,8.3,0.4,24,71,204,2,WC1994,30N 67E 0-25 km depth M4.5,30N_67E_L1_M4p5,-2.59,-3.57,-4.55
67,31,0.1383,4.5,45,0.0030733,0,8,8,25,0,active shallow crust strike-slip reverse,1.1776,0.82,0.08,8.3,0.3,113,34,271,2,WC1994,31N 67E 0-25 km depth M4.5,31N_67E_L1_M4p5,-2.95,-3.77,-4.59
67,32,0.0498,4.5,45,0.0011067,0,8,8,25,0,active shallow crust strike-slip reverse,0.73402,0.82,0.08,8.3,0.3,113,34,271,2,WC1994,32N 67E 0-25 km depth M4.5,32N_67E_L1_M4p5,-3.45,-4.27,-5.09
67,33,0.0139,4.5,45,0.00030889,0,8,8,25,0,active shallow crust strike-slip reverse,0.1798,0.82,0.08,8.3,0.3,113,34,271,2,WC1994,33N 67E 0-25 km depth M4.5,33N_67E_L1_M4p5,-4.39,-5.21,-6.03
67,34,0.0002,4.5,45,4.4444e-06,0,8,8,25,0,active shallow crust strike-slip reverse,-1.6622,0.82,0.08,8.3,0.3,113,34,271,2,WC1994,34N 67E 0-25 km depth M4.5,34N_67E_L1_M4p5,,,
67,35,0.0042,4.5,45,9.3333e-05,0.37557,8,,25,0,active shallow crust strike-slip reverse,-0.33996,0.82,0.08,8.3,0.3,113,34,271,2,WC1994,35N 67E 0-25 km depth M4.5,35N_67E_L1_M4p5,,,
67,36,0.0677,4.5,45,0.0015044,37.707,5,,25,0,active shallow crust strike-slip reverse,1.2724,0.91,0.08,7.8,0.4,148,55,274,2,WC1994,36N 67E 0-25 km depth M4.5,36N_67E_L1_M4p5,-3.3,-4.21,-5.13
68,19,0.0019,4.5,45,4.2222e-05,79.243,66,,25,0,stable shallow crust,-0.50446,0.86,0.11,7,0.3,25,83,58,2,WC1994,19N 68E 0-25 km depth M4.5,19N_68E_L1_M4p5,,,
68,20,0.006,4.5,45,0.00013333,0,66,66,25,0,stable shallow crust,-0.0050613,0.86,0.11,7,0.3,25,83,58,2,WC1994,20N 68E 0-25 km depth M4.5,20N_68E_L1_M4p5,,,
68,21,0.0001,4.5,45,2.2222e-06,0,66,66,25,0,stable shallow crust,-1.7832,0.86,0.11,7,0.3,25,83,58,2,WC1994,21N 68E 0-25 km depth M4.5,21N_68E_L1_M4p5,,,
68,23,0.0002,4.5,45,4.4444e-06,0,63,63,25,0,stable shallow crust,-1.0772,0.95,0.05,8.2,0.4,59.8,64.1,64.9,2,WC1994,23N 68E 0-25 km depth M4.5,23N_68E_L1_M4p5,,,
68,24,0.0207,4.5,45,0.00046,0,63,63,25,0,stable shallow crust,0.93776,0.95,0.05,8.2,0.4,59.8,64.1,64.9,2,WC1994,24N 68E 0-25 km depth M4.5,24N_68E_L1_M4p5,-3.87,-4.82,-5.77
68,25,0.0241,4.5,45,0.00053556,0,63,63,25,0,stable shallow crust,1.0038,0.95,0.05,8.2,0.4,59.8,64.1,64.9,2,WC1994,25N 68E 0-25 km depth M4.5,25N_68E_L1_M4p5,-3.79,-4.74,-5.69
68,26,0.0154,4.5,45,0.00034222,0,15,15,25,0,active shallow crust strike-slip reverse,0.94431,0.98,0.1,8.3,0.4,24,71,204,2,WC1994,26N 68E 0-25 km depth M4.5,26N_68E_L1_M4p5,-4.01,-4.99,-5.97
68,27,0.0255,4.5,45,0.00056667,0,15,15,25,0,active shallow crust strike-slip reverse,1.1633,0.98,0.1,8.3,0.4,24,71,204,2,WC1994,27N 68E 0-25 km depth M4.5,27N_68E_L1_M4p5,-3.77,-4.75,-5.73
68,28,0.0321,4.5,45,0.00071333,0,15,15,25,0,active shallow crust strike-slip reverse,1.2633,0.98,0.1,8.3,0.4,24,71,204,2,WC1994,28N 68E 0-25 km depth M4.5,28N_68E_L1_M4p5,-3.66,-4.64,-5.62
68,29,0.19,4.5,45,0.0042222,0,15,15,25,0,active shallow crust strike-slip reverse,2.0355,0.98,0.1,8.3,0.4,24,71,204,2,WC1994,29N 68E 0-25 km depth M4.5,29N_68E_L1_M4p5,-2.87,-3.85,-4.83
68,30,0.8263,4.5,45,0.018362,0,16,16,25,0,active shallow crust strike-slip reverse,2.2239,0.88,0.08,8.3,0.4,126,18,298,2,WC1994,30N 68E 0-25 km depth M4.5,30N_68E_L1_M4p5,-2.18,-3.06,-3.94
68,31,0.1497,4.5,45,0.0033267,0,16,16,25,0,active shallow crust strike-slip reverse,1.482,0.88,0.08,8.3,0.4,126,18,298,2,WC1994,31N 68E 0-25 km depth M4.5,31N_68E_L1_M4p5,-2.93,-3.81,-4.69
68,32,0.02,4.5,45,0.00044444,0,8,8,25,0,active shallow crust strike-slip reverse,0.33782,0.82,0.08,8.3,0.3,113,34,271,2,WC1994,32N 68E 0-25 km depth M4.5,32N_68E_L1_M4p5,-4.03,-4.85,-5.67
68,33,0.0223,4.5,45,0.00049556,0,8,8,25,0,active shallow crust strike-slip reverse,0.38509,0.82,0.08,8.3,0.3,113,34,271,2,WC1994,33N 68E 0-25 km depth M4.5,33N_68E_L1_M4p5,-3.95,-4.77,-5.59
68,34,0.0056,4.5,45,0.00012444,0,8,8,25,0,active shallow crust strike-slip reverse,-0.21502,0.82,0.08,8.3,0.3,113,34,271,2,WC1994,34N 68E 0-25 km depth M4.5,34N_68E_L1_M4p5,,,
68,35,0.0207,4.5,45,0.00046,0,8,8,25,0,active shallow crust strike-slip reverse,0.35276,0.82,0.08,8.3,0.3,113,34,271,2,WC1994,35N 68E 0-25 km depth M4.5,35N_68E_L1_M4p5,-4,-4.82,-5.64
68,36,0.1574,4.5,45,0.0034978,0,5,5,25,0,active shallow crust strike-slip reverse,1.6388,0.91,0.08,7.8,0.4,148,55,274,2,WC1994,36N 68E 0-25 km depth M4.5,36N_68E_L1_M4p5,-2.92,-3.83,-4.75
68,37,0.1846,4.5,45,0.0041022,0,5,5,25,0,active shallow crust strike-slip reverse,1.708,0.91,0.08,7.8,0.4,148,55,274,2,WC1994,37N 68E 0-25 km depth M4.5,37N_68E_L1_M4p5,-2.85,-3.76,-4.68
68,38,0.088,4.5,45,0.0019556,0,1,1,25,0,active shallow crust strike-slip reverse,2.0163,1.05,0.07,8,0.4,30,73,202,2,WC1994,38N 68E 0-25 km depth M4.5,38N_68E_L1_M4p5,-3.24,-4.29,-5.34
69,19,0.0031,4.5,45,6.8889e-05,81.212,66,,25,0,stable shallow crust,-0.29185,0.86,0.11,7,0.3,25,83,58,2,WC1994,19N 69E 0-25 km depth M4.5,19N_69E_L1_M4p5,,,
69,20,0.0101,4.5,45,0.00022444,0,66,66,25,0,stable shallow crust,0.22111,0.86,0.11,7,0.3,25,83,58,2,WC1994,20N 69E 0-25 km depth M4.5,20N_69E_L1_M4p5,-4.48,-5.34,
69,21,0.0002,4.5,45,4.4444e-06,0,66,66,25,0,stable shallow crust,-1.4822,0.86,0.11,7,0.3,25,83,58,2,WC1994,21N 69E 0-25 km depth M4.5,21N_69E_L1_M4p5,,,
69,22,0.0001,4.5,45,2.2222e-06,0,66,66,25,0,stable shallow crust,-1.7832,0.86,0.11,7,0.3,25,83,58,2,WC1994,22N 69E 0-25 km depth M4.5,22N_69E_L1_M4p5,,,
69,23,0.0081,4.5,45,0.00018,0,63,63,25,0,stable shallow crust,0.53027,0.95,0.05,8.2,0.4,59.8,64.1,64.9,2,WC1994,23N 69E 0-25 km depth M4.5,23N_69E_L1_M4p5,-4.37,-5.32,-6.27
69,24,0.0493,4.5,45,0.0010956,0,63,63,25,0,stable shallow crust,1.3146,0.95,0.05,8.2,0.4,59.8,64.1,64.9,2,WC1994,24N 69E 0-25 km depth M4.5,24N_69E_L1_M4p5,-3.46,-4.41,-5.36
69,25,0.0235,4.5,45,0.00052222,0,63,63,25,0,stable shallow crust,0.99286,0.95,0.05,8.2,0.4,59.8,64.1,64.9,2,WC1994,25N 69E 0-25 km depth M4.5,25N_69E_L1_M4p5,-3.8,-4.75,-5.7
69,26,0.0003,4.5,45,6.6667e-06,0,919,919,25,0,stable shallow crust,-1.9361,0.72,0.1,7.2,0.3,123,61,290,2,WC1994,26N 69E 0-25 km depth M4.5,26N_69E_L1_M4p5,,,
69,27,0.0015,4.5,45,3.3333e-05,0,919,919,25,0,stable shallow crust,-1.2371,0.72,0.1,7.2,0.3,123,61,290,2,WC1994,27N 69E 0-25 km depth M4.5,27N_69E_L1_M4p5,,,
69,28,0.0443,4.5,45,0.00098444,0,919,919,25,0,stable shallow crust,0.23319,0.72,0.1,7.2,0.3,123,61,290,2,WC1994,28N 69E 0-25 km depth M4.5,28N_69E_L1_M4p5,-3.75,-4.47,
69,29,0.1982,4.5,45,0.0044044,0,16,16,25,0,active shallow crust strike-slip reverse,1.6039,0.88,0.08,8.3,0.4,126,18,298,2,WC1994,29N 69E 0-25 km depth M4.5,29N_69E_L1_M4p5,-2.81,-3.69,-4.57
69,30,0.3967,4.5,45,0.0088156,0,16,16,25,0,active shallow crust strike-slip reverse,1.9052,0.88,0.08,8.3,0.4,126,18,298,2,WC1994,30N 69E 0-25 km depth M4.5,30N_69E_L1_M4p5,-2.5,-3.38,-4.26
69,31,0.0663,4.5,45,0.0014733,0,16,16,25,0,active shallow crust strike-slip reverse,1.1283,0.88,0.08,8.3,0.4,126,18,298,2,WC1994,31N 69E 0-25 km depth M4.5,31N_69E_L1_M4p5,-3.31,-4.19,-5.07
