longitude,latitude,mmin,duration,lambda,nu,zoneid,tectonic subregion,a,b,mmax,name,id
60.2,23.8,5.5,107,4e-06,0.000428,95,subduction interface,-0.227940008672,0.94,7.6,23.8N 60.2E 25-70 km depth,23p8N60p2Ez95
60.2,24.0,5.5,107,8e-06,0.000856,95,subduction interface,0.0730899869919,0.94,7.6,24N 60.2E 25-70 km depth,24N60p2Ez95
60.2,24.2,5.5,107,1.5e-05,0.001605,95,subduction interface,0.346091259056,0.94,7.6,24.2N 60.2E 25-70 km depth,24p2N60p2Ez95
60.2,24.4,5.5,107,2.5e-05,0.002675,95,subduction interface,0.567940008672,0.94,7.6,24.4N 60.2E 25-70 km depth,24p4N60p2Ez95
60.2,24.6,5.5,107,3.5e-05,0.003745,95,subduction interface,0.71406804435,0.94,7.6,24.6N 60.2E 25-70 km depth,24p6N60p2Ez95
60.2,24.8,5.5,107,4.5e-05,0.004815,95,subduction interface,0.823212513775,0.94,7.6,24.8N 60.2E 25-70 km depth,24p8N60p2Ez95
60.2,25.0,5.5,107,5.1e-05,0.005457,95,subduction interface,0.877570176098,0.94,7.6,25N 60.2E 25-70 km depth,25N60p2Ez95
60.2,25.2,5.5,107,5.3e-05,0.005671,95,subduction interface,0.894275869601,0.94,7.6,25.2N 60.2E 25-70 km depth,25p2N60p2Ez95
60.2,25.4,5.5,107,5.4e-05,0.005778,95,subduction interface,0.902393759823,0.94,7.6,25.4N 60.2E 25-70 km depth,25p4N60p2Ez95
60.2,25.6,5.5,107,5.6e-05,0.005992,95,subduction interface,0.918188027006,0.94,7.6,25.6N 60.2E 25-70 km depth,25p6N60p2Ez95
60.2,25.8,5.5,107,6.2e-05,0.006634,95,subduction interface,0.962391689498,0.94,7.6,25.8N 60.2E 25-70 km depth,25p8N60p2Ez95
60.2,26.0,5.5,107,7.6e-05,0.008132,95,subduction interface,1.05081359228,0.94,7.6,26N 60.2E 25-70 km depth,26N60p2Ez95
60.2,26.2,5.5,107,9.7e-05,0.010379,95,subduction interface,1.15677173427,0.94,7.6,26.2N 60.2E 25-70 km depth,26p2N60p2Ez95
60.2,26.4,5.5,107,0.000126,0.013482,95,subduction interface,1.27037054512,0.94,7.6,26.4N 60.2E 25-70 km depth,26p4N60p2Ez95
60.2,26.6,5.5,107,0.000162,0.017334,95,subduction interface,1.37951501454,0.94,7.6,26.6N 60.2E 25-70 km depth,26p6N60p2Ez95
60.2,26.8,5.5,107,0.000201,0.021507,95,subduction interface,1.47319605742,0.94,7.6,26.8N 60.2E 25-70 km depth,26p8N60p2Ez95
60.2,27.0,5.5,107,0.000233,0.024931,95,subduction interface,1.53735592103,0.94,7.6,27N 60.2E 25-70 km depth,27N60p2Ez95
60.2,27.2,5.5,107,0.00025,0.02675,95,subduction interface,1.56794000867,0.94,7.6,27.2N 60.2E 25-70 km depth,27p2N60p2Ez95
60.4,22.0,5.5,107,4e-06,0.000428,9031,subduction interface,0.762059991328,1.12,7.0,22N 60.4E 25-70 km depth,22N60p4Ez9031
60.4,22.2,5.5,107,3e-06,0.000321,9031,subduction interface,0.63712125472,1.12,7.0,22.2N 60.4E 25-70 km depth,22p2N60p4Ez9031
60.4,22.4,5.5,107,2e-06,0.000214,9031,subduction interface,0.461029995664,1.12,7.0,22.4N 60.4E 25-70 km depth,22p4N60p4Ez9031
60.4,23.6,5.5,107,3e-06,0.000321,95,subduction interface,-0.35287874528,0.94,7.6,23.6N 60.4E 25-70 km depth,23p6N60p4Ez95
60.4,23.8,5.5,107,6e-06,0.000642,95,subduction interface,-0.0518487496164,0.94,7.6,23.8N 60.4E 25-70 km depth,23p8N60p4Ez95
60.4,24.0,5.5,107,1.4e-05,0.001498,95,subduction interface,0.316128035678,0.94,7.6,24N 60.4E 25-70 km depth,24N60p4Ez95
60.4,24.2,5.5,107,2.5e-05,0.002675,95,subduction interface,0.567940008672,0.94,7.6,24.2N 60.4E 25-70 km depth,24p2N60p4Ez95
60.4,24.4,5.5,107,4.1e-05,0.004387,95,subduction interface,0.78278385672,0.94,7.6,24.4N 60.4E 25-70 km depth,24p4N60p4Ez95
60.4,24.6,5.5,107,5.9e-05,0.006313,95,subduction interface,0.940852011642,0.94,7.6,24.6N 60.4E 25-70 km depth,24p6N60p4Ez95
60.4,24.8,5.5,107,7.4e-05,0.007918,95,subduction interface,1.03923171973,0.94,7.6,24.8N 60.4E 25-70 km depth,24p8N60p4Ez95
60.4,25.0,5.5,107,8.4e-05,0.008988,95,subduction interface,1.09427928606,0.94,7.6,25N 60.4E 25-70 km depth,25N60p4Ez95
60.4,25.2,5.5,107,8.7e-05,0.009309,95,subduction interface,1.10951925262,0.94,7.6,25.2N 60.4E 25-70 km depth,25p2N60p4Ez95
60.4,25.4,5.5,107,8.6e-05,0.009202,95,subduction interface,1.10449845124,0.94,7.6,25.4N 60.4E 25-70 km depth,25p4N60p4Ez95
60.4,25.6,5.5,107,8.4e-05,0.008988,95,subduction interface,1.09427928606,0.94,7.6,25.6N 60.4E 25-70 km depth,25p6N60p4Ez95
60.4,25.8,5.5,107,8.5e-05,0.009095,95,subduction interface,1.09941892571,0.94,7.6,25.8N 60.4E 25-70 km depth,25p8N60p4Ez95
60.4,26.0,5.5,107,9.2e-05,0.009844,95,subduction interface,1.13378782735,0.94,7.6,26N 60.4E 25-70 km depth,26N60p4Ez95
60.4,26.2,5.5,107,0.000108,0.011556,95,subduction interface,1.20342375549,0.94,7.6,26.2N 60.4E 25-70 km depth,26p2N60p4Ez95
60.4,26.4,5.5,107,0.000134,0.014338,95,subduction interface,1.29710479836,0.94,7.6,26.4N 60.4E 25-70 km depth,26p4N60p4Ez95
60.4,26.6,5.5,107,0.000172,0.018404,95,subduction interface,1.40552844691,0.94,7.6,26.6N 60.4E 25-70 km depth,26p6N60p4Ez95
60.4,26.8,5.5,107,0.000217,0.023219,95,subduction interface,1.50645973385,0.94,7.6,26.8N 60.4E 25-70 km depth,26p8N60p4Ez95
60.4,27.0,5.5,107,0.000261,0.027927,95,subduction interface,1.58664050734,0.94,7.6,27N 60.4E 25-70 km depth,27N60p4Ez95
60.4,27.2,5.5,107,0.00029,0.03103,95,subduction interface,1.6323979979,0.94,7.6,27.2N 60.4E 25-70 km depth,27p2N60p4Ez95
60.4,27.4,5.5,107,0.000294,0.031458,95,subduction interface,1.63834733041,0.94,7.6,27.4N 60.4E 25-70 km depth,27p4N60p4Ez95
60.6,21.6,5.5,107,1.2e-05,0.001284,9031,subduction interface,1.23918124605,1.12,7.0,21.6N 60.6E 25-70 km depth,21p6N60p6Ez9031
60.6,21.8,5.5,107,1.1e-05,0.001177,9031,subduction interface,1.20139268516,1.12,7.0,21.8N 60.6E 25-70 km depth,21p8N60p6Ez9031
60.6,22.0,5.5,107,9e-06,0.000963,9031,subduction interface,1.11424250944,1.12,7.0,22N 60.6E 25-70 km depth,22N60p6Ez9031
60.6,22.2,5.5,107,7e-06,0.000749,9031,subduction interface,1.00509804001,1.12,7.0,22.2N 60.6E 25-70 km depth,22p2N60p6Ez9031
60.6,22.4,5.5,107,4e-06,0.000428,9031,subduction interface,0.762059991328,1.12,7.0,22.4N 60.6E 25-70 km depth,22p4N60p6Ez9031
60.6,22.6,5.5,107,2e-06,0.000214,9031,subduction interface,0.461029995664,1.12,7.0,22.6N 60.6E 25-70 km depth,22p6N60p6Ez9031
60.6,23.4,5.5,107,1e-06,0.000107,9031,subduction interface,0.16,1.12,7.0,23.4N 60.6E 25-70 km depth,23p4N60p6Ez9031
60.6,23.6,5.5,107,4e-06,0.000428,9031,subduction interface,0.762059991328,1.12,7.0,23.6N 60.6E 25-70 km depth,23p6N60p6Ez9031
60.6,23.8,5.5,107,1e-05,0.00107,95,subduction interface,0.17,0.94,7.6,23.8N 60.6E 25-70 km depth,23p8N60p6Ez95
60.6,24.0,5.5,107,2e-05,0.00214,95,subduction interface,0.471029995664,0.94,7.6,24N 60.6E 25-70 km depth,24N60p6Ez95
60.6,24.2,5.5,107,3.8e-05,0.004066,95,subduction interface,0.749783596617,0.94,7.6,24.2N 60.6E 25-70 km depth,24p2N60p6Ez95
60.6,24.4,5.5,107,6.1e-05,0.006527,95,subduction interface,0.955329835011,0.94,7.6,24.4N 60.6E 25-70 km depth,24p4N60p6Ez95
60.6,24.6,5.5,107,8.7e-05,0.009309,95,subduction interface,1.10951925262,0.94,7.6,24.6N 60.6E 25-70 km depth,24p6N60p6Ez95
60.6,24.8,5.5,107,0.000111,0.011877,95,subduction interface,1.21532297879,0.94,7.6,24.8N 60.6E 25-70 km depth,24p8N60p6Ez95
60.6,25.0,5.5,107,0.000125,0.013375,95,subduction interface,1.26691001301,0.94,7.6,25N 60.6E 25-70 km depth,25N60p6Ez95
60.6,25.2,5.5,107,0.00013,0.01391,95,subduction interface,1.28394335231,0.94,7.6,25.2N 60.6E 25-70 km depth,25p2N60p6Ez95
60.6,25.4,5.5,107,0.000129,0.013803,95,subduction interface,1.2805897103,0.94,7.6,25.4N 60.6E 25-70 km depth,25p4N60p6Ez95
60.6,25.6,5.5,107,0.000125,0.013375,95,subduction interface,1.26691001301,0.94,7.6,25.6N 60.6E 25-70 km depth,25p6N60p6Ez95
60.6,25.8,5.5,107,0.000124,0.013268,95,subduction interface,1.26342168516,0.94,7.6,25.8N 60.6E 25-70 km depth,25p8N60p6Ez95
60.6,26.0,5.5,107,0.000128,0.013696,95,subduction interface,1.27720996965,0.94,7.6,26N 60.6E 25-70 km depth,26N60p6Ez95
60.6,26.2,5.5,107,0.00014,0.01498,95,subduction interface,1.31612803568,0.94,7.6,26.2N 60.6E 25-70 km depth,26p2N60p6Ez95
60.6,26.4,5.5,107,0.000164,0.017548,95,subduction interface,1.38484384805,0.94,7.6,26.4N 60.6E 25-70 km depth,26p4N60p6Ez95
60.6,26.6,5.5,107,0.000203,0.021721,95,subduction interface,1.47749603791,0.94,7.6,26.6N 60.6E 25-70 km depth,26p6N60p6Ez95
60.6,26.8,5.5,107,0.000253,0.027071,95,subduction interface,1.57312052118,0.94,7.6,26.8N 60.6E 25-70 km depth,26p8N60p6Ez95
60.6,27.0,5.5,107,0.000305,0.032635,95,subduction interface,1.65429983935,0.94,7.6,27N 60.6E 25-70 km depth,27N60p6Ez95
60.6,27.2,5.5,107,0.000342,0.036594,95,subduction interface,1.70402610606,0.94,7.6,27.2N 60.6E 25-70 km depth,27p2N60p6Ez95
60.6,27.4,5.5,107,0.00035,0.03745,95,subduction interface,1.71406804435,0.94,7.6,27.4N 60.6E 25-70 km depth,27p4N60p6Ez95
60.6,27.6,5.5,107,0.000324,0.034668,95,subduction interface,1.68054501021,0.94,7.6,27.6N 60.6E 25-70 km depth,27p6N60p6Ez95
60.8,21.2,5.5,107,1.9e-05,0.002033,9031,subduction interface,1.43875360095,1.12,7.0,21.2N 60.8E 25-70 km depth,21p2N60p8Ez9031
60.8,21.4,5.5,107,2.4e-05,0.002568,9031,subduction interface,1.54021124171,1.12,7.0,21.4N 60.8E 25-70 km depth,21p4N60p8Ez9031
60.8,21.6,5.5,107,2.7e-05,0.002889,9031,subduction interface,1.59136376416,1.12,7.0,21.6N 60.8E 25-70 km depth,21p6N60p8Ez9031
60.8,21.8,5.5,107,2.5e-05,0.002675,9031,subduction interface,1.55794000867,1.12,7.0,21.8N 60.8E 25-70 km depth,21p8N60p8Ez9031
60.8,22.0,5.5,107,2.1e-05,0.002247,9031,subduction interface,1.48221929473,1.12,7.0,22N 60.8E 25-70 km depth,22N60p8Ez9031
60.8,22.2,5.5,107,1.6e-05,0.001712,9031,subduction interface,1.36411998266,1.12,7.0,22.2N 60.8E 25-70 km depth,22p2N60p8Ez9031
60.8,22.4,5.5,107,1e-05,0.00107,9031,subduction interface,1.16,1.12,7.0,22.4N 60.8E 25-70 km depth,22p4N60p8Ez9031
60.8,22.6,5.5,107,6e-06,0.000642,9031,subduction interface,0.938151250384,1.12,7.0,22.6N 60.8E 25-70 km depth,22p6N60p8Ez9031
60.8,22.8,5.5,107,3e-06,0.000321,9031,subduction interface,0.63712125472,1.12,7.0,22.8N 60.8E 25-70 km depth,22p8N60p8Ez9031
60.8,23.0,5.5,107,1e-06,0.000107,9031,subduction interface,0.16,1.12,7.0,23N 60.8E 25-70 km depth,23N60p8Ez9031
60.8,23.4,5.5,107,2e-06,0.000214,9031,subduction interface,0.461029995664,1.12,7.0,23.4N 60.8E 25-70 km depth,23p4N60p8Ez9031
60.8,23.6,5.5,107,5e-06,0.000535,9031,subduction interface,0.858970004336,1.12,7.0,23.6N 60.8E 25-70 km depth,23p6N60p8Ez9031
60.8,23.8,5.5,107,1.3e-05,0.001391,95,subduction interface,0.283943352307,0.94,7.6,23.8N 60.8E 25-70 km depth,23p8N60p8Ez95
60.8,24.0,5.5,107,2.7e-05,0.002889,95,subduction interface,0.601363764159,0.94,7.6,24N 60.8E 25-70 km depth,24N60p8Ez95
60.8,24.2,5.5,107,5e-05,0.00535,95,subduction interface,0.868970004336,0.94,7.6,24.2N 60.8E 25-70 km depth,24p2N60p8Ez95
60.8,24.4,5.5,107,8.2e-05,0.008774,95,subduction interface,1.08381385238,0.94,7.6,24.4N 60.8E 25-70 km depth,24p4N60p8Ez95
60.8,24.6,5.5,107,0.000117,0.012519,95,subduction interface,1.23818586175,0.94,7.6,24.6N 60.8E 25-70 km depth,24p6N60p8Ez95
60.8,24.8,5.5,107,0.000148,0.015836,95,subduction interface,1.34026171539,0.94,7.6,24.8N 60.8E 25-70 km depth,24p8N60p8Ez95
60.8,25.0,5.5,107,0.000169,0.018083,95,subduction interface,1.39788670461,0.94,7.6,25N 60.8E 25-70 km depth,25N60p8Ez95
60.8,25.2,5.5,107,0.000177,0.018939,95,subduction interface,1.41797326636,0.94,7.6,25.2N 60.8E 25-70 km depth,25p2N60p8Ez95
60.8,25.4,5.5,107,0.000176,0.018832,95,subduction interface,1.41551266781,0.94,7.6,25.4N 60.8E 25-70 km depth,25p4N60p8Ez95
60.8,25.6,5.5,107,0.000173,0.018511,95,subduction interface,1.40804610313,0.94,7.6,25.6N 60.8E 25-70 km depth,25p6N60p8Ez95
60.8,25.8,5.5,107,0.000173,0.018511,95,subduction interface,1.40804610313,0.94,7.6,25.8N 60.8E 25-70 km depth,25p8N60p8Ez95
60.8,26.0,5.5,107,0.000177,0.018939,95,subduction interface,1.41797326636,0.94,7.6,26N 60.8E 25-70 km depth,26N60p8Ez95
60.8,26.2,5.5,107,0.000188,0.020116,95,subduction interface,1.44415784926,0.94,7.6,26.2N 60.8E 25-70 km depth,26p2N60p8Ez95
60.8,26.4,5.5,107,0.00021,0.02247,95,subduction interface,1.49221929473,0.94,7.6,26.4N 60.8E 25-70 km depth,26p4N60p8Ez95
60.8,26.6,5.5,107,0.000249,0.026643,95,subduction interface,1.5661993471,0.94,7.6,26.6N 60.8E 25-70 km depth,26p6N60p8Ez95
60.8,26.8,5.5,107,0.0003,0.0321,95,subduction interface,1.64712125472,0.94,7.6,26.8N 60.8E 25-70 km depth,26p8N60p8Ez95
60.8,27.0,5.5,107,0.000355,0.037985,95,subduction interface,1.72022835306,0.94,7.6,27N 60.8E 25-70 km depth,27N60p8Ez95
60.8,27.2,5.5,107,0.000393,0.042051,95,subduction interface,1.76439255038,0.94,7.6,27.2N 60.8E 25-70 km depth,27p2N60p8Ez95
60.8,27.4,5.5,107,0.0004,0.0428,95,subduction interface,1.77205999133,0.94,7.6,27.4N 60.8E 25-70 km depth,27p4N60p8Ez95
60.8,27.6,5.5,107,0.00037,0.03959,95,subduction interface,1.73820172407,0.94,7.6,27.6N 60.8E 25-70 km depth,27p6N60p8Ez95
60.8,27.8,5.5,107,0.000307,0.032849,95,subduction interface,1.65713837548,0.94,7.6,27.8N 60.8E 25-70 km depth,27p8N60p8Ez95
61.0,21.0,5.5,107,2.7e-05,0.002889,9031,subduction interface,1.59136376416,1.12,7.0,21N 61E 25-70 km depth,21N61Ez9031
61.0,21.2,5.5,107,3.8e-05,0.004066,9031,subduction interface,1.73978359662,1.12,7.0,21.2N 61E 25-70 km depth,21p2N61Ez9031
61.0,21.4,5.5,107,4.8e-05,0.005136,9031,subduction interface,1.84124123738,1.12,7.0,21.4N 61E 25-70 km depth,21p4N61Ez9031
61.0,21.6,5.5,107,5.3e-05,0.005671,9031,subduction interface,1.8842758696,1.12,7.0,21.6N 61E 25-70 km depth,21p6N61Ez9031
61.0,21.8,5.5,107,5.1e-05,0.005457,9031,subduction interface,1.8675701761,1.12,7.0,21.8N 61E 25-70 km depth,21p8N61Ez9031
61.0,22.0,5.5,107,4.3e-05,0.004601,9031,subduction interface,1.79346845558,1.12,7.0,22N 61E 25-70 km depth,22N61Ez9031
61.0,22.2,5.5,107,3.1e-05,0.003317,9031,subduction interface,1.65136169383,1.12,7.0,22.2N 61E 25-70 km depth,22p2N61Ez9031
61.0,22.4,5.5,107,2e-05,0.00214,9031,subduction interface,1.46102999566,1.12,7.0,22.4N 61E 25-70 km depth,22p4N61Ez9031
61.0,22.6,5.5,107,1.1e-05,0.001177,9031,subduction interface,1.20139268516,1.12,7.0,22.6N 61E 25-70 km depth,22p6N61Ez9031
61.0,22.8,5.5,107,6e-06,0.000642,9031,subduction interface,0.938151250384,1.12,7.0,22.8N 61E 25-70 km depth,22p8N61Ez9031
61.0,23.0,5.5,107,3e-06,0.000321,9031,subduction interface,0.63712125472,1.12,7.0,23N 61E 25-70 km depth,23N61Ez9031
61.0,23.2,5.5,107,2e-06,0.000214,9031,subduction interface,0.461029995664,1.12,7.0,23.2N 61E 25-70 km depth,23p2N61Ez9031
61.0,23.4,5.5,107,3e-06,0.000321,9031,subduction interface,0.63712125472,1.12,7.0,23.4N 61E 25-70 km depth,23p4N61Ez9031
61.0,23.6,5.5,107,6e-06,0.000642,9031,subduction interface,0.938151250384,1.12,7.0,23.6N 61E 25-70 km depth,23p6N61Ez9031
61.0,23.8,5.5,107,1.5e-05,0.001605,95,subduction interface,0.346091259056,0.94,7.6,23.8N 61E 25-70 km depth,23p8N61Ez95
61.0,24.0,5.5,107,3.2e-05,0.003424,95,subduction interface,0.67514997832,0.94,7.6,24N 61E 25-70 km depth,24N61Ez95
61.0,24.2,5.5,107,6e-05,0.00642,95,subduction interface,0.948151250384,0.94,7.6,24.2N 61E 25-70 km depth,24p2N61Ez95
61.0,24.4,5.5,107,9.8e-05,0.010486,95,subduction interface,1.16122607569,0.94,7.6,24.4N 61E 25-70 km depth,24p4N61Ez95
61.0,24.6,5.5,107,0.00014,0.01498,95,subduction interface,1.31612803568,0.94,7.6,24.6N 61E 25-70 km depth,24p6N61Ez95
61.0,24.8,5.5,107,0.000177,0.018939,95,subduction interface,1.41797326636,0.94,7.6,24.8N 61E 25-70 km depth,24p8N61Ez95
61.0,25.0,5.5,107,0.000203,0.021721,95,subduction interface,1.47749603791,0.94,7.6,25N 61E 25-70 km depth,25N61Ez95
61.0,25.2,5.5,107,0.000216,0.023112,95,subduction interface,1.50445375115,0.94,7.6,25.2N 61E 25-70 km depth,25p2N61Ez95
61.0,25.4,5.5,107,0.000219,0.023433,95,subduction interface,1.51044411484,0.94,7.6,25.4N 61E 25-70 km depth,25p4N61Ez95
61.0,25.6,5.5,107,0.00022,0.02354,95,subduction interface,1.51242268082,0.94,7.6,25.6N 61E 25-70 km depth,25p6N61Ez95
61.0,25.8,5.5,107,0.000224,0.023968,95,subduction interface,1.52024801833,0.94,7.6,25.8N 61E 25-70 km depth,25p8N61Ez95
61.0,26.0,5.5,107,0.000231,0.024717,95,subduction interface,1.53361197989,0.94,7.6,26N 61E 25-70 km depth,26N61Ez95
61.0,26.2,5.5,107,0.000243,0.026001,95,subduction interface,1.5556062736,0.94,7.6,26.2N 61E 25-70 km depth,26p2N61Ez95
61.0,26.4,5.5,107,0.000265,0.028355,95,subduction interface,1.59324587394,0.94,7.6,26.4N 61E 25-70 km depth,26p4N61Ez95
61.0,26.6,5.5,107,0.000301,0.032207,95,subduction interface,1.64856649559,0.94,7.6,26.6N 61E 25-70 km depth,26p6N61Ez95
61.0,26.8,5.5,107,0.00035,0.03745,95,subduction interface,1.71406804435,0.94,7.6,26.8N 61E 25-70 km depth,26p8N61Ez95
61.0,27.0,5.5,107,0.0004,0.0428,95,subduction interface,1.77205999133,0.94,7.6,27N 61E 25-70 km depth,27N61Ez95
61.0,27.2,5.5,107,0.000435,0.046545,95,subduction interface,1.80848925695,0.94,7.6,27.2N 61E 25-70 km depth,27p2N61Ez95
61.0,27.4,5.5,107,0.000437,0.046759,95,subduction interface,1.81048143697,0.94,7.6,27.4N 61E 25-70 km depth,27p4N61Ez95
61.0,27.6,5.5,107,0.000401,0.042907,95,subduction interface,1.77314437262,0.94,7.6,27.6N 61E 25-70 km depth,27p6N61Ez95
61.0,27.8,5.5,107,0.000333,0.035631,95,subduction interface,1.69244423351,0.94,7.6,27.8N 61E 25-70 km depth,27p8N61Ez95
61.2,20.6,5.5,107,1.5e-05,0.001605,9031,subduction interface,1.33609125906,1.12,7.0,20.6N 61.2E 25-70 km depth,20p6N61p2Ez9031
61.2,20.8,5.5,107,2.9e-05,0.003103,9031,subduction interface,1.6223979979,1.12,7.0,20.8N 61.2E 25-70 km depth,20p8N61p2Ez9031
61.2,21.0,5.5,107,4.7e-05,0.005029,9031,subduction interface,1.83209785794,1.12,7.0,21N 61.2E 25-70 km depth,21N61p2Ez9031
61.2,21.2,5.5,107,6.8e-05,0.007276,9031,subduction interface,1.99250891271,1.12,7.0,21.2N 61.2E 25-70 km depth,21p2N61p2Ez9031
61.2,21.4,5.5,107,8.6e-05,0.009202,9031,subduction interface,2.09449845124,1.12,7.0,21.4N 61.2E 25-70 km depth,21p4N61p2Ez9031
61.2,21.6,5.5,107,9.5e-05,0.010165,9031,subduction interface,2.13772360529,1.12,7.0,21.6N 61.2E 25-70 km depth,21p6N61p2Ez9031
61.2,21.8,5.5,107,9.1e-05,0.009737,9031,subduction interface,2.11904139232,1.12,7.0,21.8N 61.2E 25-70 km depth,21p8N61p2Ez9031
61.2,22.0,5.5,107,7.7e-05,0.008239,9031,subduction interface,2.04649072517,1.12,7.0,22N 61.2E 25-70 km depth,22N61p2Ez9031
61.2,22.2,5.5,107,5.7e-05,0.006099,9031,subduction interface,1.91587485567,1.12,7.0,22.2N 61.2E 25-70 km depth,22p2N61p2Ez9031
61.2,22.4,5.5,107,3.7e-05,0.003959,9031,subduction interface,1.72820172407,1.12,7.0,22.4N 61.2E 25-70 km depth,22p4N61p2Ez9031
61.2,22.6,5.5,107,2.1e-05,0.002247,9031,subduction interface,1.48221929473,1.12,7.0,22.6N 61.2E 25-70 km depth,22p6N61p2Ez9031
61.2,22.8,5.5,107,1e-05,0.00107,9031,subduction interface,1.16,1.12,7.0,22.8N 61.2E 25-70 km depth,22p8N61p2Ez9031
61.2,23.0,5.5,107,5e-06,0.000535,9031,subduction interface,0.858970004336,1.12,7.0,23N 61.2E 25-70 km depth,23N61p2Ez9031
61.2,23.2,5.5,107,3e-06,0.000321,9031,subduction interface,0.63712125472,1.12,7.0,23.2N 61.2E 25-70 km depth,23p2N61p2Ez9031
61.2,23.4,5.5,107,3e-06,0.000321,9031,subduction interface,0.63712125472,1.12,7.0,23.4N 61.2E 25-70 km depth,23p4N61p2Ez9031
61.2,23.6,5.5,107,7e-06,0.000749,9031,subduction interface,1.00509804001,1.12,7.0,23.6N 61.2E 25-70 km depth,23p6N61p2Ez9031
61.2,23.8,5.5,107,1.7e-05,0.001819,95,subduction interface,0.400448921378,0.94,7.6,23.8N 61.2E 25-70 km depth,23p8N61p2Ez95
61.2,24.0,5.5,107,3.6e-05,0.003852,95,subduction interface,0.726302500767,0.94,7.6,24N 61.2E 25-70 km depth,24N61p2Ez95
61.2,24.2,5.5,107,6.5e-05,0.006955,95,subduction interface,0.982913356643,0.94,7.6,24.2N 61.2E 25-70 km depth,24p2N61p2Ez95
61.2,24.4,5.5,107,0.000105,0.011235,95,subduction interface,1.19118929907,0.94,7.6,24.4N 61.2E 25-70 km depth,24p4N61p2Ez95
61.2,24.6,5.5,107,0.000151,0.016157,95,subduction interface,1.34897694729,0.94,7.6,24.6N 61.2E 25-70 km depth,24p6N61p2Ez95
61.2,24.8,5.5,107,0.000192,0.020544,95,subduction interface,1.4533012287,0.94,7.6,24.8N 61.2E 25-70 km depth,24p8N61p2Ez95
61.2,25.0,5.5,107,0.000222,0.023754,95,subduction interface,1.51635297445,0.94,7.6,25N 61.2E 25-70 km depth,25N61p2Ez95
61.2,25.2,5.5,107,0.000239,0.025573,95,subduction interface,1.54839790095,0.94,7.6,25.2N 61.2E 25-70 km depth,25p2N61p2Ez95
61.2,25.4,5.5,107,0.000247,0.026429,95,subduction interface,1.56269695326,0.94,7.6,25.4N 61.2E 25-70 km depth,25p4N61p2Ez95
