longitude,latitude,mmin,duration,lambda,nu,distance,zoneid,in zoneid,tectonic subregion,a,b,mmax,name,id,logN_5.0-6.0,logN_6.0-7.0,logN_7.0-8.0
74.0,37.0,5.5,95,6e-05,0.0057,0.0,935.0,935.0,subduction intraslab,1.6631512503836445,1.07,7.2,37N 74E 70-180 km depth,37N74Ez935p0,-4.26,-4.77,-5.9
75.0,35.0,5.5,95,1.0526315789473685e-06,0.0001,0.0,935.0,935.0,subduction intraslab,-0.09272360528884693,1.07,7.2,35N 75E 70-180 km depth,35N75Ez935p0,,,
75.0,36.0,5.5,95,1.4736842105263159e-05,0.0014,0.0,935.0,935.0,subduction intraslab,1.0534044303893912,1.07,7.2,36N 75E 70-180 km depth,36N75Ez935p0,-4.99,-5.41,-6.87
75.0,37.0,5.5,95,4.1052631578947364e-05,0.0039,0.0,935.0,935.0,subduction intraslab,1.4983410017376517,1.07,7.2,37N 75E 70-180 km depth,37N75Ez935p0,-4.44,-4.94,-6.1
76.0,35.0,5.5,95,5.263157894736842e-06,0.0005,0.0,935.0,935.0,subduction intraslab,0.6062463990471718,1.07,7.2,35N 76E 70-180 km depth,35N76Ez935p0,-6.1,-5.94,
76.0,36.0,5.5,95,4.6315789473684214e-05,0.0044,0.0,935.0,935.0,subduction intraslab,1.55072907119734,1.07,7.2,36N 76E 70-180 km depth,36N76Ez935p0,-4.38,-4.88,-6.04
76.0,37.0,5.5,95,3.6842105263157895e-05,0.0035,0.0,935.0,935.0,subduction intraslab,1.4513444390614287,1.07,7.2,37N 76E 70-180 km depth,37N76Ez935p0,-4.49,-4.98,-6.17
77.0,35.0,5.5,95,4.210526315789474e-05,0.004,0.0,935.0,935.0,subduction intraslab,1.5093363860391156,1.07,7.2,35N 77E 70-180 km depth,35N77Ez935p0,-4.42,-4.92,-6.09
77.0,36.0,5.5,95,0.00010105263157894737,0.0096,0.0,935.0,935.0,subduction intraslab,1.8895476277507215,1.07,7.2,36N 77E 70-180 km depth,36N77Ez935p0,-4.02,-4.54,-5.64
77.0,37.0,5.5,95,5.052631578947368e-05,0.0048,0.0,935.0,935.0,subduction intraslab,1.5885176320867398,1.07,7.2,37N 77E 70-180 km depth,37N77Ez935p0,-4.34,-4.84,-5.99
78.0,34.0,5.5,95,9.473684210526315e-06,0.0009,0.0,935.0,935.0,subduction intraslab,0.8615189041504774,1.07,7.2,34N 78E 70-180 km depth,34N78Ez935p0,-5.3,-5.62,-8.53
78.0,35.0,5.5,95,6.842105263157895e-05,0.0065,0.0,935.0,935.0,subduction intraslab,1.7201897513540088,1.07,7.2,35N 78E 70-180 km depth,35N78Ez935p0,-4.19,-4.71,-5.83
78.0,36.0,5.5,95,4.7368421052631574e-05,0.0045,0.0,935.0,935.0,subduction intraslab,1.5604889084864961,1.07,7.2,36N 78E 70-180 km depth,36N78Ez935p0,-4.37,-4.87,-6.03
78.0,37.0,5.5,95,1.1578947368421053e-05,0.0011,0.0,935.0,935.0,subduction intraslab,0.9486690798693775,1.07,7.2,37N 78E 70-180 km depth,37N78Ez935p0,-5.15,-5.52,-7.26
79.0,34.0,5.5,95,3.157894736842105e-06,0.0003,0.0,935.0,935.0,subduction intraslab,0.38439764943081567,1.07,7.2,34N 79E 70-180 km depth,34N79Ez935p0,,-6.27,
79.0,35.0,5.5,95,1.6842105263157896e-05,0.0016,0.0,935.0,935.0,subduction intraslab,1.111396377367078,1.07,7.2,35N 79E 70-180 km depth,35N79Ez935p0,-4.91,-5.34,-6.73
79.0,36.0,5.5,95,5.263157894736842e-06,0.0005,0.0,935.0,935.0,subduction intraslab,0.6062463990471718,1.07,7.2,36N 79E 70-180 km depth,36N79Ez935p0,-6.1,-5.94,
80.0,35.0,5.5,95,1.0526315789473685e-06,0.0001,0.0,935.0,935.0,subduction intraslab,-0.09272360528884693,1.07,7.2,35N 80E 70-180 km depth,35N80Ez935p0,,,
81.0,35.0,5.5,95,1.0526315789473685e-06,0.0001,0.0,935.0,935.0,subduction intraslab,-0.09272360528884693,1.07,7.2,35N 81E 70-180 km depth,35N81Ez935p0,,,
60.0,26.0,5.5,95,1.0526315789473685e-06,0.0001,1308.0833291908218,935.0,,subduction intraslab,-0.09272360528884693,1.07,7.2,26N 60E 70-180 km depth,26N60Ez935p0,,,
60.0,27.0,5.5,95,3.473684210526316e-05,0.0033,1233.8443414759806,935.0,,subduction intraslab,1.4257903345890401,1.07,7.2,27N 60E 70-180 km depth,27N60Ez935p0,-4.52,-5.01,-6.2
61.0,26.0,5.5,95,1.1578947368421053e-05,0.0011,1242.733235983505,935.0,,subduction intraslab,0.9486690798693775,1.07,7.2,26N 61E 70-180 km depth,26N61Ez935p0,-5.15,-5.52,-7.26
61.0,27.0,5.5,95,3.0526315789473684e-05,0.0029,1164.6165074074163,935.0,,subduction intraslab,1.3696743926101087,1.07,7.2,27N 61E 70-180 km depth,27N61Ez935p0,-4.58,-5.07,-6.28
62.0,26.0,5.5,95,7.578947368421052e-05,0.0072,1179.1251613973438,935.0,,subduction intraslab,1.7646088911424211,1.07,7.2,26N 62E 70-180 km depth,26N62Ez935p0,-4.15,-4.66,-5.78
62.0,27.0,5.5,95,0.00014421052631578948,0.0137,1098.563083172745,935.0,,subduction intraslab,2.0439969618675597,1.07,7.2,27N 62E 70-180 km depth,27N62Ez935p0,-3.85,-4.38,-5.48
62.0,28.0,5.5,95,3.6842105263157895e-05,0.0035,1021.013042849466,935.0,,subduction intraslab,1.4513444390614287,1.07,7.2,28N 62E 70-180 km depth,28N62Ez935p0,-4.49,-4.98,-6.17
63.0,27.0,5.5,95,7.263157894736842e-05,0.0069,1034.5469791673331,935.0,,subduction intraslab,1.7461254854484078,1.07,7.2,27N 63E 70-180 km depth,27N63Ez935p0,-4.17,-4.68,-5.8
63.0,28.0,5.5,95,2.842105263157895e-05,0.0027,954.118864291313,935.0,,subduction intraslab,1.33864015887014,1.07,7.2,28N 63E 70-180 km depth,28N63Ez935p0,-4.62,-5.1,-6.32
63.0,29.0,5.5,95,5.263157894736842e-06,0.0005,877.5165206997056,935.0,,subduction intraslab,0.6062463990471718,1.07,7.2,29N 63E 70-180 km depth,29N63Ez935p0,-6.1,-5.94,
64.0,27.0,5.5,95,3.157894736842105e-06,0.0003,969.6588365488421,935.0,,subduction intraslab,0.38439764943081567,1.07,7.2,27N 64E 70-180 km depth,27N64Ez935p0,,-6.27,
64.0,28.0,5.5,95,2.105263157894737e-06,0.0002,889.7261602242502,935.0,,subduction intraslab,0.20830639037513432,1.07,7.2,28N 64E 70-180 km depth,28N64Ez935p0,,-6.63,
64.0,29.0,5.5,95,1.368421052631579e-05,0.0013,809.553928290633,935.0,,subduction intraslab,1.02121974701799,1.07,7.2,29N 64E 70-180 km depth,29N64Ez935p0,-5.04,-5.44,-6.97
65.0,29.0,5.5,95,3.157894736842105e-06,0.0003,744.7908185503954,935.0,,subduction intraslab,0.38439764943081567,1.07,7.2,29N 65E 70-180 km depth,29N65Ez935p0,,-6.27,
65.0,30.0,5.5,95,1.0526315789473684e-05,0.001,665.0586271345989,935.0,,subduction intraslab,0.9072763947111531,1.07,7.2,30N 65E 70-180 km depth,30N65Ez935p0,-5.22,-5.57,-7.54
70.0,34.0,5.5,95,9.473684210526315e-06,0.0009,22.91329363361909,935.0,,subduction intraslab,0.8615189041504774,1.07,7.2,34N 70E 70-180 km depth,34N70Ez935p0,-5.3,-5.62,-8.53
81.0,33.0,5.5,95,3.157894736842105e-06,0.0003,75.91821427432384,935.0,,subduction intraslab,0.38439764943081567,1.07,7.2,33N 81E 70-180 km depth,33N81Ez935p0,,-6.27,
81.0,34.0,5.5,95,1.1578947368421053e-05,0.0011,26.597551091973354,935.0,,subduction intraslab,0.9486690798693775,1.07,7.2,34N 81E 70-180 km depth,34N81Ez935p0,-5.15,-5.52,-7.26
82.0,33.0,5.5,95,1.263157894736842e-05,0.0012,158.95778246965224,935.0,,subduction intraslab,0.9864576407587773,1.07,7.2,33N 82E 70-180 km depth,33N82Ez935p0,-5.09,-5.48,-7.09
82.0,34.0,5.5,95,4.9473684210526315e-05,0.0047,108.7234913525488,935.0,,subduction intraslab,1.5793742526468701,1.07,7.2,34N 82E 70-180 km depth,34N82Ez935p0,-4.35,-4.85,-6.0
82.0,35.0,5.5,95,6.31578947368421e-06,0.0006,58.42949789838871,935.0,,subduction intraslab,0.6854276450947969,1.07,7.2,35N 82E 70-180 km depth,35N82Ez935p0,-5.73,-5.83,
83.0,34.0,5.5,95,1.894736842105263e-05,0.0018,190.33624129785946,935.0,,subduction intraslab,1.1625488998144586,1.07,7.2,34N 83E 70-180 km depth,34N83Ez935p0,-4.84,-5.29,-6.62
83.0,35.0,5.5,95,2.105263157894737e-06,0.0002,139.11388771244953,935.0,,subduction intraslab,0.20830639037513432,1.07,7.2,35N 83E 70-180 km depth,35N83Ez935p0,,-6.63,
84.0,34.0,5.5,95,1.0526315789473685e-06,0.0001,271.42602653789663,935.0,,subduction intraslab,-0.09272360528884693,1.07,7.2,34N 84E 70-180 km depth,34N84Ez935p0,,,
72.0,38.0,5.5,95,0.00044210526315789476,0.042,0.0,154.0,154.0,subduction intraslab,3.6855256851090528,1.28,7.3,38N 72E 70-180 km depth,38N72Ez154p0,-3.35,-3.99,-5.28
73.0,38.0,5.5,95,0.0005536842105263158,0.0526,0.0,154.0,154.0,subduction intraslab,3.7832621388648913,1.28,7.3,38N 73E 70-180 km depth,38N73Ez154p0,-3.26,-3.9,-5.18
73.0,39.0,5.5,95,0.00029473684210526316,0.028,0.0,154.0,154.0,subduction intraslab,3.5094344260533714,1.28,7.3,39N 73E 70-180 km depth,39N73Ez154p0,-3.53,-4.17,-5.45
74.0,38.0,5.5,95,0.0002778947368421053,0.0264,0.0,154.0,154.0,subduction intraslab,3.4838803215809833,1.28,7.3,38N 74E 70-180 km depth,38N74Ez154p0,-3.56,-4.2,-5.48
75.0,38.0,5.5,95,8.526315789473684e-05,0.0081,0.0,154.0,154.0,subduction intraslab,2.970761413589802,1.28,7.3,38N 75E 70-180 km depth,38N75Ez154p0,-4.07,-4.71,-5.99
76.0,38.0,5.5,95,1.5789473684210526e-05,0.0015,0.0,154.0,154.0,subduction intraslab,2.2383676537668338,1.28,7.3,38N 76E 70-180 km depth,38N76Ez154p0,-4.81,-5.44,-6.74
71.0,39.0,5.5,95,1.1578947368421053e-05,0.0011,89.61278426368783,154.0,,subduction intraslab,2.103669079869377,1.28,7.3,39N 71E 70-180 km depth,39N71Ez154p0,-4.95,-5.58,-6.88
72.0,39.0,5.5,95,0.00011789473684210527,0.0112,40.86994646249152,154.0,,subduction intraslab,3.111494417381334,1.28,7.3,39N 72E 70-180 km depth,39N72Ez154p0,-3.93,-4.57,-5.85
74.0,39.0,5.5,95,0.00018736842105263158,0.0178,2.203375876658974,154.0,,subduction intraslab,3.312696397020046,1.28,7.3,39N 74E 70-180 km depth,39N74Ez154p0,-3.73,-4.37,-5.65
75.0,39.0,5.5,95,3.789473684210526e-05,0.0036,6.147310841716767,154.0,,subduction intraslab,2.6185788954784393,1.28,7.3,39N 75E 70-180 km depth,39N75Ez154p0,-4.43,-5.06,-6.35
75.0,40.0,5.5,95,2.105263157894737e-06,0.0002,117.15712633823196,154.0,,subduction intraslab,1.3633063903751337,1.28,7.3,40N 75E 70-180 km depth,40N75Ez154p0,-5.77,-6.34,-7.78
76.0,39.0,5.5,95,3.157894736842105e-06,0.0003,11.037147251979023,154.0,,subduction intraslab,1.539397649430815,1.28,7.3,39N 76E 70-180 km depth,39N76Ez154p0,-5.56,-6.15,-7.53
77.0,38.0,5.5,95,2.105263157894737e-06,0.0002,26.513234155728206,154.0,,subduction intraslab,1.3633063903751337,1.28,7.3,38N 77E 70-180 km depth,38N77Ez154p0,-5.77,-6.34,-7.78
77.0,34.0,5.5,95,3.157894736842105e-06,0.0003,0.0,936.0,936.0,subduction intraslab,1.3193976494308153,1.24,6.7,34N 77E 70-180 km depth,34N77Ez936p0,-5.6,-6.17,
88.0,28.0,5.5,95,1.0526315789473684e-05,0.001,0.0,936.0,936.0,subduction intraslab,1.8422763947111527,1.24,6.7,28N 88E 70-180 km depth,28N88Ez936p0,-5.0,-5.61,-7.22
88.0,29.0,5.5,95,2.6315789473684212e-05,0.0025,0.0,936.0,936.0,subduction intraslab,2.24021640338319,1.24,6.7,29N 88E 70-180 km depth,29N88Ez936p0,-4.59,-5.21,-6.56
89.0,27.0,5.5,95,1.0526315789473685e-06,0.0001,0.0,936.0,936.0,subduction intraslab,0.8422763947111527,1.24,6.7,27N 89E 70-180 km depth,27N89Ez936p0,-6.38,-6.78,
89.0,28.0,5.5,95,7.578947368421052e-05,0.0072,0.0,936.0,936.0,subduction intraslab,2.6996088911424208,1.24,6.7,28N 89E 70-180 km depth,28N89Ez936p0,-4.12,-4.74,-6.02
89.0,29.0,5.5,95,0.00018842105263157895,0.0179,0.0,936.0,936.0,subduction intraslab,3.0951294256910455,1.24,6.7,29N 89E 70-180 km depth,29N89Ez936p0,-3.73,-4.35,-5.6
90.0,27.0,5.5,95,1.0526315789473685e-06,0.0001,0.0,936.0,936.0,subduction intraslab,0.8422763947111527,1.24,6.7,27N 90E 70-180 km depth,27N90Ez936p0,-6.38,-6.78,
90.0,28.0,5.5,95,4e-05,0.0038,0.0,936.0,936.0,subduction intraslab,2.422059991327963,1.24,6.7,28N 90E 70-180 km depth,28N90Ez936p0,-4.4,-5.02,-6.33
90.0,29.0,5.5,95,0.00010421052631578949,0.0099,0.0,936.0,936.0,subduction intraslab,2.8379115893087024,1.24,6.7,29N 90E 70-180 km depth,29N90Ez936p0,-3.98,-4.6,-5.87
91.0,27.0,5.5,95,1.5789473684210526e-05,0.0015,0.0,936.0,936.0,subduction intraslab,2.018367653766834,1.24,6.7,27N 91E 70-180 km depth,27N91Ez936p0,-4.82,-5.43,-6.88
91.0,28.0,5.5,95,4.210526315789474e-06,0.0004,0.0,936.0,936.0,subduction intraslab,1.4443363860391152,1.24,6.7,28N 91E 70-180 km depth,28N91Ez936p0,-5.45,-6.03,
91.0,29.0,5.5,95,4.210526315789474e-06,0.0004,0.0,936.0,936.0,subduction intraslab,1.4443363860391152,1.24,6.7,29N 91E 70-180 km depth,29N91Ez936p0,-5.45,-6.03,
92.0,27.0,5.5,95,8e-05,0.0076,0.0,936.0,936.0,subduction intraslab,2.723089986991944,1.24,6.7,27N 92E 70-180 km depth,27N92Ez936p0,-4.1,-4.72,-5.99
92.0,28.0,5.5,95,1.0526315789473684e-05,0.001,0.0,936.0,936.0,subduction intraslab,1.8422763947111527,1.24,6.7,28N 92E 70-180 km depth,28N92Ez936p0,-5.0,-5.61,-7.22
93.0,27.0,5.5,95,3.8947368421052636e-05,0.0037,0.0,936.0,936.0,subduction intraslab,2.4104781187781477,1.24,6.7,27N 93E 70-180 km depth,27N93Ez936p0,-4.42,-5.03,-6.34
93.0,28.0,5.5,95,3.157894736842105e-06,0.0003,0.0,936.0,936.0,subduction intraslab,1.3193976494308153,1.24,6.7,28N 93E 70-180 km depth,28N93Ez936p0,-5.6,-6.17,
94.0,27.0,5.5,95,4.210526315789474e-06,0.0004,0.0,936.0,936.0,subduction intraslab,1.4443363860391152,1.24,6.7,27N 94E 70-180 km depth,27N94Ez936p0,-5.45,-6.03,
95.0,28.0,5.5,95,1.4736842105263159e-05,0.0014,0.0,936.0,936.0,subduction intraslab,1.9884044303893909,1.24,6.7,28N 95E 70-180 km depth,28N95Ez936p0,-4.85,-5.46,-6.93
95.0,29.0,5.5,95,2.105263157894737e-06,0.0002,0.0,936.0,936.0,subduction intraslab,1.143306390375134,1.24,6.7,29N 95E 70-180 km depth,29N95Ez936p0,-5.83,-6.38,
96.0,28.0,5.5,95,5.368421052631579e-05,0.0051,0.0,936.0,936.0,subduction intraslab,2.5498465708090885,1.24,6.7,28N 96E 70-180 km depth,28N96Ez936p0,-4.28,-4.89,-6.18
96.0,29.0,5.5,95,9.473684210526315e-06,0.0009,0.0,936.0,936.0,subduction intraslab,1.796518904150477,1.24,6.7,29N 96E 70-180 km depth,29N96Ez936p0,-5.05,-5.66,-7.34
97.0,28.0,5.5,95,1.4736842105263159e-05,0.0014,0.0,936.0,936.0,subduction intraslab,1.9884044303893909,1.24,6.7,28N 97E 70-180 km depth,28N97Ez936p0,-4.85,-5.46,-6.93
97.0,29.0,5.5,95,2.105263157894737e-06,0.0002,0.0,936.0,936.0,subduction intraslab,1.143306390375134,1.24,6.7,29N 97E 70-180 km depth,29N97Ez936p0,-5.83,-6.38,
62.0,25.0,5.5,95,2.105263157894737e-06,0.0002,1250.9731895029563,936.0,,subduction intraslab,1.143306390375134,1.24,6.7,25N 62E 70-180 km depth,25N62Ez936p0,-5.83,-6.38,
63.0,23.0,5.5,95,3.157894736842105e-06,0.0003,1334.3722249531863,936.0,,subduction intraslab,1.3193976494308153,1.24,6.7,23N 63E 70-180 km depth,23N63Ez936p0,-5.6,-6.17,
63.0,24.0,5.5,95,4.210526315789474e-06,0.0004,1255.632878794346,936.0,,subduction intraslab,1.4443363860391152,1.24,6.7,24N 63E 70-180 km depth,24N63Ez936p0,-5.45,-6.03,
63.0,25.0,5.5,95,1.0526315789473685e-06,0.0001,1181.1577555202934,936.0,,subduction intraslab,0.8422763947111527,1.24,6.7,25N 63E 70-180 km depth,25N63Ez936p0,-6.38,-6.78,
63.0,26.0,5.5,95,3.6842105263157895e-05,0.0035,1111.9082303562318,936.0,,subduction intraslab,2.3863444390614283,1.24,6.7,26N 63E 70-180 km depth,26N63Ez936p0,-4.44,-5.06,-6.37
64.0,22.0,5.5,95,1.0526315789473685e-06,0.0001,1361.093370398173,936.0,,subduction intraslab,0.8422763947111527,1.24,6.7,22N 64E 70-180 km depth,22N64Ez936p0,-6.38,-6.78,
64.0,23.0,5.5,95,2.6315789473684212e-05,0.0025,1275.2334143411415,936.0,,subduction intraslab,2.24021640338319,1.24,6.7,23N 64E 70-180 km depth,23N64Ez936p0,-4.59,-5.21,-6.56
64.0,24.0,5.5,95,3.6842105263157895e-05,0.0035,1192.5814226990678,936.0,,subduction intraslab,2.3863444390614283,1.24,6.7,24N 64E 70-180 km depth,24N64Ez936p0,-4.44,-5.06,-6.37
64.0,25.0,5.5,95,2.105263157894737e-06,0.0002,1113.9665194627396,936.0,,subduction intraslab,1.143306390375134,1.24,6.7,25N 64E 70-180 km depth,25N64Ez936p0,-5.83,-6.38,
64.0,26.0,5.5,95,1.0526315789473685e-06,0.0001,1040.4146842330883,936.0,,subduction intraslab,0.8422763947111527,1.24,6.7,26N 64E 70-180 km depth,26N64Ez936p0,-6.38,-6.78,
65.0,23.0,5.5,95,1.4736842105263159e-05,0.0014,1219.804313346943,936.0,,subduction intraslab,1.9884044303893909,1.24,6.7,23N 65E 70-180 km depth,23N65Ez936p0,-4.85,-5.46,-6.93
65.0,24.0,5.5,95,2.105263157894737e-05,0.002,1133.0769737074213,936.0,,subduction intraslab,2.143306390375134,1.24,6.7,24N 65E 70-180 km depth,24N65Ez936p0,-4.69,-5.3,-6.69
65.0,25.0,5.5,95,1.0526315789473685e-06,0.0001,1050.0573824988958,936.0,,subduction intraslab,0.8422763947111527,1.24,6.7,25N 65E 70-180 km depth,25N65Ez936p0,-6.38,-6.78,
66.0,24.0,5.5,95,1.0526315789473685e-06,0.0001,1077.85245526131,936.0,,subduction intraslab,0.8422763947111527,1.24,6.7,24N 66E 70-180 km depth,24N66Ez936p0,-6.38,-6.78,
83.0,33.0,5.5,95,5.263157894736842e-06,0.0005,226.1967152773049,936.0,,subduction intraslab,1.5412463990471714,1.24,6.7,33N 83E 70-180 km depth,33N83Ez936p0,-5.33,-5.93,
88.0,24.0,5.5,95,4.210526315789474e-06,0.0004,252.84460396828348,936.0,,subduction intraslab,1.4443363860391152,1.24,6.7,24N 88E 70-180 km depth,24N88Ez936p0,-5.45,-6.03,
88.0,25.0,5.5,95,2.105263157894737e-06,0.0002,142.8530176606843,936.0,,subduction intraslab,1.143306390375134,1.24,6.7,25N 88E 70-180 km depth,25N88Ez936p0,-5.83,-6.38,
88.0,30.0,5.5,95,4.210526315789474e-06,0.0004,45.42470398437754,936.0,,subduction intraslab,1.4443363860391152,1.24,6.7,30N 88E 70-180 km depth,30N88Ez936p0,-5.45,-6.03,
89.0,24.0,5.5,95,6.947368421052632e-05,0.0066,243.19428559531795,936.0,,subduction intraslab,2.661820330253021,1.24,6.7,24N 89E 70-180 km depth,24N89Ez936p0,-4.16,-4.78,-6.06
89.0,25.0,5.5,95,2.9473684210526317e-05,0.0028,133.27229004614463,936.0,,subduction intraslab,2.289434426053372,1.24,6.7,25N 89E 70-180 km depth,25N89Ez936p0,-4.54,-5.16,-6.49
89.0,30.0,5.5,95,4.9473684210526315e-05,0.0047,54.32489697712537,936.0,,subduction intraslab,2.5143742526468698,1.24,6.7,30N 89E 70-180 km depth,30N89Ez936p0,-4.31,-4.93,-6.22
