longitude,latitude,mmin,duration,lambda,nu,zoneid,tectonic subregion,a,b,mmax,name,id
60.0,26.4,4.5,45,2e-06,9e-05,935,subduction intraslab Himalayas,-0.883970004336,1.07,7.2,26.4N 60E 70-180 km depth,26p4N60Ez935
60.0,26.6,4.5,45,1.1e-05,0.000495,935,subduction intraslab Himalayas,-0.143607314842,1.07,7.2,26.6N 60E 70-180 km depth,26p6N60Ez935
60.0,26.8,4.5,45,4.1e-05,0.001845,935,subduction intraslab Himalayas,0.42778385672,1.07,7.2,26.8N 60E 70-180 km depth,26p8N60Ez935
60.0,27.0,4.5,45,0.000118,0.00531,935,subduction intraslab Himalayas,0.886882007306,1.07,7.2,27N 60E 70-180 km depth,27N60Ez935
60.0,27.2,4.5,45,0.000267,0.012015,153,subduction intraslab Himalayas,1.37651126136,1.1,7.9,27.2N 60E 70-180 km depth,27p2N60Ez153
60.2,26.4,4.5,45,2e-06,9e-05,935,subduction intraslab Himalayas,-0.883970004336,1.07,7.2,26.4N 60.2E 70-180 km depth,26p4N60p2Ez935
60.2,26.6,4.5,45,1e-05,0.00045,935,subduction intraslab Himalayas,-0.185,1.07,7.2,26.6N 60.2E 70-180 km depth,26p6N60p2Ez935
60.2,26.8,4.5,45,3.7e-05,0.001665,935,subduction intraslab Himalayas,0.383201724067,1.07,7.2,26.8N 60.2E 70-180 km depth,26p8N60p2Ez935
60.2,27.0,4.5,45,0.000105,0.004725,935,subduction intraslab Himalayas,0.83618929907,1.07,7.2,27N 60.2E 70-180 km depth,27N60p2Ez935
60.2,27.2,4.5,45,0.000237,0.010665,935,subduction intraslab Himalayas,1.18974834601,1.07,7.2,27.2N 60.2E 70-180 km depth,27p2N60p2Ez935
60.4,26.4,4.5,45,2e-06,9e-05,935,subduction intraslab Himalayas,-0.883970004336,1.07,7.2,26.4N 60.4E 70-180 km depth,26p4N60p4Ez935
60.4,26.6,4.5,45,8e-06,0.00036,935,subduction intraslab Himalayas,-0.281910013008,1.07,7.2,26.6N 60.4E 70-180 km depth,26p6N60p4Ez935
60.4,26.8,4.5,45,2.7e-05,0.001215,935,subduction intraslab Himalayas,0.246363764159,1.07,7.2,26.8N 60.4E 70-180 km depth,26p8N60p4Ez935
60.4,27.0,4.5,45,7.9e-05,0.003555,935,subduction intraslab Himalayas,0.71262709129,1.07,7.2,27N 60.4E 70-180 km depth,27N60p4Ez935
60.4,27.2,4.5,45,0.000178,0.00801,935,subduction intraslab Himalayas,1.06542000231,1.07,7.2,27.2N 60.4E 70-180 km depth,27p2N60p4Ez935
60.4,27.4,4.5,45,0.00032,0.0144,935,subduction intraslab Himalayas,1.32014997832,1.07,7.2,27.4N 60.4E 70-180 km depth,27p4N60p4Ez935
60.6,26.6,4.5,45,5e-06,0.000225,935,subduction intraslab Himalayas,-0.486029995664,1.07,7.2,26.6N 60.6E 70-180 km depth,26p6N60p6Ez935
60.6,26.8,4.5,45,1.7e-05,0.000765,935,subduction intraslab Himalayas,0.0454489213783,1.07,7.2,26.8N 60.6E 70-180 km depth,26p8N60p6Ez935
60.6,27.0,4.5,45,4.9e-05,0.002205,935,subduction intraslab Himalayas,0.505196080029,1.07,7.2,27N 60.6E 70-180 km depth,27N60p6Ez935
60.6,27.2,4.5,45,0.000112,0.00504,935,subduction intraslab Himalayas,0.86421802267,1.07,7.2,27.2N 60.6E 70-180 km depth,27p2N60p6Ez935
60.6,27.4,4.5,45,0.000202,0.00909,935,subduction intraslab Himalayas,1.12035136945,1.07,7.2,27.4N 60.6E 70-180 km depth,27p4N60p6Ez935
60.6,27.6,4.5,45,0.000287,0.012915,153,subduction intraslab Himalayas,1.40788189673,1.1,7.9,27.6N 60.6E 70-180 km depth,27p6N60p6Ez153
60.8,26.6,4.5,45,2e-06,9e-05,935,subduction intraslab Himalayas,-0.883970004336,1.07,7.2,26.6N 60.8E 70-180 km depth,26p6N60p8Ez935
60.8,26.8,4.5,45,9e-06,0.000405,935,subduction intraslab Himalayas,-0.230757490561,1.07,7.2,26.8N 60.8E 70-180 km depth,26p8N60p8Ez935
60.8,27.0,4.5,45,2.6e-05,0.00117,935,subduction intraslab Himalayas,0.229973347971,1.07,7.2,27N 60.8E 70-180 km depth,27N60p8Ez935
60.8,27.2,4.5,45,6e-05,0.0027,935,subduction intraslab Himalayas,0.593151250384,1.07,7.2,27.2N 60.8E 70-180 km depth,27p2N60p8Ez935
60.8,27.4,4.5,45,0.000107,0.004815,935,subduction intraslab Himalayas,0.844383777685,1.07,7.2,27.4N 60.8E 70-180 km depth,27p4N60p8Ez935
60.8,27.6,4.5,45,0.000152,0.00684,935,subduction intraslab Himalayas,0.996843587945,1.07,7.2,27.6N 60.8E 70-180 km depth,27p6N60p8Ez935
60.8,27.8,4.5,45,0.000171,0.007695,153,subduction intraslab Himalayas,1.18299611039,1.1,7.9,27.8N 60.8E 70-180 km depth,27p8N60p8Ez153
61.0,26.8,4.5,45,4e-06,0.00018,935,subduction intraslab Himalayas,-0.582940008672,1.07,7.2,26.8N 61E 70-180 km depth,26p8N61Ez935
61.0,27.0,4.5,45,1.3e-05,0.000585,935,subduction intraslab Himalayas,-0.0710566476932,1.07,7.2,27N 61E 70-180 km depth,27N61Ez935
61.0,27.2,4.5,45,2.8e-05,0.00126,935,subduction intraslab Himalayas,0.262158031342,1.07,7.2,27.2N 61E 70-180 km depth,27p2N61Ez935
61.0,27.4,4.5,45,5.1e-05,0.002295,935,subduction intraslab Himalayas,0.522570176098,1.07,7.2,27.4N 61E 70-180 km depth,27p4N61Ez935
61.0,27.6,4.5,45,7.3e-05,0.003285,935,subduction intraslab Himalayas,0.67832286012,1.07,7.2,27.6N 61E 70-180 km depth,27p6N61Ez935
61.0,27.8,4.5,45,8.2e-05,0.00369,935,subduction intraslab Himalayas,0.728813852384,1.07,7.2,27.8N 61E 70-180 km depth,27p8N61Ez935
61.2,26.8,4.5,45,3e-06,0.000135,935,subduction intraslab Himalayas,-0.70787874528,1.07,7.2,26.8N 61.2E 70-180 km depth,26p8N61p2Ez935
61.2,27.0,4.5,45,8e-06,0.00036,935,subduction intraslab Himalayas,-0.281910013008,1.07,7.2,27N 61.2E 70-180 km depth,27N61p2Ez935
61.2,27.2,4.5,45,1.9e-05,0.000855,935,subduction intraslab Himalayas,0.0937536009528,1.07,7.2,27.2N 61.2E 70-180 km depth,27p2N61p2Ez935
61.2,27.4,4.5,45,3.4e-05,0.00153,935,subduction intraslab Himalayas,0.346478917042,1.07,7.2,27.4N 61.2E 70-180 km depth,27p4N61p2Ez935
61.2,27.6,4.5,45,4.8e-05,0.00216,935,subduction intraslab Himalayas,0.496241237376,1.07,7.2,27.6N 61.2E 70-180 km depth,27p6N61p2Ez935
61.2,27.8,4.5,45,5.4e-05,0.00243,935,subduction intraslab Himalayas,0.547393759823,1.07,7.2,27.8N 61.2E 70-180 km depth,27p8N61p2Ez935
61.4,26.8,4.5,45,4e-06,0.00018,935,subduction intraslab Himalayas,-0.582940008672,1.07,7.2,26.8N 61.4E 70-180 km depth,26p8N61p4Ez935
61.4,27.0,4.5,45,1.3e-05,0.000585,935,subduction intraslab Himalayas,-0.0710566476932,1.07,7.2,27N 61.4E 70-180 km depth,27N61p4Ez935
61.4,27.2,4.5,45,2.8e-05,0.00126,935,subduction intraslab Himalayas,0.262158031342,1.07,7.2,27.2N 61.4E 70-180 km depth,27p2N61p4Ez935
61.4,27.4,4.5,45,5.1e-05,0.002295,935,subduction intraslab Himalayas,0.522570176098,1.07,7.2,27.4N 61.4E 70-180 km depth,27p4N61p4Ez935
61.4,27.6,4.5,45,7.3e-05,0.003285,935,subduction intraslab Himalayas,0.67832286012,1.07,7.2,27.6N 61.4E 70-180 km depth,27p6N61p4Ez935
61.4,27.8,4.5,45,8.2e-05,0.00369,935,subduction intraslab Himalayas,0.728813852384,1.07,7.2,27.8N 61.4E 70-180 km depth,27p8N61p4Ez935
61.6,26.6,4.5,45,2e-06,9e-05,935,subduction intraslab Himalayas,-0.883970004336,1.07,7.2,26.6N 61.6E 70-180 km depth,26p6N61p6Ez935
61.6,26.8,4.5,45,9e-06,0.000405,935,subduction intraslab Himalayas,-0.230757490561,1.07,7.2,26.8N 61.6E 70-180 km depth,26p8N61p6Ez935
61.6,27.0,4.5,45,2.6e-05,0.00117,935,subduction intraslab Himalayas,0.229973347971,1.07,7.2,27N 61.6E 70-180 km depth,27N61p6Ez935
61.6,27.2,4.5,45,6e-05,0.0027,935,subduction intraslab Himalayas,0.593151250384,1.07,7.2,27.2N 61.6E 70-180 km depth,27p2N61p6Ez935
61.6,27.4,4.5,45,0.000107,0.004815,935,subduction intraslab Himalayas,0.844383777685,1.07,7.2,27.4N 61.6E 70-180 km depth,27p4N61p6Ez935
61.6,27.6,4.5,45,0.000152,0.00684,935,subduction intraslab Himalayas,0.996843587945,1.07,7.2,27.6N 61.6E 70-180 km depth,27p6N61p6Ez935
61.6,27.8,4.5,45,0.000171,0.007695,935,subduction intraslab Himalayas,1.04799611039,1.07,7.2,27.8N 61.6E 70-180 km depth,27p8N61p6Ez935
61.6,28.0,4.5,45,0.000152,0.00684,935,subduction intraslab Himalayas,0.996843587945,1.07,7.2,28N 61.6E 70-180 km depth,28N61p6Ez935
61.8,26.6,4.5,45,5e-06,0.000225,935,subduction intraslab Himalayas,-0.486029995664,1.07,7.2,26.6N 61.8E 70-180 km depth,26p6N61p8Ez935
