longitude,latitude,mmin,duration,lambda,nu,zoneid,tectonic subregion,a,b,mmax,nearest,name,id
60.0,23.6,5.5,106,3.77405495859e-06,0.00040004982561,14,subduction interface,-1.46319177984,0.72,8.6,5.04857799474,23.6N 60E 0-25 km depth,23p6N60Ez14
60.0,23.8,5.5,106,3.77405495859e-06,0.00040004982561,14,subduction interface,-1.46319177984,0.72,8.6,4.75499668942,23.8N 60E 0-25 km depth,23p8N60Ez14
60.0,24.0,5.5,106,1.13221648758e-05,0.00120014947683,14,subduction interface,-0.986070525117,0.72,8.6,4.4683337739,24N 60E 0-25 km depth,24N60Ez14
60.0,24.2,5.5,106,1.88702747929e-05,0.00200024912805,14,subduction interface,-0.764221775501,0.72,8.6,4.18846624115,24.2N 60E 0-25 km depth,24p2N60Ez14
60.0,24.4,5.5,106,3.39664946273e-05,0.00360044843049,14,subduction interface,-0.508949270397,0.72,8.6,3.90442143719,24.4N 60E 0-25 km depth,24p4N60Ez14
60.0,24.6,5.5,106,4.52886595031e-05,0.00480059790732,14,subduction interface,-0.384010533789,0.72,8.6,3.61620282302,24.6N 60E 0-25 km depth,24p6N60Ez14
60.0,24.8,5.5,106,5.66108243788e-05,0.00600074738416,14,subduction interface,-0.287100520781,0.72,8.6,3.32381391047,24.8N 60E 0-25 km depth,24p8N60Ez14
60.0,25.0,5.5,106,6.4158934296e-05,0.00680084703538,14,subduction interface,-0.232742858458,0.72,8.6,3.03060908071,25N 60E 0-25 km depth,25N60Ez14
60.0,25.2,5.5,106,6.4158934296e-05,0.00680084703538,14,subduction interface,-0.232742858458,0.72,8.6,2.75196538186,25.2N 60E 0-25 km depth,25p2N60Ez14
60.0,25.4,5.5,106,6.4158934296e-05,0.00680084703538,14,subduction interface,-0.232742858458,0.72,8.6,2.46916228632,25.4N 60E 0-25 km depth,25p4N60Ez14
60.0,25.6,5.5,106,7.17070442132e-05,0.0076009466866,14,subduction interface,-0.184438178884,0.72,8.6,2.18220323995,25.6N 60E 0-25 km depth,25p6N60Ez14
60.0,25.8,5.5,106,9.43513739647e-05,0.0100012456403,14,subduction interface,-0.0652517711647,0.72,8.6,1.89109173926,25.8N 60E 0-25 km depth,25p8N60Ez14
60.0,26.0,5.5,106,0.000124543813633,0.0132016442451,14,subduction interface,0.0553221600412,0.72,8.6,1.59583133134,26N 60E 0-25 km depth,26N60Ez14
60.0,26.2,5.5,106,0.000158510308261,0.0168020926756,14,subduction interface,0.160057510561,0.72,8.6,1.31410515682,26.2N 60E 0-25 km depth,26p2N60Ez14
60.0,26.4,5.5,106,0.000184928692971,0.0196024414549,14,subduction interface,0.227004300192,0.72,8.6,1.0326331892,26.4N 60E 0-25 km depth,26p4N60Ez14
60.0,26.6,5.5,106,0.000192476802888,0.0204025411061,14,subduction interface,0.244378396261,0.72,8.6,0.747021710247,26.6N 60E 0-25 km depth,26p6N60Ez14
60.0,26.8,5.5,106,0.000173606528095,0.0184022919781,14,subduction interface,0.199566051845,0.72,8.6,0.457274200065,26.8N 60E 0-25 km depth,26p8N60Ez14
60.0,27.0,5.5,106,0.000135865978509,0.014401793722,14,subduction interface,0.0931107209306,0.72,8.6,0.16339418913,27N 60E 0-25 km depth,27N60Ez14
60.0,27.2,5.5,106,9.43513739647e-05,0.0100012456403,14,subduction interface,-0.0652517711647,0.72,8.6,9.90637052333,27.2N 60E 0-25 km depth,27p2N60Ez14
60.2,23.6,5.5,106,3.77405495859e-06,0.00040004982561,14,subduction interface,-1.46319177984,0.72,8.6,0.0,23.6N 60.2E 0-25 km depth,23p6N60p2Ez14
60.2,23.8,5.5,106,7.54810991718e-06,0.000800099651221,14,subduction interface,-1.16216178417,0.72,8.6,0.0,23.8N 60.2E 0-25 km depth,23p8N60p2Ez14
60.2,24.0,5.5,106,1.50962198344e-05,0.00160019930244,14,subduction interface,-0.861131788509,0.72,8.6,0.0,24N 60.2E 0-25 km depth,24N60p2Ez14
60.2,24.2,5.5,106,3.01924396687e-05,0.00320039860488,14,subduction interface,-0.560101792845,0.72,8.6,0.0,24.2N 60.2E 0-25 km depth,24p2N60p2Ez14
60.2,24.4,5.5,106,4.52886595031e-05,0.00480059790732,14,subduction interface,-0.384010533789,0.72,8.6,0.0,24.4N 60.2E 0-25 km depth,24p4N60p2Ez14
60.2,24.6,5.5,106,6.4158934296e-05,0.00680084703538,14,subduction interface,-0.232742858458,0.72,8.6,0.0,24.6N 60.2E 0-25 km depth,24p6N60p2Ez14
60.2,24.8,5.5,106,8.30292090889e-05,0.00880109616343,14,subduction interface,-0.120769099015,0.72,8.6,0.0,24.8N 60.2E 0-25 km depth,24p8N60p2Ez14
60.2,25.0,5.5,106,9.05773190061e-05,0.00960119581465,14,subduction interface,-0.0829805381251,0.72,8.6,0.0,25N 60.2E 0-25 km depth,25N60p2Ez14
60.2,25.2,5.5,106,9.05773190061e-05,0.00960119581465,14,subduction interface,-0.0829805381251,0.72,8.6,0.0,25.2N 60.2E 0-25 km depth,25p2N60p2Ez14
60.2,25.4,5.5,106,9.05773190061e-05,0.00960119581465,14,subduction interface,-0.0829805381251,0.72,8.6,0.0,25.4N 60.2E 0-25 km depth,25p4N60p2Ez14
60.2,25.6,5.5,106,9.81254289233e-05,0.0104012954659,14,subduction interface,-0.0482184318659,0.72,8.6,0.0,25.6N 60.2E 0-25 km depth,25p6N60p2Ez14
60.2,25.8,5.5,106,0.000120769758675,0.0128015944195,14,subduction interface,0.0419581984832,0.72,8.6,0.0,25.8N 60.2E 0-25 km depth,25p8N60p2Ez14
60.2,26.0,5.5,106,0.000162284363219,0.0172021425012,14,subduction interface,0.170276675743,0.72,8.6,0.0,26N 60.2E 0-25 km depth,26N60p2Ez14
60.2,26.2,5.5,106,0.000203798967764,0.021602690583,14,subduction interface,0.269201979986,0.72,8.6,0.0,26.2N 60.2E 0-25 km depth,26p2N60p2Ez14
60.2,26.4,5.5,106,0.000237765462391,0.0252031390135,14,subduction interface,0.336148769617,0.72,8.6,0.0,26.4N 60.2E 0-25 km depth,26p4N60p2Ez14
60.2,26.6,5.5,106,0.000245313572308,0.0260032386647,14,subduction interface,0.349721576806,0.72,8.6,0.0,26.6N 60.2E 0-25 km depth,26p6N60p2Ez14
60.2,26.8,5.5,106,0.000222669242557,0.023602939711,14,subduction interface,0.307660231805,0.72,8.6,0.0,26.8N 60.2E 0-25 km depth,26p8N60p2Ez14
60.2,27.0,5.5,106,0.000173606528095,0.0184022919781,14,subduction interface,0.199566051845,0.72,8.6,0.0,27N 60.2E 0-25 km depth,27N60p2Ez14
60.2,27.2,5.5,106,0.000120769758675,0.0128015944195,14,subduction interface,0.0419581984832,0.72,8.6,7.22692965616,27.2N 60.2E 0-25 km depth,27p2N60p2Ez14
60.4,23.6,5.5,106,3.77405495859e-06,0.00040004982561,14,subduction interface,-1.46319177984,0.72,8.6,0.0,23.6N 60.4E 0-25 km depth,23p6N60p4Ez14
60.4,23.8,5.5,106,1.13221648758e-05,0.00120014947683,14,subduction interface,-0.986070525117,0.72,8.6,0.0,23.8N 60.4E 0-25 km depth,23p8N60p4Ez14
60.4,24.0,5.5,106,2.26443297515e-05,0.00240029895366,14,subduction interface,-0.685040529453,0.72,8.6,0.0,24N 60.4E 0-25 km depth,24N60p4Ez14
60.4,24.2,5.5,106,3.77405495859e-05,0.0040004982561,14,subduction interface,-0.463191779837,0.72,8.6,0.0,24.2N 60.4E 0-25 km depth,24p2N60p4Ez14
60.4,24.4,5.5,106,6.03848793374e-05,0.00640079720977,14,subduction interface,-0.259071797181,0.72,8.6,0.0,24.4N 60.4E 0-25 km depth,24p4N60p4Ez14
60.4,24.6,5.5,106,8.68032640475e-05,0.00920114598904,14,subduction interface,-0.101463943819,0.72,8.6,0.0,24.6N 60.4E 0-25 km depth,24p6N60p4Ez14
