longitude,latitude,nu,mmin,duration,lambda,distance,zoneid,in zoneid,zmax,zmin,tectonic subregion,a,b,stdb,mmax,stdmmax,rake,dip,strike,aspect ratio,msr,source_name,id,logN_5.0-6.0,logN_6.0-7.0,logN_7.0-8.0
70,39,0.0004,5.5,97,4.1237e-06,119.03,170,,300,180,subduction intraslab Himalayas,2.0403,1.35,0.1,7,0.3,92.0,67,103,2,StrasserIntraslab,39N 70E 180-300 km depth M5.5,39N_70E_L4_M5p5,-5.4,-6.06,-7.51
71,35,0.0125,5.5,97,0.00012887,15.656,169,,300,180,subduction intraslab Himalayas,0.73014,0.84,0.04,8.6,0.3,-113.0,81,305,2,StrasserIntraslab,35N 71E 180-300 km depth M5.5,35N_71E_L4_M5p5,-4.18,-4.4,-5.24
71,36,0.2961,5.5,97,0.0030526,0,169,169,300,180,subduction intraslab Himalayas,2.1047,0.84,0.04,8.6,0.3,-113.0,81,305,2,StrasserIntraslab,36N 71E 180-300 km depth M5.5,36N_71E_L4_M5p5,-2.52,-2.94,-3.78
71,37,0.2753,5.5,97,0.0028381,0,169,169,300,180,subduction intraslab Himalayas,2.073,0.84,0.04,8.6,0.3,-113.0,81,305,2,StrasserIntraslab,37N 71E 180-300 km depth M5.5,37N_71E_L4_M5p5,-2.56,-2.97,-3.81
71,38,0.0178,5.5,97,0.00018351,37.6,170,,300,180,subduction intraslab Himalayas,3.6886,1.35,0.1,7,0.3,92.0,67,103,2,StrasserIntraslab,38N 71E 180-300 km depth M5.5,38N_71E_L4_M5p5,-3.74,-4.41,-5.76
71,39,0.0022,5.5,97,2.268e-05,51.219,170,,300,180,subduction intraslab Himalayas,2.7807,1.35,0.1,7,0.3,92.0,67,103,2,StrasserIntraslab,39N 71E 180-300 km depth M5.5,39N_71E_L4_M5p5,-4.65,-5.32,-6.69
72,35,0.003,5.5,97,3.0928e-05,42.595,169,,300,180,subduction intraslab Himalayas,0.11035,0.84,0.04,8.6,0.3,-113.0,81,305,2,StrasserIntraslab,35N 72E 180-300 km depth M5.5,35N_72E_L4_M5p5,,-5.58,-6.42
72,36,0.0775,5.5,97,0.00079897,0,169,169,300,180,subduction intraslab Himalayas,1.5225,0.84,0.04,8.6,0.3,-113.0,81,305,2,StrasserIntraslab,36N 72E 180-300 km depth M5.5,36N_72E_L4_M5p5,-3.13,-3.53,-4.37
72,37,0.0773,5.5,97,0.00079691,0,170,170,300,180,subduction intraslab Himalayas,4.3264,1.35,0.1,7,0.3,92.0,67,103,2,StrasserIntraslab,37N 72E 180-300 km depth M5.5,37N_72E_L4_M5p5,-3.1,-3.77,-5.12
72,38,0.0064,5.5,97,6.5979e-05,0,170,170,300,180,subduction intraslab Himalayas,3.2444,1.35,0.1,7,0.3,92.0,67,103,2,StrasserIntraslab,38N 72E 180-300 km depth M5.5,38N_72E_L4_M5p5,-4.18,-4.86,-6.21
72,39,0.0047,5.5,97,4.8454e-05,34.124,170,,300,180,subduction intraslab Himalayas,3.1103,1.35,0.1,7,0.3,92.0,67,103,2,StrasserIntraslab,39N 72E 180-300 km depth M5.5,39N_72E_L4_M5p5,-4.32,-4.99,-6.35
73,35,0.0001,5.5,97,1.0309e-06,90.588,169,,300,180,subduction intraslab Himalayas,-1.3668,0.84,0.04,8.6,0.3,-113.0,81,305,2,StrasserIntraslab,35N 73E 180-300 km depth M5.5,35N_73E_L4_M5p5,,,
73,36,0.0039,5.5,97,4.0206e-05,40.2,170,,300,180,subduction intraslab Himalayas,3.0293,1.35,0.1,7,0.3,92.0,67,103,2,StrasserIntraslab,36N 73E 180-300 km depth M5.5,36N_73E_L4_M5p5,-4.4,-5.07,-6.43
73,37,0.0043,5.5,97,4.433e-05,0,170,170,300,180,subduction intraslab Himalayas,3.0717,1.35,0.1,7,0.3,92.0,67,103,2,StrasserIntraslab,37N 73E 180-300 km depth M5.5,37N_73E_L4_M5p5,-4.36,-5.03,-6.39
73,38,0.0006,5.5,97,6.1856e-06,0,170,170,300,180,subduction intraslab Himalayas,2.2164,1.35,0.1,7,0.3,92.0,67,103,2,StrasserIntraslab,38N 73E 180-300 km depth M5.5,38N_73E_L4_M5p5,-5.22,-5.89,-7.3
73,39,0.0016,5.5,97,1.6495e-05,20.194,170,,300,180,subduction intraslab Himalayas,2.6423,1.35,0.1,7,0.3,92.0,67,103,2,StrasserIntraslab,39N 73E 180-300 km depth M5.5,39N_73E_L4_M5p5,-4.79,-5.46,-6.83
74,39,0.0001,5.5,97,1.0309e-06,7.194,170,,300,180,subduction intraslab Himalayas,1.4382,1.35,0.1,7,0.3,92.0,67,103,2,StrasserIntraslab,39N 74E 180-300 km depth M5.5,39N_74E_L4_M5p5,-6.07,-6.68,-8.75
93,8,0.0001,5.5,97,1.0309e-06,0,172,172,300,180,subduction intraslab,-1.2568,0.86,0.1,8,0.3,-50.0,64,99,2,StrasserIntraslab,8N 93E 180-300 km depth M5.5,8N_93E_L4_M5p5,,,
94,6,0.0004,5.5,97,4.1237e-06,0,172,172,300,180,subduction intraslab,-0.65471,0.86,0.1,8,0.3,-50.0,64,99,2,StrasserIntraslab,6N 94E 180-300 km depth M5.5,6N_94E_L4_M5p5,,,
94,7,0.0021,5.5,97,2.1649e-05,0,172,172,300,180,subduction intraslab,0.065448,0.86,0.1,8,0.3,-50.0,64,99,2,StrasserIntraslab,7N 94E 180-300 km depth M5.5,7N_94E_L4_M5p5,,-5.95,-6.81
94,8,0.0035,5.5,97,3.6082e-05,0,172,172,300,180,subduction intraslab,0.2873,0.86,0.1,8,0.3,-50.0,64,99,2,StrasserIntraslab,8N 94E 180-300 km depth M5.5,8N_94E_L4_M5p5,,-5.19,-6.05
94,9,0.0003,5.5,97,3.0928e-06,0,172,172,300,180,subduction intraslab,-0.77965,0.86,0.1,8,0.3,-50.0,64,99,2,StrasserIntraslab,9N 94E 180-300 km depth M5.5,9N_94E_L4_M5p5,,,
95,5,0.0002,5.5,97,2.0619e-06,0,172,172,300,180,subduction intraslab,-0.95574,0.86,0.1,8,0.3,-50.0,64,99,2,StrasserIntraslab,5N 95E 180-300 km depth M5.5,5N_95E_L4_M5p5,,,
95,6,0.0047,5.5,97,4.8454e-05,0,172,172,300,180,subduction intraslab,0.41533,0.86,0.1,8,0.3,-50.0,64,99,2,StrasserIntraslab,6N 95E 180-300 km depth M5.5,6N_95E_L4_M5p5,,-4.96,-5.82
95,7,0.009,5.5,97,9.2784e-05,0,172,172,300,180,subduction intraslab,0.69747,0.86,0.1,8,0.3,-50.0,64,99,2,StrasserIntraslab,7N 95E 180-300 km depth M5.5,7N_95E_L4_M5p5,-4.37,-4.56,-5.42
95,8,0.0042,5.5,97,4.3299e-05,0,172,172,300,180,subduction intraslab,0.36648,0.86,0.1,8,0.3,-50.0,64,99,2,StrasserIntraslab,8N 95E 180-300 km depth M5.5,8N_95E_L4_M5p5,,-5.04,-5.9
95,9,0.0003,5.5,97,3.0928e-06,0,172,172,300,180,subduction intraslab,-0.77965,0.86,0.1,8,0.3,-50.0,64,99,2,StrasserIntraslab,9N 95E 180-300 km depth M5.5,9N_95E_L4_M5p5,,,
96,5,0.0001,5.5,97,1.0309e-06,0,172,172,300,180,subduction intraslab,-1.2568,0.86,0.1,8,0.3,-50.0,64,99,2,StrasserIntraslab,5N 96E 180-300 km depth M5.5,5N_96E_L4_M5p5,,,
96,6,0.0027,5.5,97,2.7835e-05,0,172,172,300,180,subduction intraslab,0.17459,0.86,0.1,8,0.3,-50.0,64,99,2,StrasserIntraslab,6N 96E 180-300 km depth M5.5,6N_96E_L4_M5p5,,-5.47,-6.33
96,7,0.0031,5.5,97,3.1959e-05,0,172,172,300,180,subduction intraslab,0.23459,0.86,0.1,8,0.3,-50.0,64,99,2,StrasserIntraslab,7N 96E 180-300 km depth M5.5,7N_96E_L4_M5p5,,-5.3,-6.16
96,8,0.0003,5.5,97,3.0928e-06,0,172,172,300,180,subduction intraslab,-0.77965,0.86,0.1,8,0.3,-50.0,64,99,2,StrasserIntraslab,8N 96E 180-300 km depth M5.5,8N_96E_L4_M5p5,,,
97,6,0.0001,5.5,97,1.0309e-06,0,172,172,300,180,subduction intraslab,-1.2568,0.86,0.1,8,0.3,-50.0,64,99,2,StrasserIntraslab,6N 97E 180-300 km depth M5.5,6N_97E_L4_M5p5,,,
97,7,0.0001,5.5,97,1.0309e-06,0,172,172,300,180,subduction intraslab,-1.2568,0.86,0.1,8,0.3,-50.0,64,99,2,StrasserIntraslab,7N 97E 180-300 km depth M5.5,7N_97E_L4_M5p5,,,
98,3,0.0017,5.5,97,1.7526e-05,32.946,172,,300,180,subduction intraslab,-0.026323,0.86,0.1,8,0.3,-50.0,64,99,2,StrasserIntraslab,3N 98E 180-300 km depth M5.5,3N_98E_L4_M5p5,,,
98,4,0.0018,5.5,97,1.8557e-05,0,172,172,300,180,subduction intraslab,-0.0014992,0.86,0.1,8,0.3,-50.0,64,99,2,StrasserIntraslab,4N 98E 180-300 km depth M5.5,4N_98E_L4_M5p5,,,
98,5,0.0002,5.5,97,2.0619e-06,9.5107,172,,300,180,subduction intraslab,-0.95574,0.86,0.1,8,0.3,-50.0,64,99,2,StrasserIntraslab,5N 98E 180-300 km depth M5.5,5N_98E_L4_M5p5,,,
98,6,0.0001,5.5,97,1.0309e-06,48.781,172,,300,180,subduction intraslab,-1.2568,0.86,0.1,8,0.3,-50.0,64,99,2,StrasserIntraslab,6N 98E 180-300 km depth M5.5,6N_98E_L4_M5p5,,,
99,3,0.0111,5.5,97,0.00011443,78.834,172,,300,180,subduction intraslab,0.78855,0.86,0.1,8,0.3,-50.0,64,99,2,StrasserIntraslab,3N 99E 180-300 km depth M5.5,3N_99E_L4_M5p5,-4.19,-4.45,-5.31
99,4,0.0109,5.5,97,0.00011237,73.928,172,,300,180,subduction intraslab,0.78065,0.86,0.1,8,0.3,-50.0,64,99,2,StrasserIntraslab,4N 99E 180-300 km depth M5.5,4N_99E_L4_M5p5,-4.21,-4.46,-5.32
99,5,0.0023,5.5,97,2.3711e-05,113.04,172,,300,180,subduction intraslab,0.10496,0.86,0.1,8,0.3,-50.0,64,99,2,StrasserIntraslab,5N 99E 180-300 km depth M5.5,5N_99E_L4_M5p5,,-5.72,-6.58
99,6,0.0044,5.5,97,4.5361e-05,152.12,172,,300,180,subduction intraslab,0.38668,0.86,0.1,8,0.3,-50.0,64,99,2,StrasserIntraslab,6N 99E 180-300 km depth M5.5,6N_99E_L4_M5p5,,-5,-5.86
100,4,0.004,5.5,97,4.1237e-05,177.66,172,,300,180,subduction intraslab,0.34529,0.86,0.1,8,0.3,-50.0,64,99,2,StrasserIntraslab,4N 100E 180-300 km depth M5.5,4N_100E_L4_M5p5,,-5.08,-5.94
