longitude,latitude,nu,mmin,duration,lambda,distance,zoneid,in zoneid,zmax,zmin,tectonic subregion,a,b,stdb,mmax,stdmmax,rake,dip,strike,aspect ratio,msr,name,id,logN_5.0-6.0,logN_6.0-7.0,logN_7.0-8.0
78,3,0.0006,5.5,107,5.6075e-06,0,933.0,933,70,25,stable shallow crust,-0.35623,0.89,0.13,6.8,0.3,129,26,283,2,WC1994,3N 78E 25-70 km depth,3N_78E_2,,,
78,4,0.0033,5.5,107,3.0841e-05,0,933.0,933,70,25,stable shallow crust,0.38413,0.89,0.13,6.8,0.3,129,26,283,2,WC1994,4N 78E 25-70 km depth,4N_78E_2,,-5.38,
78,5,0.0006,5.5,107,5.6075e-06,0,933.0,933,70,25,stable shallow crust,-0.35623,0.89,0.13,6.8,0.3,129,26,283,2,WC1994,5N 78E 25-70 km depth,5N_78E_2,,,
78,7,0.0006,5.5,107,5.6075e-06,0,933.0,933,70,25,stable shallow crust,-0.35623,0.89,0.13,6.8,0.3,129,26,283,2,WC1994,7N 78E 25-70 km depth,7N_78E_2,,,
78,8,0.0006,5.5,107,5.6075e-06,0,933.0,933,70,25,stable shallow crust,-0.35623,0.89,0.13,6.8,0.3,129,26,283,2,WC1994,8N 78E 25-70 km depth,8N_78E_2,,,
78,27,0.0002,5.5,107,1.8692e-06,0,932.0,932,70,25,stable shallow crust,-0.61335,0.93,0.1,6.5,0.3,8,67,239,2,WC1994,27N 78E 25-70 km depth,27N_78E_2,,,
78,28,0.0012,5.5,107,1.1215e-05,0,932.0,932,70,25,stable shallow crust,0.1648,0.93,0.1,6.5,0.3,8,67,239,2,WC1994,28N 78E 25-70 km depth,28N_78E_2,,,
78,29,0.0002,5.5,107,1.8692e-06,0,932.0,932,70,25,stable shallow crust,-0.61335,0.93,0.1,6.5,0.3,8,67,239,2,WC1994,29N 78E 25-70 km depth,29N_78E_2,,,
78,30,0.0014,5.5,107,1.3084e-05,0,110.0,110,70,25,subduction interface,-0.59326,0.78,0.06,8.8,0.2,82,23,290,2,StrasserInterface,30N 78E 25-70 km depth,30N_78E_2,,,
78,31,0.0098,5.5,107,9.1589e-05,0,110.0,110,70,25,subduction interface,0.25184,0.78,0.06,8.8,0.2,82,23,290,2,StrasserInterface,31N 78E 25-70 km depth,31N_78E_2,,-4.78,-5.56
78,32,0.008,5.5,107,7.4766e-05,0,925.0,925,70,25,subduction interface,0.27371,0.8,0.12,7.6,0.4,-26,37,65,2,StrasserInterface,32N 78E 25-70 km depth,32N_78E_2,,-4.86,
78,33,0.0036,5.5,107,3.3645e-05,0,925.0,925,70,25,subduction interface,-0.073081,0.8,0.12,7.6,0.4,-26,37,65,2,StrasserInterface,33N 78E 25-70 km depth,33N_78E_2,,,
78,34,0.0043,5.5,107,4.0187e-05,0,103.0,103,70,25,subduction interface,1.8741,1.14,0.09,7.2,0.4,-36,70,225,2,StrasserInterface,34N 78E 25-70 km depth,34N_78E_2,-4.42,-4.97,-6.16
78,35,0.0054,5.5,107,5.0467e-05,0,100.0,100,70,25,subduction interface,1.588,1.07,0.09,7.1,0.4,-13,89,89,2,StrasserInterface,35N 78E 25-70 km depth,35N_78E_2,-4.34,-4.84,-6.02
78,36,0.004,5.5,107,3.7383e-05,0,100.0,100,70,25,subduction interface,1.4577,1.07,0.09,7.1,0.4,-13,89,89,2,StrasserInterface,36N 78E 25-70 km depth,36N_78E_2,-4.48,-4.98,-6.2
78,37,0.0025,5.5,107,2.3364e-05,0,91.0,91,70,25,subduction interface,0.59356,0.95,0.11,7.4,0.3,16,33,63,2,StrasserInterface,37N 78E 25-70 km depth,37N_78E_2,-5.25,-5.23,-7.33
78,38,0.0071,5.5,107,6.6355e-05,0,91.0,91,70,25,subduction interface,1.0469,0.95,0.11,7.4,0.3,16,33,63,2,StrasserInterface,38N 78E 25-70 km depth,38N_78E_2,-4.31,-4.69,-5.78
78,39,0.0098,5.5,107,9.1589e-05,0,87.0,87,70,25,subduction interface,2.3418,1.16,0.06,8.1,0.3,166,89,150,2,StrasserInterface,39N 78E 25-70 km depth,39N_78E_2,-4.05,-4.62,-5.78
78,40,0.0263,5.5,107,0.00024579,0,87.0,,70,25,subduction interface,2.7706,1.16,0.06,8.1,0.3,166,89,150,2,StrasserInterface,40N 78E 25-70 km depth,40N_78E_2,-3.61,-4.19,-5.35
79,4,0.0001,5.5,107,9.3458e-07,0,933.0,933,70,25,stable shallow crust,-1.1344,0.89,0.13,6.8,0.3,129,26,283,2,WC1994,4N 79E 25-70 km depth,4N_79E_2,,,
79,6,0.0001,5.5,107,9.3458e-07,0,933.0,933,70,25,stable shallow crust,-1.1344,0.89,0.13,6.8,0.3,129,26,283,2,WC1994,6N 79E 25-70 km depth,6N_79E_2,,,
79,7,0.0033,5.5,107,3.0841e-05,0,933.0,933,70,25,stable shallow crust,0.38413,0.89,0.13,6.8,0.3,129,26,283,2,WC1994,7N 79E 25-70 km depth,7N_79E_2,,-5.38,
79,8,0.0033,5.5,107,3.0841e-05,0,933.0,933,70,25,stable shallow crust,0.38413,0.89,0.13,6.8,0.3,129,26,283,2,WC1994,8N 79E 25-70 km depth,8N_79E_2,,-5.38,
79,9,0.0001,5.5,107,9.3458e-07,0,933.0,933,70,25,stable shallow crust,-1.1344,0.89,0.13,6.8,0.3,129,26,283,2,WC1994,9N 79E 25-70 km depth,9N_79E_2,,,
79,22,0.0001,5.5,107,9.3458e-07,0,933.0,933,70,25,stable shallow crust,-1.1344,0.89,0.13,6.8,0.3,129,26,283,2,WC1994,22N 79E 25-70 km depth,22N_79E_2,,,
79,23,0.0008,5.5,107,7.4766e-06,0,933.0,933,70,25,stable shallow crust,-0.23129,0.89,0.13,6.8,0.3,129,26,283,2,WC1994,23N 79E 25-70 km depth,23N_79E_2,,,
79,24,0.0002,5.5,107,1.8692e-06,0,933.0,933,70,25,stable shallow crust,-0.83335,0.89,0.13,6.8,0.3,129,26,283,2,WC1994,24N 79E 25-70 km depth,24N_79E_2,,,
79,27,0.001,5.5,107,9.3458e-06,0,932.0,932,70,25,stable shallow crust,0.085616,0.93,0.1,6.5,0.3,8,67,239,2,WC1994,27N 79E 25-70 km depth,27N_79E_2,,,
79,28,0.0057,5.5,107,5.3271e-05,0,932.0,932,70,25,stable shallow crust,0.84149,0.93,0.1,6.5,0.3,8,67,239,2,WC1994,28N 79E 25-70 km depth,28N_79E_2,-4.51,-4.98,
79,29,0.0023,5.5,107,2.1495e-05,0,932.0,932,70,25,stable shallow crust,0.44734,0.93,0.1,6.5,0.3,8,67,239,2,WC1994,29N 79E 25-70 km depth,29N_79E_2,,,
79,30,0.0057,5.5,107,5.3271e-05,0,110.0,110,70,25,subduction interface,0.016491,0.78,0.06,8.8,0.2,82,23,290,2,StrasserInterface,30N 79E 25-70 km depth,30N_79E_2,,-6.09,-6.87
79,31,0.0084,5.5,107,7.8505e-05,0,110.0,110,70,25,subduction interface,0.1849,0.78,0.06,8.8,0.2,82,23,290,2,StrasserInterface,31N 79E 25-70 km depth,31N_79E_2,,-4.96,-5.74
79,32,0.0081,5.5,107,7.5701e-05,0,925.0,925,70,25,subduction interface,0.2791,0.8,0.12,7.6,0.4,-26,37,65,2,StrasserInterface,32N 79E 25-70 km depth,32N_79E_2,,-4.85,
79,33,0.0018,5.5,107,1.6822e-05,0,925.0,925,70,25,subduction interface,-0.37411,0.8,0.12,7.6,0.4,-26,37,65,2,StrasserInterface,33N 79E 25-70 km depth,33N_79E_2,,,
79,34,0.002,5.5,107,1.8692e-05,0,103.0,103,70,25,subduction interface,1.5416,1.14,0.09,7.2,0.4,-36,70,225,2,StrasserInterface,34N 79E 25-70 km depth,34N_79E_2,-4.78,-5.31,-6.55
79,35,0.0027,5.5,107,2.5234e-05,0,100.0,100,70,25,subduction interface,1.287,1.07,0.09,7.1,0.4,-13,89,89,2,StrasserInterface,35N 79E 25-70 km depth,35N_79E_2,-4.68,-5.16,-6.48
79,36,0.0025,5.5,107,2.3364e-05,0,91.0,91,70,25,subduction interface,0.59356,0.95,0.11,7.4,0.3,16,33,63,2,StrasserInterface,36N 79E 25-70 km depth,36N_79E_2,-5.25,-5.23,-7.33
79,37,0.0031,5.5,107,2.8972e-05,0,91.0,91,70,25,subduction interface,0.68698,0.95,0.11,7.4,0.3,16,33,63,2,StrasserInterface,37N 79E 25-70 km depth,37N_79E_2,-4.95,-5.11,-6.59
79,38,0.0035,5.5,107,3.271e-05,0,91.0,91,70,25,subduction interface,0.73968,0.95,0.11,7.4,0.3,16,33,63,2,StrasserInterface,38N 79E 25-70 km depth,38N_79E_2,-4.83,-5.05,-6.4
79,39,0.0019,5.5,107,1.7757e-05,32.11,91.0,,70,25,subduction interface,0.47437,0.95,0.11,7.4,0.3,16,33,63,2,StrasserInterface,39N 79E 25-70 km depth,39N_79E_2,,-5.4,
79,40,0.0034,5.5,107,3.1776e-05,11.943,87.0,,70,25,subduction interface,1.8821,1.16,0.06,8.1,0.3,166,89,150,2,StrasserInterface,40N 79E 25-70 km depth,40N_79E_2,-4.52,-5.08,-6.24
80,7,0.0006,5.5,107,5.6075e-06,0,933.0,933,70,25,stable shallow crust,-0.35623,0.89,0.13,6.8,0.3,129,26,283,2,WC1994,7N 80E 25-70 km depth,7N_80E_2,,,
80,8,0.0006,5.5,107,5.6075e-06,0,933.0,933,70,25,stable shallow crust,-0.35623,0.89,0.13,6.8,0.3,129,26,283,2,WC1994,8N 80E 25-70 km depth,8N_80E_2,,,
80,22,0.0006,5.5,107,5.6075e-06,0,933.0,933,70,25,stable shallow crust,-0.35623,0.89,0.13,6.8,0.3,129,26,283,2,WC1994,22N 80E 25-70 km depth,22N_80E_2,,,
80,23,0.0053,5.5,107,4.9533e-05,0,933.0,933,70,25,stable shallow crust,0.58989,0.89,0.13,6.8,0.3,129,26,283,2,WC1994,23N 80E 25-70 km depth,23N_80E_2,-4.85,-4.96,
80,24,0.0019,5.5,107,1.7757e-05,0,933.0,933,70,25,stable shallow crust,0.14437,0.89,0.13,6.8,0.3,129,26,283,2,WC1994,24N 80E 25-70 km depth,24N_80E_2,,,
80,27,0.0011,5.5,107,1.028e-05,0,932.0,932,70,25,stable shallow crust,0.12701,0.93,0.1,6.5,0.3,8,67,239,2,WC1994,27N 80E 25-70 km depth,27N_80E_2,,,
80,28,0.0062,5.5,107,5.7944e-05,0,932.0,932,70,25,stable shallow crust,0.87801,0.93,0.1,6.5,0.3,8,67,239,2,WC1994,28N 80E 25-70 km depth,28N_80E_2,-4.45,-4.91,
80,29,0.0113,5.5,107,0.00010561,0,110.0,110,70,25,subduction interface,0.31369,0.78,0.06,8.8,0.2,82,23,290,2,StrasserInterface,29N 80E 25-70 km depth,29N_80E_2,,-4.66,-5.44
80,30,0.0276,5.5,107,0.00025794,0,110.0,110,70,25,subduction interface,0.70153,0.78,0.06,8.8,0.2,82,23,290,2,StrasserInterface,30N 80E 25-70 km depth,30N_80E_2,-3.88,-4.07,-4.85
80,31,0.0079,5.5,107,7.3832e-05,0,925.0,925,70,25,subduction interface,0.26824,0.8,0.12,7.6,0.4,-26,37,65,2,StrasserInterface,31N 80E 25-70 km depth,31N_80E_2,,-4.87,
80,32,0.0029,5.5,107,2.7103e-05,0,925.0,925,70,25,subduction interface,-0.16699,0.8,0.12,7.6,0.4,-26,37,65,2,StrasserInterface,32N 80E 25-70 km depth,32N_80E_2,,,
80,33,0.0011,5.5,107,1.028e-05,0,103.0,103,70,25,subduction interface,1.282,1.14,0.09,7.2,0.4,-36,70,225,2,StrasserInterface,33N 80E 25-70 km depth,33N_80E_2,-5.08,-5.58,-6.94
80,34,0.0011,5.5,107,1.028e-05,0,103.0,103,70,25,subduction interface,1.282,1.14,0.09,7.2,0.4,-36,70,225,2,StrasserInterface,34N 80E 25-70 km depth,34N_80E_2,-5.08,-5.58,-6.94
80,35,0.0014,5.5,107,1.3084e-05,0,101.0,101,70,25,subduction interface,1.6617,1.19,0.1,6.8,0.4,-117,40,349,2,StrasserInterface,35N 80E 25-70 km depth,35N_80E_2,-4.92,-5.49,-7.05
80,36,0.0025,5.5,107,2.3364e-05,0,91.0,91,70,25,subduction interface,0.59356,0.95,0.11,7.4,0.3,16,33,63,2,StrasserInterface,36N 80E 25-70 km depth,36N_80E_2,-5.25,-5.23,-7.33
80,37,0.0009,5.5,107,8.4112e-06,0,91.0,91,70,25,subduction interface,0.14986,0.95,0.11,7.4,0.3,16,33,63,2,StrasserInterface,37N 80E 25-70 km depth,37N_80E_2,,-6.09,
80,38,0.0005,5.5,107,4.6729e-06,0,91.0,91,70,25,subduction interface,-0.10541,0.95,0.11,7.4,0.3,16,33,63,2,StrasserInterface,38N 80E 25-70 km depth,38N_80E_2,,,
80,39,0.0001,5.5,107,9.3458e-07,65.524,91.0,,70,25,subduction interface,-0.80438,0.95,0.11,7.4,0.3,16,33,63,2,StrasserInterface,39N 80E 25-70 km depth,39N_80E_2,,,
81,22,0.0003,5.5,107,2.8037e-06,0,933.0,933,70,25,stable shallow crust,-0.65726,0.89,0.13,6.8,0.3,129,26,283,2,WC1994,22N 81E 25-70 km depth,22N_81E_2,,,
81,23,0.0045,5.5,107,4.2056e-05,0,933.0,933,70,25,stable shallow crust,0.51883,0.89,0.13,6.8,0.3,129,26,283,2,WC1994,23N 81E 25-70 km depth,23N_81E_2,-5.18,-5.09,
81,24,0.0034,5.5,107,3.1776e-05,0,933.0,933,70,25,stable shallow crust,0.3971,0.89,0.13,6.8,0.3,129,26,283,2,WC1994,24N 81E 25-70 km depth,24N_81E_2,,-5.35,
81,25,0.0001,5.5,107,9.3458e-07,0,932.0,932,70,25,stable shallow crust,-0.91438,0.93,0.1,6.5,0.3,8,67,239,2,WC1994,25N 81E 25-70 km depth,25N_81E_2,,,
81,27,0.0008,5.5,107,7.4766e-06,0,932.0,932,70,25,stable shallow crust,-0.011294,0.93,0.1,6.5,0.3,8,67,239,2,WC1994,27N 81E 25-70 km depth,27N_81E_2,,,
81,28,0.0076,5.5,107,7.1028e-05,0,932.0,932,70,25,stable shallow crust,0.96643,0.93,0.1,6.5,0.3,8,67,239,2,WC1994,28N 81E 25-70 km depth,28N_81E_2,-4.31,-4.78,
81,29,0.0126,5.5,107,0.00011776,0,110.0,110,70,25,subduction interface,0.36099,0.78,0.06,8.8,0.2,82,23,290,2,StrasserInterface,29N 81E 25-70 km depth,29N_81E_2,,-4.57,-5.35
81,30,0.0234,5.5,107,0.00021869,0,110.0,110,70,25,subduction interface,0.62983,0.78,0.06,8.8,0.2,82,23,290,2,StrasserInterface,30N 81E 25-70 km depth,30N_81E_2,-4.03,-4.17,-4.95
81,31,0.0049,5.5,107,4.5794e-05,0,925.0,925,70,25,subduction interface,0.060812,0.8,0.12,7.6,0.4,-26,37,65,2,StrasserInterface,31N 81E 25-70 km depth,31N_81E_2,,-5.62,
81,32,0.0019,5.5,107,1.7757e-05,0,926.0,926,70,25,subduction interface,2.2894,1.28,0.11,7.7,0.2,-83,46,183,2,StrasserInterface,32N 81E 25-70 km depth,32N_81E_2,-4.76,-5.39,-6.68
81,33,0.0034,5.5,107,3.1776e-05,0,103.0,103,70,25,subduction interface,1.7721,1.14,0.09,7.2,0.4,-36,70,225,2,StrasserInterface,33N 81E 25-70 km depth,33N_81E_2,-4.53,-5.08,-6.27
81,34,0.0058,5.5,107,5.4206e-05,0,101.0,101,70,25,subduction interface,2.279,1.19,0.1,6.8,0.4,-117,40,349,2,StrasserInterface,34N 81E 25-70 km depth,34N_81E_2,-4.28,-4.86,-6.12
81,35,0.0047,5.5,107,4.3925e-05,0,101.0,101,70,25,subduction interface,2.1877,1.19,0.1,6.8,0.4,-117,40,349,2,StrasserInterface,35N 81E 25-70 km depth,35N_81E_2,-4.37,-4.96,-6.23
81,36,0.0077,5.5,107,7.1963e-05,0,91.0,91,70,25,subduction interface,1.0821,0.95,0.11,7.4,0.3,16,33,63,2,StrasserInterface,36N 81E 25-70 km depth,36N_81E_2,-4.27,-4.66,-5.73
81,37,0.0009,5.5,107,8.4112e-06,0,91.0,91,70,25,subduction interface,0.14986,0.95,0.11,7.4,0.3,16,33,63,2,StrasserInterface,37N 81E 25-70 km depth,37N_81E_2,,-6.09,
82,23,0.0008,5.5,107,7.4766e-06,0,933.0,933,70,25,stable shallow crust,-0.23129,0.89,0.13,6.8,0.3,129,26,283,2,WC1994,23N 82E 25-70 km depth,23N_82E_2,,,
82,24,0.0007,5.5,107,6.5421e-06,0,933.0,933,70,25,stable shallow crust,-0.28929,0.89,0.13,6.8,0.3,129,26,283,2,WC1994,24N 82E 25-70 km depth,24N_82E_2,,,
82,27,0.0017,5.5,107,1.5888e-05,0,932.0,932,70,25,stable shallow crust,0.31607,0.93,0.1,6.5,0.3,8,67,239,2,WC1994,27N 82E 25-70 km depth,27N_82E_2,,,
82,28,0.0141,5.5,107,0.00013178,0,110.0,110,70,25,subduction interface,0.40984,0.78,0.06,8.8,0.2,82,23,290,2,StrasserInterface,28N 82E 25-70 km depth,28N_82E_2,-5.23,-4.48,-5.26
82,29,0.0062,5.5,107,5.7944e-05,0,110.0,110,70,25,subduction interface,0.053008,0.78,0.06,8.8,0.2,82,23,290,2,StrasserInterface,29N 82E 25-70 km depth,29N_82E_2,,-5.57,-6.35
82,30,0.0032,5.5,107,2.9907e-05,0,927.0,927,70,25,subduction interface,2.1858,1.22,0.11,7.1,0.3,-26,37,65,2,StrasserInterface,30N 82E 25-70 km depth,30N_82E_2,-4.54,-5.14,-6.39
82,31,0.0007,5.5,107,6.5421e-06,0,926.0,926,70,25,subduction interface,1.8557,1.28,0.11,7.7,0.2,-83,46,183,2,StrasserInterface,31N 82E 25-70 km depth,31N_82E_2,-5.21,-5.83,-7.12
82,32,0.0004,5.5,107,3.7383e-06,0,926.0,926,70,25,subduction interface,1.6127,1.28,0.11,7.7,0.2,-83,46,183,2,StrasserInterface,32N 82E 25-70 km depth,32N_82E_2,-5.48,-6.08,-7.37
82,33,0.0024,5.5,107,2.243e-05,0,103.0,103,70,25,subduction interface,1.6208,1.14,0.09,7.2,0.4,-36,70,225,2,StrasserInterface,33N 82E 25-70 km depth,33N_82E_2,-4.69,-5.23,-6.45
82,34,0.0094,5.5,107,8.785e-05,0,101.0,101,70,25,subduction interface,2.4887,1.19,0.1,6.8,0.4,-117,40,349,2,StrasserInterface,34N 82E 25-70 km depth,34N_82E_2,-4.06,-4.65,-5.88
82,35,0.0049,5.5,107,4.5794e-05,0,101.0,101,70,25,subduction interface,2.2058,1.19,0.1,6.8,0.4,-117,40,349,2,StrasserInterface,35N 82E 25-70 km depth,35N_82E_2,-4.35,-4.94,-6.2
82,36,0.0054,5.5,107,5.0467e-05,0,91.0,91,70,25,subduction interface,0.92801,0.95,0.11,7.4,0.3,16,33,63,2,StrasserInterface,36N 82E 25-70 km depth,36N_82E_2,-4.49,-4.83,-5.97
82,37,0.0006,5.5,107,5.6075e-06,0,91.0,91,70,25,subduction interface,-0.026233,0.95,0.11,7.4,0.3,16,33,63,2,StrasserInterface,37N 82E 25-70 km depth,37N_82E_2,,,
83,6,0.0001,5.5,107,9.3458e-07,0,933.0,933,70,25,stable shallow crust,-1.1344,0.89,0.13,6.8,0.3,129,26,283,2,WC1994,6N 83E 25-70 km depth,6N_83E_2,,,
83,7,0.0004,5.5,107,3.7383e-06,0,933.0,933,70,25,stable shallow crust,-0.53232,0.89,0.13,6.8,0.3,129,26,283,2,WC1994,7N 83E 25-70 km depth,7N_83E_2,,,
83,8,0.0001,5.5,107,9.3458e-07,0,933.0,933,70,25,stable shallow crust,-1.1344,0.89,0.13,6.8,0.3,129,26,283,2,WC1994,8N 83E 25-70 km depth,8N_83E_2,,,
83,27,0.0012,5.5,107,1.1215e-05,0,932.0,932,70,25,stable shallow crust,0.1648,0.93,0.1,6.5,0.3,8,67,239,2,WC1994,27N 83E 25-70 km depth,27N_83E_2,,,
83,28,0.0129,5.5,107,0.00012056,0,110.0,110,70,25,subduction interface,0.37121,0.78,0.06,8.8,0.2,82,23,290,2,StrasserInterface,28N 83E 25-70 km depth,28N_83E_2,,-4.55,-5.33
83,29,0.0086,5.5,107,8.0374e-05,0,110.0,110,70,25,subduction interface,0.19511,0.78,0.06,8.8,0.2,82,23,290,2,StrasserInterface,29N 83E 25-70 km depth,29N_83E_2,,-4.93,-5.71
83,30,0.0026,5.5,107,2.4299e-05,0,927.0,927,70,25,subduction interface,2.0956,1.22,0.11,7.1,0.3,-26,37,65,2,StrasserInterface,30N 83E 25-70 km depth,30N_83E_2,-4.63,-5.23,-6.49
83,31,0.003,5.5,107,2.8037e-05,0,926.0,926,70,25,subduction interface,2.4877,1.28,0.11,7.7,0.2,-83,46,183,2,StrasserInterface,31N 83E 25-70 km depth,31N_83E_2,-4.56,-5.19,-6.48
83,32,0.0021,5.5,107,1.9626e-05,0,926.0,926,70,25,subduction interface,2.3328,1.28,0.11,7.7,0.2,-83,46,183,2,StrasserInterface,32N 83E 25-70 km depth,32N_83E_2,-4.72,-5.35,-6.63
83,33,0.0005,5.5,107,4.6729e-06,0,103.0,103,70,25,subduction interface,0.93959,1.14,0.09,7.2,0.4,-36,70,225,2,StrasserInterface,33N 83E 25-70 km depth,33N_83E_2,-5.57,-5.95,-8.25
83,34,0.0024,5.5,107,2.243e-05,0,101.0,101,70,25,subduction interface,1.8958,1.19,0.1,6.8,0.4,-117,40,349,2,StrasserInterface,34N 83E 25-70 km depth,34N_83E_2,-4.67,-5.25,-6.61
83,35,0.0014,5.5,107,1.3084e-05,0,101.0,101,70,25,subduction interface,1.6617,1.19,0.1,6.8,0.4,-117,40,349,2,StrasserInterface,35N 83E 25-70 km depth,35N_83E_2,-4.92,-5.49,-7.05
83,36,0.0032,5.5,107,2.9907e-05,0,91.0,91,70,25,subduction interface,0.70077,0.95,0.11,7.4,0.3,16,33,63,2,StrasserInterface,36N 83E 25-70 km depth,36N_83E_2,-4.92,-5.1,-6.53
83,37,0.003,5.5,107,2.8037e-05,0,91.0,91,70,25,subduction interface,0.67274,0.95,0.11,7.4,0.3,16,33,63,2,StrasserInterface,37N 83E 25-70 km depth,37N_83E_2,-4.99,-5.13,-6.65
83,38,0.0002,5.5,107,1.8692e-06,0,91.0,91,70,25,subduction interface,-0.50335,0.95,0.11,7.4,0.3,16,33,63,2,StrasserInterface,38N 83E 25-70 km depth,38N_83E_2,,,
84,6,0.0024,5.5,107,2.243e-05,27.675,933.0,9171,70,25,stable shallow crust,0.24583,0.89,0.13,6.8,0.3,129,26,283,2,WC1994,6N 84E 25-70 km depth,6N_84E_2,,-5.93,
84,7,0.0069,5.5,107,6.4486e-05,32.146,933.0,9171,70,25,stable shallow crust,0.70447,0.89,0.13,6.8,0.3,129,26,283,2,WC1994,7N 84E 25-70 km depth,7N_84E_2,-4.54,-4.79,
84,8,0.0012,5.5,107,1.1215e-05,5.7977,933.0,9171,70,25,stable shallow crust,-0.055203,0.89,0.13,6.8,0.3,129,26,283,2,WC1994,8N 84E 25-70 km depth,8N_84E_2,,,
84,27,0.0008,5.5,107,7.4766e-06,0,928.0,928,70,25,subduction interface,0.15371,0.96,0.09,8.3,0.2,-141,89,301,2,StrasserInterface,27N 84E 25-70 km depth,27N_84E_2,,-6.13,-7.09
84,28,0.0092,5.5,107,8.5981e-05,0,928.0,928,70,25,subduction interface,1.2144,0.96,0.09,8.3,0.2,-141,89,301,2,StrasserInterface,28N 84E 25-70 km depth,28N_84E_2,-4.15,-4.57,-5.53
84,29,0.0082,5.5,107,7.6636e-05,0,928.0,928,70,25,subduction interface,1.1644,0.96,0.09,8.3,0.2,-141,89,301,2,StrasserInterface,29N 84E 25-70 km depth,29N_84E_2,-4.22,-4.63,-5.59
84,30,0.0057,5.5,107,5.3271e-05,0,927.0,927,70,25,subduction interface,2.4365,1.22,0.11,7.1,0.3,-26,37,65,2,StrasserInterface,30N 84E 25-70 km depth,30N_84E_2,-4.28,-4.89,-6.12
84,31,0.0051,5.5,107,4.7664e-05,0,926.0,926,70,25,subduction interface,2.7182,1.28,0.11,7.7,0.2,-83,46,183,2,StrasserInterface,31N 84E 25-70 km depth,31N_84E_2,-4.33,-4.96,-6.24
84,32,0.0024,5.5,107,2.243e-05,0,103.0,103,70,25,subduction interface,1.6208,1.14,0.09,7.2,0.4,-36,70,225,2,StrasserInterface,32N 84E 25-70 km depth,32N_84E_2,-4.69,-5.23,-6.45
84,33,0.0014,5.5,107,1.3084e-05,0,103.0,103,70,25,subduction interface,1.3867,1.14,0.09,7.2,0.4,-36,70,225,2,StrasserInterface,33N 84E 25-70 km depth,33N_84E_2,-4.96,-5.47,-6.77
84,34,0.0003,5.5,107,2.8037e-06,0,101.0,101,70,25,subduction interface,0.99274,1.19,0.1,6.8,0.4,-117,40,349,2,StrasserInterface,34N 84E 25-70 km depth,34N_84E_2,-5.77,-6.23,
84,35,0.0004,5.5,107,3.7383e-06,0,101.0,101,70,25,subduction interface,1.1177,1.19,0.1,6.8,0.4,-117,40,349,2,StrasserInterface,35N 84E 25-70 km depth,35N_84E_2,-5.58,-6.08,
84,36,0.007,5.5,107,6.5421e-05,0,91.0,91,70,25,subduction interface,1.0407,0.95,0.11,7.4,0.3,16,33,63,2,StrasserInterface,36N 84E 25-70 km depth,36N_84E_2,-4.32,-4.7,-5.79
84,37,0.0074,5.5,107,6.9159e-05,0,91.0,91,70,25,subduction interface,1.0648,0.95,0.11,7.4,0.3,16,33,63,2,StrasserInterface,37N 84E 25-70 km depth,37N_84E_2,-4.29,-4.67,-5.75
84,38,0.0004,5.5,107,3.7383e-06,0,91.0,91,70,25,subduction interface,-0.20232,0.95,0.11,7.4,0.3,16,33,63,2,StrasserInterface,38N 84E 25-70 km depth,38N_84E_2,,,
85,6,0.0021,5.5,107,1.9626e-05,136.26,933.0,9171,70,25,stable shallow crust,0.18784,0.89,0.13,6.8,0.3,129,26,283,2,WC1994,6N 85E 25-70 km depth,6N_85E_2,,-6.8,
85,7,0.0047,5.5,107,4.3925e-05,138.64,933.0,9171,70,25,stable shallow crust,0.53771,0.89,0.13,6.8,0.3,129,26,283,2,WC1994,7N 85E 25-70 km depth,7N_85E_2,-5.07,-5.05,
85,8,0.0007,5.5,107,6.5421e-06,112.09,933.0,9171,70,25,stable shallow crust,-0.28929,0.89,0.13,6.8,0.3,129,26,283,2,WC1994,8N 85E 25-70 km depth,8N_85E_2,,,
85,26,0.0001,5.5,107,9.3458e-07,0,932.0,932,70,25,stable shallow crust,-0.91438,0.93,0.1,6.5,0.3,8,67,239,2,WC1994,26N 85E 25-70 km depth,26N_85E_2,,,
85,27,0.002,5.5,107,1.8692e-05,0,928.0,928,70,25,subduction interface,0.55165,0.96,0.09,8.3,0.2,-141,89,301,2,StrasserInterface,27N 85E 25-70 km depth,27N_85E_2,-5.55,-5.35,-6.31
85,28,0.0115,5.5,107,0.00010748,0,928.0,928,70,25,subduction interface,1.3113,0.96,0.09,8.3,0.2,-141,89,301,2,StrasserInterface,28N 85E 25-70 km depth,28N_85E_2,-4.04,-4.47,-5.43
85,29,0.0076,5.5,107,7.1028e-05,0,927.0,927,70,25,subduction interface,2.5614,1.22,0.11,7.1,0.3,-26,37,65,2,StrasserInterface,29N 85E 25-70 km depth,29N_85E_2,-4.15,-4.76,-5.99
85,30,0.0027,5.5,107,2.5234e-05,0,926.0,926,70,25,subduction interface,2.442,1.28,0.11,7.7,0.2,-83,46,183,2,StrasserInterface,30N 85E 25-70 km depth,30N_85E_2,-4.6,-5.24,-6.52
85,31,0.0012,5.5,107,1.1215e-05,0,926.0,926,70,25,subduction interface,2.0898,1.28,0.11,7.7,0.2,-83,46,183,2,StrasserInterface,31N 85E 25-70 km depth,31N_85E_2,-4.97,-5.59,-6.88
