longitude,latitude,nu,mmin,duration,lambda,distance,zoneid,in zoneid,zmax,zmin,tectonic subregion,a,b,stdb,mmax,stdmmax,rake,dip,strike,aspect ratio,msr,name,id,logN_5.0-6.0,logN_6.0-7.0,logN_7.0-8.0
70,35,0.014,5.5,107,0.00013084,0,92.0,92,70,25,subduction interface,1.8917,1.05,0.1,8.3,0.4,-5,66,194,2,StrasserInterface,35N 70E 25-70 km depth,35N_70E_2,-3.9,-4.41,-5.46
70,36,0.0297,5.5,107,0.00027757,0,89.0,89,70,25,subduction interface,2.5484,1.11,0.06,7.3,0.4,94,68,340,2,StrasserInterface,36N 70E 25-70 km depth,36N_70E_2,-3.56,-4.11,-5.23
70,37,0.0292,5.5,107,0.0002729,0,88.0,88,70,25,subduction interface,3.146,1.22,0.09,8,0.4,4,73,210,2,StrasserInterface,37N 70E 25-70 km depth,37N_70E_2,-3.57,-4.17,-5.39
70,38,0.0087,5.5,107,8.1308e-05,0,88.0,88,70,25,subduction interface,2.6201,1.22,0.09,8,0.4,4,73,210,2,StrasserInterface,38N 70E 25-70 km depth,38N_70E_2,-4.09,-4.7,-5.92
70,39,0.0183,5.5,107,0.00017103,0,87.0,87,70,25,subduction interface,2.6131,1.16,0.06,8.1,0.3,166,89,150,2,StrasserInterface,39N 70E 25-70 km depth,39N_70E_2,-3.77,-4.35,-5.51
71,23,0.0001,5.5,107,9.3458e-07,0,932.0,932,70,25,stable shallow crust,-0.91438,0.93,0.1,6.5,0.3,8,67,239,2,WC1994,23N 71E 25-70 km depth,23N_71E_2,,,
71,24,0.0028,5.5,107,2.6168e-05,0,932.0,932,70,25,stable shallow crust,0.53277,0.93,0.1,6.5,0.3,8,67,239,2,WC1994,24N 71E 25-70 km depth,24N_71E_2,-5.42,-5.89,
71,25,0.0028,5.5,107,2.6168e-05,0,932.0,932,70,25,stable shallow crust,0.53277,0.93,0.1,6.5,0.3,8,67,239,2,WC1994,25N 71E 25-70 km depth,25N_71E_2,-5.42,-5.89,
71,26,0.0001,5.5,107,9.3458e-07,0,932.0,932,70,25,stable shallow crust,-0.91438,0.93,0.1,6.5,0.3,8,67,239,2,WC1994,26N 71E 25-70 km depth,26N_71E_2,,,
71,28,0.001,5.5,107,9.3458e-06,0,932.0,932,70,25,stable shallow crust,0.085616,0.93,0.1,6.5,0.3,8,67,239,2,WC1994,28N 71E 25-70 km depth,28N_71E_2,,,
71,29,0.0049,5.5,107,4.5794e-05,0,932.0,932,70,25,stable shallow crust,0.77581,0.93,0.1,6.5,0.3,8,67,239,2,WC1994,29N 71E 25-70 km depth,29N_71E_2,-4.63,-5.1,
71,30,0.0088,5.5,107,8.2243e-05,0,93.0,93,70,25,subduction interface,2.4051,1.18,0.09,8.3,0.4,-2,77,196,2,StrasserInterface,30N 71E 25-70 km depth,30N_71E_2,-4.09,-4.68,-5.86
71,31,0.008,5.5,107,7.4766e-05,0,93.0,93,70,25,subduction interface,2.3637,1.18,0.09,8.3,0.4,-2,77,196,2,StrasserInterface,31N 71E 25-70 km depth,31N_71E_2,-4.13,-4.72,-5.9
71,32,0.0069,5.5,107,6.4486e-05,0,97.0,97,70,25,subduction interface,0.92447,0.93,0.12,7.2,0.4,-2,77,196,2,StrasserInterface,32N 71E 25-70 km depth,32N_71E_2,-4.38,-4.71,-6.05
71,33,0.0012,5.5,107,1.1215e-05,0,97.0,97,70,25,subduction interface,0.1648,0.93,0.12,7.2,0.4,-2,77,196,2,StrasserInterface,33N 71E 25-70 km depth,33N_71E_2,,-5.92,
71,34,0.0032,5.5,107,2.9907e-05,0,99.0,99,70,25,subduction interface,1.8008,1.15,0.1,7.1,0.4,-18,76,275,2,StrasserInterface,34N 71E 25-70 km depth,34N_71E_2,-4.55,-5.11,-6.33
71,35,0.01,5.5,107,9.3458e-05,0,92.0,92,70,25,subduction interface,1.7456,1.05,0.1,8.3,0.4,-5,66,194,2,StrasserInterface,35N 71E 25-70 km depth,35N_71E_2,-4.06,-4.56,-5.61
71,36,0.0147,5.5,107,0.00013738,0,89.0,89,70,25,subduction interface,2.2429,1.11,0.06,7.3,0.4,94,68,340,2,StrasserInterface,36N 71E 25-70 km depth,36N_71E_2,-3.87,-4.42,-5.54
71,37,0.0288,5.5,107,0.00026916,0,89.0,89,70,25,subduction interface,2.535,1.11,0.06,7.3,0.4,94,68,340,2,StrasserInterface,37N 71E 25-70 km depth,37N_71E_2,-3.57,-4.13,-5.24
71,38,0.017,5.5,107,0.00015888,0,90.0,90,70,25,subduction interface,2.8011,1.2,0.06,8,0.4,-36,52,210,2,StrasserInterface,38N 71E 25-70 km depth,38N_71E_2,-3.8,-4.4,-5.6
71,39,0.0309,5.5,107,0.00028879,0,87.0,87,70,25,subduction interface,2.8406,1.16,0.06,8.1,0.3,166,89,150,2,StrasserInterface,39N 71E 25-70 km depth,39N_71E_2,-3.54,-4.12,-5.28
72,7,0.0006,5.5,107,5.6075e-06,343.32,933.0,,70,25,stable shallow crust,-0.35623,0.89,0.13,6.8,0.3,129,26,283,2,WC1994,7N 72E 25-70 km depth,7N_72E_2,,,
72,8,0.0006,5.5,107,5.6075e-06,305.15,933.0,,70,25,stable shallow crust,-0.35623,0.89,0.13,6.8,0.3,129,26,283,2,WC1994,8N 72E 25-70 km depth,8N_72E_2,,,
72,24,0.0001,5.5,107,9.3458e-07,0,932.0,932,70,25,stable shallow crust,-0.91438,0.93,0.1,6.5,0.3,8,67,239,2,WC1994,24N 72E 25-70 km depth,24N_72E_2,,,
72,25,0.0001,5.5,107,9.3458e-07,0,932.0,932,70,25,stable shallow crust,-0.91438,0.93,0.1,6.5,0.3,8,67,239,2,WC1994,25N 72E 25-70 km depth,25N_72E_2,,,
72,27,0.0002,5.5,107,1.8692e-06,0,932.0,932,70,25,stable shallow crust,-0.61335,0.93,0.1,6.5,0.3,8,67,239,2,WC1994,27N 72E 25-70 km depth,27N_72E_2,,,
72,28,0.0012,5.5,107,1.1215e-05,0,932.0,932,70,25,stable shallow crust,0.1648,0.93,0.1,6.5,0.3,8,67,239,2,WC1994,28N 72E 25-70 km depth,28N_72E_2,,,
72,29,0.0003,5.5,107,2.8037e-06,0,932.0,932,70,25,stable shallow crust,-0.43726,0.93,0.1,6.5,0.3,8,67,239,2,WC1994,29N 72E 25-70 km depth,29N_72E_2,,,
72,30,0.0009,5.5,107,8.4112e-06,0,97.0,97,70,25,subduction interface,0.039859,0.93,0.12,7.2,0.4,-2,77,196,2,StrasserInterface,30N 72E 25-70 km depth,30N_72E_2,,-6.6,
72,31,0.0048,5.5,107,4.486e-05,0,97.0,97,70,25,subduction interface,0.76686,0.93,0.12,7.2,0.4,-2,77,196,2,StrasserInterface,31N 72E 25-70 km depth,31N_72E_2,-4.65,-4.89,-7.03
72,32,0.0029,5.5,107,2.7103e-05,0,97.0,97,70,25,subduction interface,0.54801,0.93,0.12,7.2,0.4,-2,77,196,2,StrasserInterface,32N 72E 25-70 km depth,32N_72E_2,-5.33,-5.18,
72,33,0.0017,5.5,107,1.5888e-05,0,97.0,97,70,25,subduction interface,0.31607,0.93,0.12,7.2,0.4,-2,77,196,2,StrasserInterface,33N 72E 25-70 km depth,33N_72E_2,,-5.55,
72,34,0.002,5.5,107,1.8692e-05,0,99.0,99,70,25,subduction interface,1.5966,1.15,0.1,7.1,0.4,-18,76,275,2,StrasserInterface,34N 72E 25-70 km depth,34N_72E_2,-4.77,-5.31,-6.59
72,35,0.0021,5.5,107,1.9626e-05,0,99.0,99,70,25,subduction interface,1.6178,1.15,0.1,7.1,0.4,-18,76,275,2,StrasserInterface,35N 72E 25-70 km depth,35N_72E_2,-4.75,-5.29,-6.56
72,36,0.0072,5.5,107,6.729e-05,0,89.0,89,70,25,subduction interface,1.9329,1.11,0.06,7.3,0.4,94,68,340,2,StrasserInterface,36N 72E 25-70 km depth,36N_72E_2,-4.19,-4.73,-5.87
72,37,0.0245,5.5,107,0.00022897,0,89.0,89,70,25,subduction interface,2.4648,1.11,0.06,7.3,0.4,94,68,340,2,StrasserInterface,37N 72E 25-70 km depth,37N_72E_2,-3.65,-4.2,-5.31
72,38,0.0161,5.5,107,0.00015047,0,90.0,90,70,25,subduction interface,2.7774,1.2,0.06,8,0.4,-36,52,210,2,StrasserInterface,38N 72E 25-70 km depth,38N_72E_2,-3.83,-4.42,-5.62
72,39,0.0194,5.5,107,0.00018131,0,87.0,87,70,25,subduction interface,2.6384,1.16,0.06,8.1,0.3,166,89,150,2,StrasserInterface,39N 72E 25-70 km depth,39N_72E_2,-3.75,-4.32,-5.48
73,6,0.0001,5.5,107,9.3458e-07,278.86,933.0,,70,25,stable shallow crust,-1.1344,0.89,0.13,6.8,0.3,129,26,283,2,WC1994,6N 73E 25-70 km depth,6N_73E_2,,,
73,7,0.0033,5.5,107,3.0841e-05,240.95,933.0,,70,25,stable shallow crust,0.38413,0.89,0.13,6.8,0.3,129,26,283,2,WC1994,7N 73E 25-70 km depth,7N_73E_2,,-5.38,
73,8,0.0033,5.5,107,3.0841e-05,202.95,933.0,,70,25,stable shallow crust,0.38413,0.89,0.13,6.8,0.3,129,26,283,2,WC1994,8N 73E 25-70 km depth,8N_73E_2,,-5.38,
73,9,0.0001,5.5,107,9.3458e-07,164.86,933.0,,70,25,stable shallow crust,-1.1344,0.89,0.13,6.8,0.3,129,26,283,2,WC1994,9N 73E 25-70 km depth,9N_73E_2,,,
73,27,0.0008,5.5,107,7.4766e-06,0,932.0,932,70,25,stable shallow crust,-0.011294,0.93,0.1,6.5,0.3,8,67,239,2,WC1994,27N 73E 25-70 km depth,27N_73E_2,,,
73,28,0.0045,5.5,107,4.2056e-05,0,932.0,932,70,25,stable shallow crust,0.73883,0.93,0.1,6.5,0.3,8,67,239,2,WC1994,28N 73E 25-70 km depth,28N_73E_2,-4.71,-5.17,
73,29,0.0008,5.5,107,7.4766e-06,0,932.0,932,70,25,stable shallow crust,-0.011294,0.93,0.1,6.5,0.3,8,67,239,2,WC1994,29N 73E 25-70 km depth,29N_73E_2,,,
73,30,0.0001,5.5,107,9.3458e-07,0,97.0,97,70,25,subduction interface,-0.91438,0.93,0.12,7.2,0.4,-2,77,196,2,StrasserInterface,30N 73E 25-70 km depth,30N_73E_2,,,
73,31,0.0004,5.5,107,3.7383e-06,0,97.0,97,70,25,subduction interface,-0.31232,0.93,0.12,7.2,0.4,-2,77,196,2,StrasserInterface,31N 73E 25-70 km depth,31N_73E_2,,,
73,32,0.0003,5.5,107,2.8037e-06,0,97.0,97,70,25,subduction interface,-0.43726,0.93,0.12,7.2,0.4,-2,77,196,2,StrasserInterface,32N 73E 25-70 km depth,32N_73E_2,,,
73,33,0.0025,5.5,107,2.3364e-05,0,99.0,99,70,25,subduction interface,1.6936,1.15,0.1,7.1,0.4,-18,76,275,2,StrasserInterface,33N 73E 25-70 km depth,33N_73E_2,-4.67,-5.22,-6.46
73,34,0.0025,5.5,107,2.3364e-05,0,99.0,99,70,25,subduction interface,1.6936,1.15,0.1,7.1,0.4,-18,76,275,2,StrasserInterface,34N 73E 25-70 km depth,34N_73E_2,-4.67,-5.22,-6.46
73,35,0.0004,5.5,107,3.7383e-06,0,99.0,99,70,25,subduction interface,0.89768,1.15,0.1,7.1,0.4,-18,76,275,2,StrasserInterface,35N 73E 25-70 km depth,35N_73E_2,-5.71,-6.06,
73,36,0.0041,5.5,107,3.8318e-05,0,99.0,99,70,25,subduction interface,1.9084,1.15,0.1,7.1,0.4,-18,76,275,2,StrasserInterface,36N 73E 25-70 km depth,36N_73E_2,-4.44,-5,-6.2
73,37,0.0092,5.5,107,8.5981e-05,0,90.0,90,70,25,subduction interface,2.5344,1.2,0.06,8,0.4,-36,52,210,2,StrasserInterface,37N 73E 25-70 km depth,37N_73E_2,-4.07,-4.67,-5.87
73,38,0.01,5.5,107,9.3458e-05,0,90.0,90,70,25,subduction interface,2.5706,1.2,0.06,8,0.4,-36,52,210,2,StrasserInterface,38N 73E 25-70 km depth,38N_73E_2,-4.03,-4.63,-5.83
73,39,0.0111,5.5,107,0.00010374,0,87.0,87,70,25,subduction interface,2.3959,1.16,0.06,8.1,0.3,166,89,150,2,StrasserInterface,39N 73E 25-70 km depth,39N_73E_2,-3.99,-4.57,-5.73
74,7,0.0006,5.5,107,5.6075e-06,138.23,933.0,,70,25,stable shallow crust,-0.35623,0.89,0.13,6.8,0.3,129,26,283,2,WC1994,7N 74E 25-70 km depth,7N_74E_2,,,
74,8,0.0006,5.5,107,5.6075e-06,100.4,933.0,,70,25,stable shallow crust,-0.35623,0.89,0.13,6.8,0.3,129,26,283,2,WC1994,8N 74E 25-70 km depth,8N_74E_2,,,
74,27,0.0002,5.5,107,1.8692e-06,0,932.0,932,70,25,stable shallow crust,-0.61335,0.93,0.1,6.5,0.3,8,67,239,2,WC1994,27N 74E 25-70 km depth,27N_74E_2,,,
74,28,0.0013,5.5,107,1.215e-05,0,932.0,932,70,25,stable shallow crust,0.19956,0.93,0.1,6.5,0.3,8,67,239,2,WC1994,28N 74E 25-70 km depth,28N_74E_2,,,
74,29,0.0003,5.5,107,2.8037e-06,0,97.0,97,70,25,subduction interface,-0.43726,0.93,0.12,7.2,0.4,-2,77,196,2,StrasserInterface,29N 74E 25-70 km depth,29N_74E_2,,,
74,30,0.0005,5.5,107,4.6729e-06,0,97.0,97,70,25,subduction interface,-0.21541,0.93,0.12,7.2,0.4,-2,77,196,2,StrasserInterface,30N 74E 25-70 km depth,30N_74E_2,,,
74,31,0.001,5.5,107,9.3458e-06,0,97.0,97,70,25,subduction interface,0.085616,0.93,0.12,7.2,0.4,-2,77,196,2,StrasserInterface,31N 74E 25-70 km depth,31N_74E_2,,-6.24,
74,32,0.0001,5.5,107,9.3458e-07,0,97.0,97,70,25,subduction interface,-0.91438,0.93,0.12,7.2,0.4,-2,77,196,2,StrasserInterface,32N 74E 25-70 km depth,32N_74E_2,,,
74,33,0.0005,5.5,107,4.6729e-06,0,98.0,98,70,25,subduction interface,1.1046,1.17,0.1,7.1,0.4,-108,89,322,2,StrasserInterface,33N 74E 25-70 km depth,33N_74E_2,-5.49,-5.95,-8.04
74,34,0.0004,5.5,107,3.7383e-06,0,99.0,99,70,25,subduction interface,0.89768,1.15,0.1,7.1,0.4,-18,76,275,2,StrasserInterface,34N 74E 25-70 km depth,34N_74E_2,-5.71,-6.06,
74,35,0.001,5.5,107,9.3458e-06,0,99.0,99,70,25,subduction interface,1.2956,1.15,0.1,7.1,0.4,-18,76,275,2,StrasserInterface,35N 74E 25-70 km depth,35N_74E_2,-5.12,-5.63,-7.1
74,36,0.0076,5.5,107,7.1028e-05,0,99.0,99,70,25,subduction interface,2.1764,1.15,0.1,7.1,0.4,-18,76,275,2,StrasserInterface,36N 74E 25-70 km depth,36N_74E_2,-4.16,-4.73,-5.91
74,37,0.0064,5.5,107,5.9813e-05,0,90.0,90,70,25,subduction interface,2.3768,1.2,0.06,8,0.4,-36,52,210,2,StrasserInterface,37N 74E 25-70 km depth,37N_74E_2,-4.23,-4.83,-6.03
74,38,0.0074,5.5,107,6.9159e-05,0,90.0,90,70,25,subduction interface,2.4398,1.2,0.06,8,0.4,-36,52,210,2,StrasserInterface,38N 74E 25-70 km depth,38N_74E_2,-4.17,-4.76,-5.96
74,39,0.0102,5.5,107,9.5327e-05,0,87.0,87,70,25,subduction interface,2.3592,1.16,0.06,8.1,0.3,166,89,150,2,StrasserInterface,39N 74E 25-70 km depth,39N_74E_2,-4.03,-4.6,-5.76
75,20,0.0002,5.5,107,1.8692e-06,0,933.0,933,70,25,stable shallow crust,-0.83335,0.89,0.13,6.8,0.3,129,26,283,2,WC1994,20N 75E 25-70 km depth,20N_75E_2,,,
75,21,0.0018,5.5,107,1.6822e-05,0,933.0,933,70,25,stable shallow crust,0.12089,0.89,0.13,6.8,0.3,129,26,283,2,WC1994,21N 75E 25-70 km depth,21N_75E_2,,,
75,22,0.0005,5.5,107,4.6729e-06,0,933.0,933,70,25,stable shallow crust,-0.43541,0.89,0.13,6.8,0.3,129,26,283,2,WC1994,22N 75E 25-70 km depth,22N_75E_2,,,
75,27,0.0001,5.5,107,9.3458e-07,0,932.0,932,70,25,stable shallow crust,-0.91438,0.93,0.1,6.5,0.3,8,67,239,2,WC1994,27N 75E 25-70 km depth,27N_75E_2,,,
75,28,0.0016,5.5,107,1.4953e-05,0,932.0,932,70,25,stable shallow crust,0.28974,0.93,0.1,6.5,0.3,8,67,239,2,WC1994,28N 75E 25-70 km depth,28N_75E_2,,,
75,29,0.0016,5.5,107,1.4953e-05,0,932.0,932,70,25,stable shallow crust,0.28974,0.93,0.1,6.5,0.3,8,67,239,2,WC1994,29N 75E 25-70 km depth,29N_75E_2,,,
75,30,0.0029,5.5,107,2.7103e-05,0,97.0,97,70,25,subduction interface,0.54801,0.93,0.12,7.2,0.4,-2,77,196,2,StrasserInterface,30N 75E 25-70 km depth,30N_75E_2,-5.33,-5.18,
75,31,0.0063,5.5,107,5.8879e-05,0,97.0,97,70,25,subduction interface,0.88496,0.93,0.12,7.2,0.4,-2,77,196,2,StrasserInterface,31N 75E 25-70 km depth,31N_75E_2,-4.44,-4.76,-6.18
75,32,0.0008,5.5,107,7.4766e-06,0,98.0,98,70,25,subduction interface,1.3087,1.17,0.1,7.1,0.4,-108,89,322,2,StrasserInterface,32N 75E 25-70 km depth,32N_75E_2,-5.22,-5.73,-7.23
75,33,0.0032,5.5,107,2.9907e-05,0,98.0,98,70,25,subduction interface,1.9108,1.17,0.1,7.1,0.4,-108,89,322,2,StrasserInterface,33N 75E 25-70 km depth,33N_75E_2,-4.55,-5.11,-6.34
75,34,0.001,5.5,107,9.3458e-06,0,98.0,98,70,25,subduction interface,1.4056,1.17,0.1,7.1,0.4,-108,89,322,2,StrasserInterface,34N 75E 25-70 km depth,34N_75E_2,-5.1,-5.63,-7.04
75,35,0.0004,5.5,107,3.7383e-06,0,99.0,99,70,25,subduction interface,0.89768,1.15,0.1,7.1,0.4,-18,76,275,2,StrasserInterface,35N 75E 25-70 km depth,35N_75E_2,-5.71,-6.06,
75,36,0.0032,5.5,107,2.9907e-05,0,100.0,100,70,25,subduction interface,1.3608,1.07,0.09,7.1,0.4,-13,89,89,2,StrasserInterface,36N 75E 25-70 km depth,36N_75E_2,-4.59,-5.08,-6.35
75,37,0.0052,5.5,107,4.8598e-05,0,90.0,90,70,25,subduction interface,2.2866,1.2,0.06,8,0.4,-36,52,210,2,StrasserInterface,37N 75E 25-70 km depth,37N_75E_2,-4.32,-4.92,-6.12
75,38,0.0086,5.5,107,8.0374e-05,0,90.0,90,70,25,subduction interface,2.5051,1.2,0.06,8,0.4,-36,52,210,2,StrasserInterface,38N 75E 25-70 km depth,38N_75E_2,-4.1,-4.7,-5.9
75,39,0.0166,5.5,107,0.00015514,0,87.0,87,70,25,subduction interface,2.5707,1.16,0.06,8.1,0.3,166,89,150,2,StrasserInterface,39N 75E 25-70 km depth,39N_75E_2,-3.81,-4.39,-5.55
75,40,0.0346,5.5,107,0.00032336,0,87.0,,70,25,subduction interface,2.8897,1.16,0.06,8.1,0.3,166,89,150,2,StrasserInterface,40N 75E 25-70 km depth,40N_75E_2,-3.49,-4.07,-5.23
76,4,0.0001,5.5,107,9.3458e-07,44.373,933.0,,70,25,stable shallow crust,-1.1344,0.89,0.13,6.8,0.3,129,26,283,2,WC1994,4N 76E 25-70 km depth,4N_76E_2,,,
76,20,0.0006,5.5,107,5.6075e-06,0,933.0,933,70,25,stable shallow crust,-0.35623,0.89,0.13,6.8,0.3,129,26,283,2,WC1994,20N 76E 25-70 km depth,20N_76E_2,,,
76,21,0.0044,5.5,107,4.1121e-05,0,933.0,933,70,25,stable shallow crust,0.50907,0.89,0.13,6.8,0.3,129,26,283,2,WC1994,21N 76E 25-70 km depth,21N_76E_2,-5.25,-5.1,
76,22,0.0011,5.5,107,1.028e-05,0,933.0,933,70,25,stable shallow crust,-0.092991,0.89,0.13,6.8,0.3,129,26,283,2,WC1994,22N 76E 25-70 km depth,22N_76E_2,,,
76,27,0.0001,5.5,107,9.3458e-07,0,932.0,932,70,25,stable shallow crust,-0.91438,0.93,0.1,6.5,0.3,8,67,239,2,WC1994,27N 76E 25-70 km depth,27N_76E_2,,,
76,28,0.0026,5.5,107,2.4299e-05,0,932.0,932,70,25,stable shallow crust,0.50059,0.93,0.1,6.5,0.3,8,67,239,2,WC1994,28N 76E 25-70 km depth,28N_76E_2,-5.72,-6.18,
76,29,0.0026,5.5,107,2.4299e-05,0,932.0,932,70,25,stable shallow crust,0.50059,0.93,0.1,6.5,0.3,8,67,239,2,WC1994,29N 76E 25-70 km depth,29N_76E_2,-5.72,-6.18,
76,30,0.002,5.5,107,1.8692e-05,0,932.0,932,70,25,stable shallow crust,0.38665,0.93,0.1,6.5,0.3,8,67,239,2,WC1994,30N 76E 25-70 km depth,30N_76E_2,,,
76,31,0.0048,5.5,107,4.486e-05,0,932.0,932,70,25,stable shallow crust,0.76686,0.93,0.1,6.5,0.3,8,67,239,2,WC1994,31N 76E 25-70 km depth,31N_76E_2,-4.65,-5.11,
76,31,0.0048,5.5,107,4.486e-05,0,97.0,97,70,25,subduction interface,0.76686,0.93,0.12,7.2,0.4,-2,77,196,2,StrasserInterface,31N 76E 25-70 km depth,31N_76E_2,-4.65,-4.89,-7.03
76,31,0.0048,5.5,107,4.486e-05,0,98.0,98,70,25,subduction interface,2.0869,1.17,0.1,7.1,0.4,-108,89,322,2,StrasserInterface,31N 76E 25-70 km depth,31N_76E_2,-4.36,-4.94,-6.15
76,32,0.0015,5.5,107,1.4019e-05,0,98.0,98,70,25,subduction interface,1.5817,1.17,0.1,7.1,0.4,-108,89,322,2,StrasserInterface,32N 76E 25-70 km depth,32N_76E_2,-4.9,-5.45,-6.76
76,33,0.0095,5.5,107,8.8785e-05,0,98.0,98,70,25,subduction interface,2.3833,1.17,0.1,7.1,0.4,-108,89,322,2,StrasserInterface,33N 76E 25-70 km depth,33N_76E_2,-4.06,-4.64,-5.83
76,34,0.0027,5.5,107,2.5234e-05,0,98.0,98,70,25,subduction interface,1.837,1.17,0.1,7.1,0.4,-108,89,322,2,StrasserInterface,34N 76E 25-70 km depth,34N_76E_2,-4.62,-5.19,-6.43
76,35,0.0004,5.5,107,3.7383e-06,0,103.0,103,70,25,subduction interface,0.84268,1.14,0.09,7.2,0.4,-36,70,225,2,StrasserInterface,35N 76E 25-70 km depth,35N_76E_2,-5.76,-6.06,
76,36,0.0035,5.5,107,3.271e-05,0,100.0,100,70,25,subduction interface,1.3997,1.07,0.09,7.1,0.4,-13,89,89,2,StrasserInterface,36N 76E 25-70 km depth,36N_76E_2,-4.55,-5.04,-6.29
76,37,0.0053,5.5,107,4.9533e-05,0,91.0,91,70,25,subduction interface,0.91989,0.95,0.11,7.4,0.3,16,33,63,2,StrasserInterface,37N 76E 25-70 km depth,37N_76E_2,-4.5,-4.84,-5.99
76,38,0.0031,5.5,107,2.8972e-05,0,91.0,91,70,25,subduction interface,0.68698,0.95,0.11,7.4,0.3,16,33,63,2,StrasserInterface,38N 76E 25-70 km depth,38N_76E_2,-4.95,-5.11,-6.59
76,39,0.013,5.5,107,0.0001215,0,87.0,87,70,25,subduction interface,2.4646,1.16,0.06,8.1,0.3,166,89,150,2,StrasserInterface,39N 76E 25-70 km depth,39N_76E_2,-3.92,-4.5,-5.66
76,40,0.0323,5.5,107,0.00030187,0,87.0,,70,25,subduction interface,2.8598,1.16,0.06,8.1,0.3,166,89,150,2,StrasserInterface,40N 76E 25-70 km depth,40N_76E_2,-3.52,-4.1,-5.26
77,3,0.0006,5.5,107,5.6075e-06,0,933.0,933,70,25,stable shallow crust,-0.35623,0.89,0.13,6.8,0.3,129,26,283,2,WC1994,3N 77E 25-70 km depth,3N_77E_2,,,
77,4,0.0033,5.5,107,3.0841e-05,0,933.0,933,70,25,stable shallow crust,0.38413,0.89,0.13,6.8,0.3,129,26,283,2,WC1994,4N 77E 25-70 km depth,4N_77E_2,,-5.38,
77,5,0.0006,5.5,107,5.6075e-06,0,933.0,933,70,25,stable shallow crust,-0.35623,0.89,0.13,6.8,0.3,129,26,283,2,WC1994,5N 77E 25-70 km depth,5N_77E_2,,,
77,20,0.0001,5.5,107,9.3458e-07,0,933.0,933,70,25,stable shallow crust,-1.1344,0.89,0.13,6.8,0.3,129,26,283,2,WC1994,20N 77E 25-70 km depth,20N_77E_2,,,
77,21,0.0006,5.5,107,5.6075e-06,0,933.0,933,70,25,stable shallow crust,-0.35623,0.89,0.13,6.8,0.3,129,26,283,2,WC1994,21N 77E 25-70 km depth,21N_77E_2,,,
77,22,0.0001,5.5,107,9.3458e-07,0,933.0,933,70,25,stable shallow crust,-1.1344,0.89,0.13,6.8,0.3,129,26,283,2,WC1994,22N 77E 25-70 km depth,22N_77E_2,,,
77,28,0.0003,5.5,107,2.8037e-06,0,932.0,932,70,25,stable shallow crust,-0.43726,0.93,0.1,6.5,0.3,8,67,239,2,WC1994,28N 77E 25-70 km depth,28N_77E_2,,,
77,29,0.0003,5.5,107,2.8037e-06,0,932.0,932,70,25,stable shallow crust,-0.43726,0.93,0.1,6.5,0.3,8,67,239,2,WC1994,29N 77E 25-70 km depth,29N_77E_2,,,
77,30,0.0004,5.5,107,3.7383e-06,0,932.0,932,70,25,stable shallow crust,-0.31232,0.93,0.1,6.5,0.3,8,67,239,2,WC1994,30N 77E 25-70 km depth,30N_77E_2,,,
77,31,0.0024,5.5,107,2.243e-05,0,110.0,110,70,25,subduction interface,-0.35917,0.78,0.06,8.8,0.2,82,23,290,2,StrasserInterface,31N 77E 25-70 km depth,31N_77E_2,,,
77,32,0.002,5.5,107,1.8692e-05,0,98.0,98,70,25,subduction interface,1.7066,1.17,0.1,7.1,0.4,-108,89,322,2,StrasserInterface,32N 77E 25-70 km depth,32N_77E_2,-4.76,-5.32,-6.59
77,33,0.0066,5.5,107,6.1682e-05,0,98.0,98,70,25,subduction interface,2.2252,1.17,0.1,7.1,0.4,-108,89,322,2,StrasserInterface,33N 77E 25-70 km depth,33N_77E_2,-4.22,-4.8,-6
77,34,0.0023,5.5,107,2.1495e-05,0,103.0,103,70,25,subduction interface,1.6023,1.14,0.09,7.2,0.4,-36,70,225,2,StrasserInterface,34N 77E 25-70 km depth,34N_77E_2,-4.71,-5.25,-6.48
77,35,0.0029,5.5,107,2.7103e-05,0,100.0,100,70,25,subduction interface,1.318,1.07,0.09,7.1,0.4,-13,89,89,2,StrasserInterface,35N 77E 25-70 km depth,35N_77E_2,-4.65,-5.12,-6.43
77,36,0.0047,5.5,107,4.3925e-05,0,100.0,100,70,25,subduction interface,1.5277,1.07,0.09,7.1,0.4,-13,89,89,2,StrasserInterface,36N 77E 25-70 km depth,36N_77E_2,-4.4,-4.91,-6.1
77,37,0.0049,5.5,107,4.5794e-05,0,91.0,91,70,25,subduction interface,0.88581,0.95,0.11,7.4,0.3,16,33,63,2,StrasserInterface,37N 77E 25-70 km depth,37N_77E_2,-4.55,-4.87,-6.05
77,38,0.0044,5.5,107,4.1121e-05,0,91.0,91,70,25,subduction interface,0.83907,0.95,0.11,7.4,0.3,16,33,63,2,StrasserInterface,38N 77E 25-70 km depth,38N_77E_2,-4.63,-4.93,-6.15
77,39,0.0116,5.5,107,0.00010841,0,87.0,87,70,25,subduction interface,2.4151,1.16,0.06,8.1,0.3,166,89,150,2,StrasserInterface,39N 77E 25-70 km depth,39N_77E_2,-3.97,-4.55,-5.71
77,40,0.0392,5.5,107,0.00036636,0,87.0,,70,25,subduction interface,2.9439,1.16,0.06,8.1,0.3,166,89,150,2,StrasserInterface,40N 77E 25-70 km depth,40N_77E_2,-3.44,-4.02,-5.18
