longitude,latitude,mmin,duration,lambda,nu,distance,zoneid,in zoneid,tectonic subregion,a,b,mmax,name,id,logN_5.0-6.0,logN_6.0-7.0,logN_7.0-8.0
64.0,27.0,5.5,106,5.660377358490565e-06,0.0006,0.0,14.0,14.0,subduction interface,-1.2871546148811266,0.72,8.6,27N 64E 0-25 km depth,27N64Ez14p0,,,
65.0,25.0,5.5,106,3.4905660377358495e-05,0.0037,0.0,14.0,14.0,subduction interface,-0.49710414119777546,0.72,8.6,25N 65E 0-25 km depth,25N65Ez14p0,,,
65.0,26.0,5.5,106,3.679245283018868e-05,0.0039,0.0,14.0,14.0,subduction interface,-0.4742412582382709,0.72,8.6,26N 65E 0-25 km depth,26N65Ez14p0,,,
65.0,27.0,5.5,106,8.30188679245283e-05,0.0088,0.0,14.0,14.0,subduction interface,-0.12082319311460132,0.72,8.6,27N 65E 0-25 km depth,27N65Ez14p0,,,
66.0,25.0,5.5,106,1.320754716981132e-05,0.0014,0.0,14.0,14.0,subduction interface,-0.9191778295865323,0.72,8.6,25N 66E 0-25 km depth,25N66Ez14p0,,,
60.0,24.0,5.5,106,2.8301886792452827e-06,0.0003,4.468333773902151,14.0,,subduction interface,-1.5881846105451078,0.72,8.6,24N 60E 0-25 km depth,24N60Ez14p0,,,
60.0,25.0,5.5,106,1.6037735849056604e-05,0.0017,3.0306090807082433,14.0,,subduction interface,-0.8348569438864963,0.72,8.6,25N 60E 0-25 km depth,25N60Ez14p0,,,
60.0,26.0,5.5,106,3.113207547169811e-05,0.0033,1.5958313313419474,14.0,,subduction interface,-0.5467919253868825,0.72,8.6,26N 60E 0-25 km depth,26N60Ez14p0,,,
60.0,27.0,5.5,106,3.396226415094339e-05,0.0036,0.16339418912994233,14.0,,subduction interface,-0.5090033644974827,0.72,8.6,27N 60E 0-25 km depth,27N60Ez14p0,,,
62.0,28.0,5.5,106,3.7735849056603777e-06,0.0004,72.6884869530679,14.0,,subduction interface,-1.463245873936808,0.72,8.6,28N 62E 0-25 km depth,28N62Ez14p0,,,
63.0,28.0,5.5,106,2.641509433962264e-05,0.0028,61.23631060886053,14.0,,subduction interface,-0.618147833922551,0.72,8.6,28N 63E 0-25 km depth,28N63Ez14p0,,,
64.0,28.0,5.5,106,3.30188679245283e-05,0.0035,50.56583036533874,14.0,,subduction interface,-0.5212378209144948,0.72,8.6,28N 64E 0-25 km depth,28N64Ez14p0,,,
63.0,23.0,5.5,106,2.8301886792452827e-06,0.0003,0.0,903.0,903.0,active shallow crust,0.6118153894548923,1.12,7.0,23N 63E 0-25 km depth,23N63Ez903p0,-6.5,-6.23,
64.0,22.0,5.5,106,2.8301886792452827e-06,0.0003,0.0,903.0,903.0,active shallow crust,0.6118153894548923,1.12,7.0,22N 64E 0-25 km depth,22N64Ez903p0,-6.5,-6.23,
64.0,23.0,5.5,106,3.4905660377358495e-05,0.0037,0.0,903.0,903.0,active shallow crust,1.7028958588022247,1.12,7.0,23N 64E 0-25 km depth,23N64Ez903p0,-4.49,-5.03,-6.27
64.0,24.0,5.5,106,2.264150943396226e-05,0.0024,0.0,903.0,903.0,active shallow crust,1.514905376446836,1.12,7.0,24N 64E 0-25 km depth,24N64Ez903p0,-4.7,-5.22,-6.55
65.0,22.0,5.5,106,2.8301886792452827e-06,0.0003,0.0,903.0,903.0,active shallow crust,0.6118153894548923,1.12,7.0,22N 65E 0-25 km depth,22N65Ez903p0,-6.5,-6.23,
65.0,23.0,5.5,106,4.245283018867924e-05,0.0045,0.0,903.0,903.0,active shallow crust,1.7879066485105737,1.12,7.0,23N 65E 0-25 km depth,23N65Ez903p0,-4.4,-4.94,-6.16
65.0,24.0,5.5,106,4.4339622641509434e-05,0.0047,0.0,903.0,903.0,active shallow crust,1.8067919926709477,1.12,7.0,24N 65E 0-25 km depth,24N65Ez903p0,-4.38,-4.92,-6.13
66.0,23.0,5.5,106,1.0377358490566038e-05,0.0011,0.0,903.0,903.0,active shallow crust,1.176086819893455,1.12,7.0,23N 66E 0-25 km depth,23N66Ez903p0,-5.1,-5.57,-7.58
66.0,24.0,5.5,106,1.981132075471698e-05,0.0021,0.0,903.0,903.0,active shallow crust,1.4569134294691493,1.12,7.0,24N 66E 0-25 km depth,24N66Ez903p0,-4.76,-5.28,-6.65
67.0,24.0,5.5,106,9.433962264150944e-07,0.0001,0.0,903.0,903.0,active shallow crust,0.13469413473522973,1.12,7.0,24N 67E 0-25 km depth,24N67Ez903p0,,-7.16,
67.0,25.0,5.5,106,2.8301886792452827e-06,0.0003,0.0,903.0,903.0,active shallow crust,0.6118153894548923,1.12,7.0,25N 67E 0-25 km depth,25N67Ez903p0,-6.5,-6.23,
65.0,28.0,5.5,106,0.0001018867924528302,0.0108,0.0,15.0,15.0,subduction interface,1.3981178902221791,0.98,8.3,28N 65E 0-25 km depth,28N65Ez15p0,-4.05,-4.5,-5.48
65.0,29.0,5.5,106,0.00011037735849056604,0.0117,0.0,15.0,15.0,subduction interface,1.432879996481391,0.98,8.3,29N 65E 0-25 km depth,29N65Ez15p0,-4.01,-4.46,-5.44
65.0,30.0,5.5,106,4.811320754716982e-05,0.0051,0.0,15.0,15.0,subduction interface,1.072264310833166,0.98,8.3,30N 65E 0-25 km depth,30N65Ez15p0,-4.45,-4.85,-5.83
66.0,26.0,5.5,106,7.075471698113208e-05,0.0075,0.0,15.0,15.0,subduction interface,1.2397553981269294,0.98,8.3,26N 66E 0-25 km depth,26N66Ez15p0,-4.24,-4.67,-5.65
66.0,27.0,5.5,106,0.00023396226415094338,0.0248,0.0,15.0,15.0,subduction interface,1.7591458155614457,0.98,8.3,27N 66E 0-25 km depth,27N66Ez15p0,-3.65,-4.13,-5.11
66.0,28.0,5.5,106,0.00024622641509433965,0.0261,0.0,15.0,15.0,subduction interface,1.7813346420735106,0.98,8.3,28N 66E 0-25 km depth,28N66Ez15p0,-3.63,-4.11,-5.09
66.0,29.0,5.5,106,0.00027264150943396225,0.0289,0.0,15.0,15.0,subduction interface,1.8255919774917775,0.98,8.3,29N 66E 0-25 km depth,29N66Ez15p0,-3.58,-4.06,-5.04
66.0,30.0,5.5,106,0.00021226415094339622,0.0225,0.0,15.0,15.0,subduction interface,1.716876652846592,0.98,8.3,30N 66E 0-25 km depth,30N66Ez15p0,-3.7,-4.17,-5.15
66.0,31.0,5.5,106,8.490566037735848e-05,0.009,0.0,15.0,15.0,subduction interface,1.3189366441745545,0.98,8.3,31N 66E 0-25 km depth,31N66Ez15p0,-4.14,-4.58,-5.56
67.0,26.0,5.5,106,6.50943396226415e-05,0.0069,0.0,15.0,15.0,subduction interface,1.203543225472485,0.98,8.3,26N 67E 0-25 km depth,26N67Ez15p0,-4.28,-4.7,-5.68
67.0,27.0,5.5,106,0.00013773584905660377,0.0146,0.0,15.0,15.0,subduction interface,1.5290469905196664,0.98,8.3,27N 67E 0-25 km depth,27N67Ez15p0,-3.9,-4.36,-5.34
67.0,28.0,5.5,106,0.00014245283018867925,0.0151,0.0,15.0,15.0,subduction interface,1.543671082028399,0.98,8.3,28N 67E 0-25 km depth,28N67Ez15p0,-3.89,-4.35,-5.33
67.0,29.0,5.5,106,0.00032641509433962263,0.0346,0.0,15.0,15.0,subduction interface,1.903770233528006,0.98,8.3,29N 67E 0-25 km depth,29N67Ez15p0,-3.5,-3.98,-4.96
67.0,30.0,5.5,106,0.0004179245283018868,0.0443,0.0,15.0,15.0,subduction interface,2.011097860958299,0.98,8.3,30N 67E 0-25 km depth,30N67Ez15p0,-3.39,-3.87,-4.85
68.0,26.0,5.5,106,5.660377358490565e-06,0.0006,0.0,15.0,15.0,subduction interface,0.14284538511887312,0.98,8.3,26N 68E 0-25 km depth,26N68Ez15p0,,-6.29,-7.27
68.0,27.0,5.5,106,1.6981132075471696e-05,0.0018,0.0,15.0,15.0,subduction interface,0.6199666398385357,0.98,8.3,27N 68E 0-25 km depth,27N68Ez15p0,-5.36,-5.38,-6.36
68.0,28.0,5.5,106,3.5849056603773584e-05,0.0038,0.0,15.0,15.0,subduction interface,0.9444777313520394,0.98,8.3,28N 68E 0-25 km depth,28N68Ez15p0,-4.63,-4.99,-5.97
68.0,29.0,5.5,106,0.00023396226415094338,0.0248,0.0,15.0,15.0,subduction interface,1.7591458155614457,0.98,8.3,29N 68E 0-25 km depth,29N68Ez15p0,-3.65,-4.13,-5.11
63.0,29.0,5.5,106,1.6037735849056604e-05,0.0017,171.0063171005555,15.0,,subduction interface,0.5951430561135034,0.98,8.3,29N 63E 0-25 km depth,29N63Ez15p0,-5.46,-5.41,-6.39
63.0,30.0,5.5,106,1.2264150943396227e-05,0.0013,187.34106858247446,15.0,,subduction interface,0.4786374870420662,0.98,8.3,30N 63E 0-25 km depth,30N63Ez15p0,,-5.58,-6.56
63.0,31.0,5.5,106,8.490566037735848e-06,0.0009,203.61739804681332,15.0,,subduction interface,0.3189366441745545,0.98,8.3,31N 63E 0-25 km depth,31N63Ez15p0,,-5.84,-6.82
64.0,29.0,5.5,106,3.679245283018868e-05,0.0039,74.99376294834019,15.0,,subduction interface,0.9557587417617288,0.98,8.3,29N 64E 0-25 km depth,29N64Ez15p0,-4.62,-4.98,-5.96
64.0,30.0,5.5,106,4.528301886792452e-05,0.0048,92.2796252005791,15.0,,subduction interface,1.0459353721108169,0.98,8.3,30N 64E 0-25 km depth,30N64Ez15p0,-4.49,-4.88,-5.86
64.0,31.0,5.5,106,7.5471698113207555e-06,0.0008,109.5358980353383,15.0,,subduction interface,0.26778412172717303,0.98,8.3,31N 64E 0-25 km depth,31N64Ez15p0,,-5.95,-6.93
64.0,32.0,5.5,106,9.433962264150944e-07,0.0001,126.7573082966074,15.0,,subduction interface,-0.6353058652647707,0.98,8.3,32N 64E 0-25 km depth,32N64Ez15p0,,,
65.0,31.0,5.5,106,1.0377358490566038e-05,0.0011,15.520883858571407,15.0,,subduction interface,0.40608681989345463,0.98,8.3,31N 65E 0-25 km depth,31N65Ez15p0,,-5.69,-6.67
65.0,32.0,5.5,106,3.7735849056603777e-06,0.0004,33.75048162170267,15.0,,subduction interface,-0.03324587393680822,0.98,8.3,32N 65E 0-25 km depth,32N65Ez15p0,,,
66.0,32.0,5.5,106,4.528301886792452e-05,0.0048,0.0,8.0,8.0,active shallow crust,0.165935372110817,0.82,8.3,32N 66E 0-25 km depth,32N66Ez8p0,,-5.25,-6.07
66.0,33.0,5.5,106,2.830188679245283e-05,0.003,0.0,8.0,8.0,active shallow crust,-0.03818461054510802,0.82,8.3,33N 66E 0-25 km depth,33N66Ez8p0,,,
67.0,31.0,5.5,106,0.00017452830188679244,0.0185,0.0,8.0,8.0,active shallow crust,0.7518658631382431,0.82,8.3,31N 67E 0-25 km depth,31N67Ez8p0,-4.02,-4.25,-5.07
67.0,32.0,5.5,106,7.547169811320755e-05,0.008,0.0,8.0,8.0,active shallow crust,0.38778412172717314,0.82,8.3,32N 67E 0-25 km depth,32N67Ez8p0,,-4.76,-5.58
67.0,33.0,5.5,106,5.471698113207547e-05,0.0058,0.0,8.0,8.0,active shallow crust,0.24812212829816715,0.82,8.3,33N 67E 0-25 km depth,33N67Ez8p0,,-5.03,-5.85
67.0,34.0,5.5,106,1.132075471698113e-05,0.0012,0.0,8.0,8.0,active shallow crust,-0.4361246192171455,0.82,8.3,34N 67E 0-25 km depth,34N67Ez8p0,,,
68.0,32.0,5.5,106,5.943396226415094e-05,0.0063,0.0,8.0,8.0,active shallow crust,0.2840346841888115,0.82,8.3,32N 68E 0-25 km depth,32N68Ez8p0,,-4.95,-5.77
68.0,33.0,5.5,106,6.981132075471699e-05,0.0074,0.0,8.0,8.0,active shallow crust,0.3539258544662056,0.82,8.3,33N 68E 0-25 km depth,33N68Ez8p0,,-4.82,-5.64
68.0,34.0,5.5,106,3.396226415094339e-05,0.0036,0.0,8.0,8.0,active shallow crust,0.04099663550251709,0.82,8.3,34N 68E 0-25 km depth,34N68Ez8p0,,-5.92,-6.74
68.0,35.0,5.5,106,9.245283018867924e-05,0.0098,0.0,8.0,8.0,active shallow crust,0.4759202104277245,0.82,8.3,35N 68E 0-25 km depth,35N68Ez8p0,-4.89,-4.62,-5.44
69.0,33.0,5.5,106,0.0001,0.0106,0.0,8.0,8.0,active shallow crust,0.5099999999999998,0.82,8.3,33N 69E 0-25 km depth,33N69Ez8p0,-4.69,-4.57,-5.39
69.0,34.0,5.5,106,0.00018962264150943395,0.0201,0.0,8.0,8.0,active shallow crust,0.7878901921557184,0.82,8.3,34N 69E 0-25 km depth,34N69Ez8p0,-3.96,-4.21,-5.03
69.0,35.0,5.5,106,0.00016509433962264152,0.0175,0.0,8.0,8.0,active shallow crust,0.7277321834215238,0.82,8.3,35N 69E 0-25 km depth,35N69Ez8p0,-4.07,-4.28,-5.1
70.0,34.0,5.5,106,0.00025660377358490566,0.0272,0.0,8.0,8.0,active shallow crust,0.9192630387694285,0.82,8.3,34N 70E 0-25 km depth,34N70Ez8p0,-3.75,-4.06,-4.88
70.0,35.0,5.5,106,0.00019716981132075472,0.0209,0.0,8.0,8.0,active shallow crust,0.8048404208462836,0.82,8.3,35N 70E 0-25 km depth,35N70Ez8p0,-3.93,-4.19,-5.01
71.0,35.0,5.5,106,8.490566037735848e-05,0.009,0.0,8.0,8.0,active shallow crust,0.4389366441745546,0.82,8.3,35N 71E 0-25 km depth,35N71Ez8p0,-5.26,-4.68,-5.5
72.0,36.0,5.5,106,5.377358490566038e-05,0.0057,0.0,8.0,8.0,active shallow crust,0.24056899040772084,0.82,8.3,36N 72E 0-25 km depth,36N72Ez8p0,,-5.05,-5.87
65.0,33.0,5.5,106,2.8301886792452827e-06,0.0003,59.5354427473767,8.0,,active shallow crust,-1.038184610545108,0.82,8.3,33N 65E 0-25 km depth,33N65Ez8p0,,,
66.0,34.0,5.5,106,1.8867924528301889e-06,0.0002,28.799102276172743,8.0,,active shallow crust,-1.2142758696007894,0.82,8.3,34N 66E 0-25 km depth,34N66Ez8p0,,,
66.0,35.0,5.5,106,5.660377358490565e-06,0.0006,80.62945694395705,8.0,,active shallow crust,-0.7371546148811268,0.82,8.3,35N 66E 0-25 km depth,35N66Ez8p0,,,
67.0,35.0,5.5,106,5.471698113207547e-05,0.0058,0.3755663306811539,8.0,,active shallow crust,0.24812212829816715,0.82,8.3,35N 67E 0-25 km depth,35N67Ez8p0,,-5.03,-5.85
68.0,30.0,5.5,106,0.000549056603773585,0.0582,0.0,16.0,16.0,subduction interface,1.579617119385118,0.88,8.3,30N 68E 0-25 km depth,30N68Ez16p0,-3.29,-3.71,-4.59
68.0,31.0,5.5,106,0.00017075471698113208,0.0181,0.0,16.0,16.0,subduction interface,1.072372709604414,0.88,8.3,31N 68E 0-25 km depth,31N68Ez16p0,-3.88,-4.25,-5.13
69.0,29.0,5.5,106,0.00012169811320754716,0.0129,0.0,16.0,16.0,subduction interface,0.9252838450344787,0.88,8.3,29N 69E 0-25 km depth,29N69Ez16p0,-4.09,-4.41,-5.29
69.0,30.0,5.5,106,0.00037169811320754713,0.0394,0.0,16.0,16.0,subduction interface,1.4101903565608036,0.88,8.3,30N 69E 0-25 km depth,30N69Ez16p0,-3.48,-3.89,-4.77
69.0,31.0,5.5,106,0.00017264150943396226,0.0183,0.0,16.0,16.0,subduction interface,1.0771452244656592,0.88,8.3,31N 69E 0-25 km depth,31N69Ez16p0,-3.88,-4.24,-5.12
69.0,32.0,5.5,106,9.245283018867924e-05,0.0098,0.0,16.0,16.0,subduction interface,0.8059202104277245,0.88,8.3,32N 69E 0-25 km depth,32N69Ez16p0,-4.28,-4.55,-5.43
70.0,29.0,5.5,106,3.7735849056603776e-05,0.004,0.0,16.0,16.0,subduction interface,0.41675412606319195,0.88,8.3,29N 70E 0-25 km depth,29N70Ez16p0,,-5.07,-5.95
70.0,30.0,5.5,106,0.00021226415094339622,0.0225,0.0,16.0,16.0,subduction interface,1.1668766528465921,0.88,8.3,30N 70E 0-25 km depth,30N70Ez16p0,-3.76,-4.14,-5.02
70.0,31.0,5.5,106,0.00022075471698113208,0.0234,0.0,16.0,16.0,subduction interface,1.1839099921453724,0.88,8.3,31N 70E 0-25 km depth,31N70Ez16p0,-3.74,-4.13,-5.01
70.0,32.0,5.5,106,0.00012830188679245283,0.0136,0.0,16.0,16.0,subduction interface,0.9482330431054473,0.88,8.3,32N 70E 0-25 km depth,32N70Ez16p0,-4.05,-4.38,-5.26
71.0,30.0,5.5,106,0.00011415094339622641,0.0121,0.0,16.0,16.0,subduction interface,0.8974795050516797,0.88,8.3,30N 71E 0-25 km depth,30N71Ez16p0,-4.13,-4.44,-5.32
68.0,36.0,5.5,106,0.00020566037735849057,0.0218,0.0,5.0,5.0,subduction interface,1.3181506283398345,0.91,7.8,36N 68E 0-25 km depth,36N68Ez5p0,-3.75,-4.16,-5.08
68.0,37.0,5.5,106,0.00020283018867924528,0.0215,0.0,5.0,5.0,subduction interface,1.3121325946508349,0.91,7.8,37N 68E 0-25 km depth,37N68Ez5p0,-3.76,-4.17,-5.09
69.0,36.0,5.5,106,0.00039622641509433966,0.042,0.0,5.0,5.0,subduction interface,1.6029434251331303,0.91,7.8,36N 69E 0-25 km depth,36N69Ez5p0,-3.43,-3.87,-4.78
69.0,37.0,5.5,106,0.0002660377358490566,0.0282,0.0,5.0,5.0,subduction interface,1.4299432430545909,0.91,7.8,37N 69E 0-25 km depth,37N69Ez5p0,-3.62,-4.05,-4.97
70.0,38.0,5.5,106,0.00018396226415094339,0.0195,0.0,5.0,5.0,subduction interface,1.2697287460977478,0.91,7.8,38N 70E 0-25 km depth,38N70Ez5p0,-3.81,-4.21,-5.14
67.0,36.0,5.5,106,8.490566037735848e-05,0.009,37.70736628260285,5.0,,subduction interface,0.9339366441745547,0.91,7.8,36N 67E 0-25 km depth,36N67Ez5p0,-4.25,-4.58,-5.52
69.0,22.0,5.5,106,1.8867924528301889e-06,0.0002,0.0,66.0,66.0,stable shallow crust,-0.9942758696007896,0.86,7.0,22N 69E 0-25 km depth,22N69Ez66p0,,,
70.0,22.0,5.5,106,1.2264150943396227e-05,0.0013,0.0,66.0,66.0,stable shallow crust,-0.18136251295793393,0.86,7.0,22N 70E 0-25 km depth,22N70Ez66p0,,,
71.0,22.0,5.5,106,3.7735849056603777e-06,0.0004,0.0,66.0,66.0,stable shallow crust,-0.6932458739368084,0.86,7.0,22N 71E 0-25 km depth,22N71Ez66p0,,,
69.0,23.0,5.5,106,1.6981132075471696e-05,0.0018,0.0,63.0,63.0,stable shallow crust,0.4549666398385357,0.95,8.2,23N 69E 0-25 km depth,23N69Ez63p0,,-5.43,-6.38
69.0,24.0,5.5,106,1.132075471698113e-05,0.0012,0.0,63.0,63.0,stable shallow crust,0.27887538078285434,0.95,8.2,24N 69E 0-25 km depth,24N69Ez63p0,,-5.75,-6.7
69.0,25.0,5.5,106,1.5094339622641511e-05,0.0016,0.0,63.0,63.0,stable shallow crust,0.40381411739115425,0.95,8.2,25N 69E 0-25 km depth,25N69Ez63p0,,-5.51,-6.46
70.0,23.0,5.5,106,0.00011037735849056604,0.0117,0.0,63.0,63.0,stable shallow crust,1.267879996481391,0.95,8.2,23N 70E 0-25 km depth,23N70Ez63p0,-4.03,-4.46,-5.41
70.0,24.0,5.5,106,8.39622641509434e-05,0.0089,0.0,63.0,63.0,stable shallow crust,1.1490841413801425,0.95,8.2,24N 70E 0-25 km depth,24N70Ez63p0,-4.18,-4.58,-5.53
70.0,25.0,5.5,106,8.39622641509434e-05,0.0089,0.0,63.0,63.0,stable shallow crust,1.1490841413801425,0.95,8.2,25N 70E 0-25 km depth,25N70Ez63p0,-4.18,-4.58,-5.53
71.0,23.0,5.5,106,4.7169811320754715e-05,0.005,0.0,63.0,63.0,stable shallow crust,0.898664139071248,0.95,8.2,23N 71E 0-25 km depth,23N71Ez63p0,-4.53,-4.86,-5.81
71.0,24.0,5.5,106,4.528301886792452e-05,0.0048,0.0,63.0,63.0,stable shallow crust,0.8809353721108169,0.95,8.2,24N 71E 0-25 km depth,24N71Ez63p0,-4.56,-4.88,-5.83
71.0,25.0,5.5,106,7.075471698113208e-05,0.0075,0.0,63.0,63.0,stable shallow crust,1.0747553981269293,0.95,8.2,25N 71E 0-25 km depth,25N71Ez63p0,-4.28,-4.66,-5.61
69.0,26.0,5.5,106,2.8301886792452827e-06,0.0003,0.0,919.0,919.0,stable shallow crust,-1.5881846105451078,0.72,7.2,26N 69E 0-25 km depth,26N69Ez919p0,,,
69.0,27.0,5.5,106,9.433962264150944e-07,0.0001,0.0,919.0,919.0,stable shallow crust,-2.0653058652647704,0.72,7.2,27N 69E 0-25 km depth,27N69Ez919p0,,,
69.0,28.0,5.5,106,7.5471698113207555e-06,0.0008,0.0,919.0,919.0,stable shallow crust,-1.1622158782728267,0.72,7.2,28N 69E 0-25 km depth,28N69Ez919p0,,,
70.0,26.0,5.5,106,3.113207547169811e-05,0.0033,0.0,919.0,919.0,stable shallow crust,-0.5467919253868825,0.72,7.2,26N 70E 0-25 km depth,26N70Ez919p0,,,
70.0,27.0,5.5,106,1.5094339622641511e-05,0.0016,0.0,919.0,919.0,stable shallow crust,-0.8611858826088454,0.72,7.2,27N 70E 0-25 km depth,27N70Ez919p0,,,
70.0,28.0,5.5,106,9.433962264150944e-07,0.0001,0.0,919.0,919.0,stable shallow crust,-2.0653058652647704,0.72,7.2,28N 70E 0-25 km depth,28N70Ez919p0,,,
71.0,26.0,5.5,106,8.20754716981132e-05,0.0087,0.0,919.0,919.0,stable shallow crust,-0.1257866126461522,0.72,7.2,26N 71E 0-25 km depth,26N71Ez919p0,,,
71.0,27.0,5.5,106,5.8490566037735845e-05,0.0062,0.0,919.0,919.0,stable shallow crust,-0.2729141757665161,0.72,7.2,27N 71E 0-25 km depth,27N71Ez919p0,,,
71.0,28.0,5.5,106,1.8867924528301889e-06,0.0002,0.0,919.0,919.0,stable shallow crust,-1.7642758696007892,0.72,7.2,28N 71E 0-25 km depth,28N71Ez919p0,,,
71.0,29.0,5.5,106,1.7924528301886792e-05,0.0019,0.0,919.0,919.0,stable shallow crust,-0.7865522643119416,0.72,7.2,29N 71E 0-25 km depth,29N71Ez919p0,,,
72.0,23.0,5.5,106,9.433962264150944e-07,0.0001,0.0,919.0,919.0,stable shallow crust,-2.0653058652647704,0.72,7.2,23N 72E 0-25 km depth,23N72Ez919p0,,,
72.0,24.0,5.5,106,2.8301886792452827e-06,0.0003,0.0,919.0,919.0,stable shallow crust,-1.5881846105451078,0.72,7.2,24N 72E 0-25 km depth,24N72Ez919p0,,,
72.0,25.0,5.5,106,1.320754716981132e-05,0.0014,0.0,919.0,919.0,stable shallow crust,-0.9191778295865323,0.72,7.2,25N 72E 0-25 km depth,25N72Ez919p0,,,
72.0,26.0,5.5,106,4.9056603773584906e-05,0.0052,0.0,919.0,919.0,stable shallow crust,-0.349302521629971,0.72,7.2,26N 72E 0-25 km depth,26N72Ez919p0,,,
72.0,27.0,5.5,106,3.7735849056603776e-05,0.004,0.0,919.0,919.0,stable shallow crust,-0.46324587393680794,0.72,7.2,27N 72E 0-25 km depth,27N72Ez919p0,,,
72.0,28.0,5.5,106,9.433962264150944e-07,0.0001,0.0,919.0,919.0,stable shallow crust,-2.0653058652647704,0.72,7.2,28N 72E 0-25 km depth,28N72Ez919p0,,,
72.0,29.0,5.5,106,4.716981132075472e-06,0.0005,0.0,919.0,919.0,stable shallow crust,-1.3663358609287517,0.72,7.2,29N 72E 0-25 km depth,29N72Ez919p0,,,
73.0,26.0,5.5,106,3.7735849056603777e-06,0.0004,0.0,919.0,919.0,stable shallow crust,-1.463245873936808,0.72,7.2,26N 73E 0-25 km depth,26N73Ez919p0,,,
73.0,27.0,5.5,106,2.8301886792452827e-06,0.0003,0.0,919.0,919.0,stable shallow crust,-1.5881846105451078,0.72,7.2,27N 73E 0-25 km depth,27N73Ez919p0,,,
73.0,29.0,5.5,106,1.8867924528301889e-06,0.0002,0.0,919.0,919.0,stable shallow crust,-1.7642758696007892,0.72,7.2,29N 73E 0-25 km depth,29N73Ez919p0,,,
74.0,29.0,5.5,106,7.5471698113207555e-06,0.0008,0.0,919.0,919.0,stable shallow crust,-1.1622158782728267,0.72,7.2,29N 74E 0-25 km depth,29N74Ez919p0,,,
75.0,29.0,5.5,106,1.8867924528301889e-06,0.0002,0.0,919.0,919.0,stable shallow crust,-1.7642758696007892,0.72,7.2,29N 75E 0-25 km depth,29N75Ez919p0,,,
75.0,30.0,5.5,106,1.132075471698113e-05,0.0012,0.0,919.0,919.0,stable shallow crust,-0.9861246192171453,0.72,7.2,30N 75E 0-25 km depth,30N75Ez919p0,,,
77.0,30.0,5.5,106,9.433962264150944e-07,0.0001,0.0,919.0,919.0,stable shallow crust,-2.0653058652647704,0.72,7.2,30N 77E 0-25 km depth,30N77Ez919p0,,,
78.0,28.0,5.5,106,7.5471698113207555e-06,0.0008,0.0,919.0,919.0,stable shallow crust,-1.1622158782728267,0.72,7.2,28N 78E 0-25 km depth,28N78Ez919p0,,,
