longitude,latitude,mmin,duration,lambda,nu,distance,zoneid,in zoneid,tectonic subregion,a,b,mmax,name,id,logN_5.0-6.0,logN_6.0-7.0,logN_7.0-8.0
61.0,24.0,5.5,106,8.490566037735848e-06,0.0009,0.0,14.0,14.0,subduction interface,-1.1110633558254452,0.72,8.6,24N 61E 0-25 km depth,24N61Ez14p0,,,
61.0,25.0,5.5,106,4.811320754716982e-05,0.0051,0.0,14.0,14.0,subduction interface,-0.35773568916683374,0.72,8.6,25N 61E 0-25 km depth,25N61Ez14p0,,,
61.0,26.0,5.5,106,6.320754716981132e-05,0.0067,0.0,14.0,14.0,subduction interface,-0.23923106256394355,0.72,8.6,26N 61E 0-25 km depth,26N61Ez14p0,,,
61.0,27.0,5.5,106,6.415094339622641e-05,0.0068,0.0,14.0,14.0,subduction interface,-0.23279695255853383,0.72,8.6,27N 61E 0-25 km depth,27N61Ez14p0,,,
62.0,24.0,5.5,106,4.716981132075472e-06,0.0005,0.0,14.0,14.0,subduction interface,-1.3663358609287517,0.72,8.6,24N 62E 0-25 km depth,24N62Ez14p0,,,
62.0,25.0,5.5,106,3.867924528301887e-05,0.0041,0.0,14.0,14.0,subduction interface,-0.452522008545035,0.72,8.6,25N 62E 0-25 km depth,25N62Ez14p0,,,
62.0,26.0,5.5,106,2.264150943396226e-05,0.0024,0.0,14.0,14.0,subduction interface,-0.6850946235531641,0.72,8.6,26N 62E 0-25 km depth,26N62Ez14p0,,,
62.0,27.0,5.5,106,1.4150943396226415e-05,0.0015,0.0,14.0,14.0,subduction interface,-0.8892146062090891,0.72,8.6,27N 62E 0-25 km depth,27N62Ez14p0,,,
63.0,24.0,5.5,106,1.132075471698113e-05,0.0012,0.0,14.0,14.0,subduction interface,-0.9861246192171453,0.72,8.6,24N 63E 0-25 km depth,24N63Ez14p0,,,
63.0,25.0,5.5,106,9.716981132075472e-05,0.0103,0.0,14.0,14.0,subduction interface,-0.052468640559598434,0.72,8.6,25N 63E 0-25 km depth,25N63Ez14p0,,,
63.0,26.0,5.5,106,3.113207547169811e-05,0.0033,0.0,14.0,14.0,subduction interface,-0.5467919253868825,0.72,8.6,26N 63E 0-25 km depth,26N63Ez14p0,,,
63.0,27.0,5.5,106,1.8867924528301889e-06,0.0002,0.0,14.0,14.0,subduction interface,-1.7642758696007892,0.72,8.6,27N 63E 0-25 km depth,27N63Ez14p0,,,
64.0,25.0,5.5,106,6.981132075471699e-05,0.0074,0.0,14.0,14.0,subduction interface,-0.1960741455337942,0.72,8.6,25N 64E 0-25 km depth,25N64Ez14p0,,,
64.0,26.0,5.5,106,2.547169811320755e-05,0.0027,0.0,14.0,14.0,subduction interface,-0.6339421011057826,0.72,8.6,26N 64E 0-25 km depth,26N64Ez14p0,,,
