longitude,latitude,mmin,duration,lambda,nu,zoneid,tectonic subregion,a,b,mmax,nearest,name,id
60.0,26.4,4.5,45,8.88999612467e-06,0.00040004982561,935,subduction intraslab Himalayas,-0.236098428347,1.07,7.2,1277.83963194,26.4N 60E 70-180 km depth,26p4N60Ez935
60.0,26.6,4.5,45,4.44499806234e-05,0.00200024912805,935,subduction intraslab Himalayas,0.462871575989,1.07,7.2,1262.98456877,26.6N 60E 70-180 km depth,26p6N60Ez935
60.0,26.8,4.5,45,0.000168909926369,0.0076009466866,935,subduction intraslab Himalayas,1.04265517261,1.07,7.2,1248.31696879,26.8N 60E 70-180 km depth,26p8N60Ez935
60.0,27.0,4.5,45,0.000471169794608,0.0212026407573,935,subduction intraslab Himalayas,1.48817744125,1.07,7.2,1233.84434148,27N 60E 70-180 km depth,27N60Ez935
60.0,27.2,4.5,45,0.00107568953109,0.0484060288989,153,subduction intraslab Himalayas,1.98168694197,1.1,7.9,1218.78671407,27.2N 60E 70-180 km depth,27p2N60Ez153
60.2,26.4,4.5,45,8.88999612467e-06,0.00040004982561,935,subduction intraslab Himalayas,-0.236098428347,1.07,7.2,1264.22565443,26.4N 60.2E 70-180 km depth,26p4N60p2Ez935
60.2,26.6,4.5,45,3.55599844987e-05,0.00160019930244,935,subduction intraslab Himalayas,0.365961562981,1.07,7.2,1249.21975817,26.6N 60.2E 70-180 km depth,26p6N60p2Ez935
60.2,26.8,4.5,45,0.000115569949621,0.00520064773293,935,subduction intraslab Himalayas,0.87784492396,1.07,7.2,1234.40027839,26.8N 60.2E 70-180 km depth,26p8N60p2Ez935
60.2,27.0,4.5,45,0.000328929856613,0.0148018435476,935,subduction intraslab Himalayas,1.33210329572,1.07,7.2,1219.77484194,27N 60.2E 70-180 km depth,27N60p2Ez935
60.2,27.2,4.5,45,0.000755649670597,0.0340042351769,935,subduction intraslab Himalayas,1.69332049737,1.07,7.2,1205.35133639,27.2N 60.2E 70-180 km depth,27p2N60p2Ez935
60.4,26.4,4.5,45,8.88999612467e-06,0.00040004982561,935,subduction intraslab Himalayas,-0.236098428347,1.07,7.2,1250.72606558,26.4N 60.4E 70-180 km depth,26p4N60p4Ez935
60.4,26.6,4.5,45,1.77799922493e-05,0.000800099651221,935,subduction intraslab Himalayas,0.0649315673167,1.07,7.2,1235.56712288,26.6N 60.4E 70-180 km depth,26p6N60p4Ez935
60.4,26.8,4.5,45,7.11199689974e-05,0.00320039860488,935,subduction intraslab Himalayas,0.666991558645,1.07,7.2,1220.59341006,26.8N 60.4E 70-180 km depth,26p8N60p4Ez935
60.4,27.0,4.5,45,0.000213359906992,0.00960119581465,935,subduction intraslab Himalayas,1.14411281336,1.07,7.2,1205.81266848,27N 60.4E 70-180 km depth,27N60p4Ez935
60.4,27.2,4.5,45,0.000480059790732,0.021602690583,935,subduction intraslab Himalayas,1.49629533148,1.07,7.2,1191.23291404,27.2N 60.4E 70-180 km depth,27p2N60p4Ez935
60.4,27.4,4.5,45,0.000871219620218,0.0392048829098,935,subduction intraslab Himalayas,1.75512764735,1.07,7.2,1176.86244096,27.4N 60.4E 70-180 km depth,27p4N60p4Ez935
60.6,26.6,4.5,45,8.88999612467e-06,0.00040004982561,935,subduction intraslab Himalayas,-0.236098428347,1.07,7.2,1222.03118968,26.6N 60.6E 70-180 km depth,26p6N60p6Ez935
60.6,26.8,4.5,45,4.44499806234e-05,0.00200024912805,935,subduction intraslab Himalayas,0.462871575989,1.07,7.2,1206.9009073,26.8N 60.6E 70-180 km depth,26p8N60p6Ez935
60.6,27.0,4.5,45,0.000124459945745,0.00560069755855,935,subduction intraslab Himalayas,0.910029607331,1.07,7.2,1191.96237446,27N 60.6E 70-180 km depth,27N60p6Ez935
60.6,27.2,4.5,45,0.000275589879865,0.0124015445939,935,subduction intraslab Himalayas,1.25526326549,1.07,7.2,1177.22373237,27.2N 60.6E 70-180 km depth,27p2N60p6Ez935
60.6,27.4,4.5,45,0.000497839782982,0.0224027902342,935,subduction intraslab Himalayas,1.51208959866,1.07,7.2,1162.69341583,27.4N 60.6E 70-180 km depth,27p4N60p6Ez935
60.6,27.6,4.5,45,0.000711199689974,0.0320039860488,153,subduction intraslab Himalayas,1.80199155864,1.1,7.9,1147.91423232,27.6N 60.6E 70-180 km depth,27p6N60p6Ez153
60.8,26.6,4.5,45,8.88999612467e-06,0.00040004982561,935,subduction intraslab Himalayas,-0.236098428347,1.07,7.2,1208.61664504,26.6N 60.8E 70-180 km depth,26p6N60p8Ez935
60.8,26.8,4.5,45,1.77799922493e-05,0.000800099651221,935,subduction intraslab Himalayas,0.0649315673167,1.07,7.2,1193.32747989,26.8N 60.8E 70-180 km depth,26p8N60p8Ez935
60.8,27.0,4.5,45,6.22299728727e-05,0.00280034877927,935,subduction intraslab Himalayas,0.608999611667,1.07,7.2,1178.22868597,27N 60.8E 70-180 km depth,27N60p8Ez935
