longitude,latitude,mmin,duration,lambda,nu,zoneid,tectonic subregion,a,b,mmax,name,id
60.0,23.2,4.5,45,0.000107,0.004815,9031,subduction interface,1.06938377769,1.12,7.0,23.2N 60E 25-70 km depth,23p2N60Ez9031
60.0,23.4,4.5,45,3.8e-05,0.00171,9031,subduction interface,0.619783596617,1.12,7.0,23.4N 60E 25-70 km depth,23p4N60Ez9031
60.0,23.6,4.5,45,1.1e-05,0.000495,95,subduction interface,-0.728607314842,0.94,7.6,23.6N 60E 25-70 km depth,23p6N60Ez95
60.0,23.8,4.5,45,3e-06,0.000135,95,subduction interface,-1.29287874528,0.94,7.6,23.8N 60E 25-70 km depth,23p8N60Ez95
60.0,24.0,4.5,45,3e-06,0.000135,95,subduction interface,-1.29287874528,0.94,7.6,24N 60E 25-70 km depth,24N60Ez95
60.0,24.2,4.5,45,8e-06,0.00036,95,subduction interface,-0.866910013008,0.94,7.6,24.2N 60E 25-70 km depth,24p2N60Ez95
60.0,24.4,4.5,45,2e-05,0.0009,95,subduction interface,-0.468970004336,0.94,7.6,24.4N 60E 25-70 km depth,24p4N60Ez95
60.0,24.6,4.5,45,4.1e-05,0.001845,95,subduction interface,-0.15721614328,0.94,7.6,24.6N 60E 25-70 km depth,24p6N60Ez95
60.0,24.8,4.5,45,6.8e-05,0.00306,95,subduction interface,0.0625089127062,0.94,7.6,24.8N 60E 25-70 km depth,24p8N60Ez95
60.0,25.0,4.5,45,9.2e-05,0.00414,95,subduction interface,0.193787827346,0.94,7.6,25N 60E 25-70 km depth,25N60Ez95
60.0,25.2,4.5,45,0.000105,0.004725,95,subduction interface,0.25118929907,0.94,7.6,25.2N 60E 25-70 km depth,25p2N60Ez95
60.0,25.4,4.5,45,0.000115,0.005175,95,subduction interface,0.290697840354,0.94,7.6,25.4N 60E 25-70 km depth,25p4N60Ez95
60.0,25.6,4.5,45,0.000151,0.006795,95,subduction interface,0.408976947293,0.94,7.6,25.6N 60E 25-70 km depth,25p6N60Ez95
60.0,25.8,4.5,45,0.000259,0.011655,95,subduction interface,0.643299764081,0.94,7.6,25.8N 60E 25-70 km depth,25p8N60Ez95
60.0,26.0,4.5,45,0.00046,0.0207,95,subduction interface,0.892757831682,0.94,7.6,26N 60E 25-70 km depth,26N60Ez95
60.0,26.2,4.5,45,0.000726,0.03267,95,subduction interface,1.0909366207,0.94,7.6,26.2N 60E 25-70 km depth,26p2N60Ez95
60.0,26.4,4.5,45,0.000985,0.044325,95,subduction interface,1.2234362305,0.94,7.6,26.4N 60E 25-70 km depth,26p4N60Ez95
60.0,26.6,4.5,45,0.001191,0.053595,95,subduction interface,1.30591176148,0.94,7.6,26.6N 60E 25-70 km depth,26p6N60Ez95
60.0,26.8,4.5,45,0.001378,0.06201,95,subduction interface,1.36924921757,0.94,7.6,26.8N 60E 25-70 km depth,26p8N60Ez95
60.0,27.0,4.5,45,0.001597,0.071865,95,subduction interface,1.43330491614,0.94,7.6,27N 60E 25-70 km depth,27N60Ez95
60.0,27.2,4.5,45,0.001795,0.080775,95,subduction interface,1.48406445291,0.94,7.6,27.2N 60E 25-70 km depth,27p2N60Ez95
60.2,22.6,4.5,45,0.000458,0.02061,9031,subduction interface,1.700865478,1.12,7.0,22.6N 60.2E 25-70 km depth,22p6N60p2Ez9031
60.2,22.8,4.5,45,0.000324,0.01458,9031,subduction interface,1.55054501021,1.12,7.0,22.8N 60.2E 25-70 km depth,22p8N60p2Ez9031
60.2,23.0,4.5,45,0.000184,0.00828,9031,subduction interface,1.30481782301,1.12,7.0,23N 60.2E 25-70 km depth,23N60p2Ez9031
60.2,23.2,4.5,45,8.5e-05,0.003825,9031,subduction interface,0.969418925714,1.12,7.0,23.2N 60.2E 25-70 km depth,23p2N60p2Ez9031
60.2,23.4,4.5,45,3.3e-05,0.001485,9031,subduction interface,0.558513939878,1.12,7.0,23.4N 60.2E 25-70 km depth,23p4N60p2Ez9031
60.2,23.6,4.5,45,1.2e-05,0.00054,95,subduction interface,-0.690818753952,0.94,7.6,23.6N 60.2E 25-70 km depth,23p6N60p2Ez95
60.2,23.8,4.5,45,5e-06,0.000225,95,subduction interface,-1.07102999566,0.94,7.6,23.8N 60.2E 25-70 km depth,23p8N60p2Ez95
60.2,24.0,4.5,45,8e-06,0.00036,95,subduction interface,-0.866910013008,0.94,7.6,24N 60.2E 25-70 km depth,24N60p2Ez95
60.2,24.2,4.5,45,2.1e-05,0.000945,95,subduction interface,-0.447780705266,0.94,7.6,24.2N 60.2E 25-70 km depth,24p2N60p2Ez95
60.2,24.4,4.5,45,5.2e-05,0.00234,95,subduction interface,-0.0539966563652,0.94,7.6,24.4N 60.2E 25-70 km depth,24p4N60p2Ez95
60.2,24.6,4.5,45,0.000108,0.00486,95,subduction interface,0.263423755487,0.94,7.6,24.6N 60.2E 25-70 km depth,24p6N60p2Ez95
60.2,24.8,4.5,45,0.000178,0.00801,95,subduction interface,0.480420002309,0.94,7.6,24.8N 60.2E 25-70 km depth,24p8N60p2Ez95
60.2,25.0,4.5,45,0.000239,0.010755,95,subduction interface,0.608397900948,0.94,7.6,25N 60.2E 25-70 km depth,25N60p2Ez95
60.2,25.2,4.5,45,0.00027,0.01215,95,subduction interface,0.661363764159,0.94,7.6,25.2N 60.2E 25-70 km depth,25p2N60p2Ez95
60.2,25.4,4.5,45,0.000288,0.01296,95,subduction interface,0.689392487759,0.94,7.6,25.4N 60.2E 25-70 km depth,25p4N60p2Ez95
60.2,25.6,4.5,45,0.000364,0.01638,95,subduction interface,0.791101383649,0.94,7.6,25.6N 60.2E 25-70 km depth,25p6N60p2Ez95
60.2,25.8,4.5,45,0.000594,0.02673,95,subduction interface,1.00378644498,0.94,7.6,25.8N 60.2E 25-70 km depth,25p8N60p2Ez95
60.2,26.0,4.5,45,0.001021,0.045945,95,subduction interface,1.23902574209,0.94,7.6,26N 60.2E 25-70 km depth,26N60p2Ez95
60.2,26.2,4.5,45,0.001565,0.070425,95,subduction interface,1.42451434188,0.94,7.6,26.2N 60.2E 25-70 km depth,26p2N60p2Ez95
60.2,26.4,4.5,45,0.002045,0.092025,95,subduction interface,1.54069331234,0.94,7.6,26.4N 60.2E 25-70 km depth,26p4N60p2Ez95
60.2,26.6,4.5,45,0.002328,0.10476,95,subduction interface,1.59698297598,0.94,7.6,26.6N 60.2E 25-70 km depth,26p6N60p2Ez95
60.2,26.8,4.5,45,0.002451,0.110295,95,subduction interface,1.61934331125,0.94,7.6,26.8N 60.2E 25-70 km depth,26p8N60p2Ez95
60.2,27.0,4.5,45,0.002547,0.114615,95,subduction interface,1.63602894496,0.94,7.6,27N 60.2E 25-70 km depth,27N60p2Ez95
60.2,27.2,4.5,45,0.002624,0.11808,95,subduction interface,1.6489638307,0.94,7.6,27.2N 60.2E 25-70 km depth,27p2N60p2Ez95
60.4,22.4,4.5,45,0.000315,0.014175,9031,subduction interface,1.53831055379,1.12,7.0,22.4N 60.4E 25-70 km depth,22p4N60p4Ez9031
60.4,22.6,4.5,45,0.000284,0.01278,9031,subduction interface,1.49331834005,1.12,7.0,22.6N 60.4E 25-70 km depth,22p6N60p4Ez9031
60.4,22.8,4.5,45,0.000208,0.00936,9031,subduction interface,1.35806333496,1.12,7.0,22.8N 60.4E 25-70 km depth,22p8N60p4Ez9031
60.4,23.0,4.5,45,0.000128,0.00576,9031,subduction interface,1.14720996965,1.12,7.0,23N 60.4E 25-70 km depth,23N60p4Ez9031
60.4,23.2,4.5,45,6.9e-05,0.003105,9031,subduction interface,0.878849090737,1.12,7.0,23.2N 60.4E 25-70 km depth,23p2N60p4Ez9031
60.4,23.4,4.5,45,3.6e-05,0.00162,9031,subduction interface,0.596302500767,1.12,7.0,23.4N 60.4E 25-70 km depth,23p4N60p4Ez9031
60.4,23.6,4.5,45,1.9e-05,0.000855,95,subduction interface,-0.491246399047,0.94,7.6,23.6N 60.4E 25-70 km depth,23p6N60p4Ez95
60.4,23.8,4.5,45,1.2e-05,0.00054,95,subduction interface,-0.690818753952,0.94,7.6,23.8N 60.4E 25-70 km depth,23p8N60p4Ez95
60.4,24.0,4.5,45,1.8e-05,0.00081,95,subduction interface,-0.514727494897,0.94,7.6,24N 60.4E 25-70 km depth,24N60p4Ez95
60.4,24.2,4.5,45,4.8e-05,0.00216,95,subduction interface,-0.0887587626244,0.94,7.6,24.2N 60.4E 25-70 km depth,24p2N60p4Ez95
60.4,24.4,4.5,45,0.000118,0.00531,95,subduction interface,0.301882007306,0.94,7.6,24.4N 60.4E 25-70 km depth,24p4N60p4Ez95
60.4,24.6,4.5,45,0.00024,0.0108,95,subduction interface,0.610211241712,0.94,7.6,24.6N 60.4E 25-70 km depth,24p6N60p4Ez95
60.4,24.8,4.5,45,0.000393,0.017685,95,subduction interface,0.824392550375,0.94,7.6,24.8N 60.4E 25-70 km depth,24p8N60p4Ez95
60.4,25.0,4.5,45,0.000524,0.02358,95,subduction interface,0.949331286984,0.94,7.6,25N 60.4E 25-70 km depth,25N60p4Ez95
60.4,25.2,4.5,45,0.000586,0.02637,95,subduction interface,0.997897616018,0.94,7.6,25.2N 60.4E 25-70 km depth,25p2N60p4Ez95
60.4,25.4,4.5,45,0.000614,0.02763,95,subduction interface,1.01816837114,0.94,7.6,25.4N 60.4E 25-70 km depth,25p4N60p4Ez95
60.4,25.6,4.5,45,0.000753,0.033885,95,subduction interface,1.1067949762,0.94,7.6,25.6N 60.4E 25-70 km depth,25p6N60p4Ez95
60.4,25.8,4.5,45,0.001186,0.05337,95,subduction interface,1.30408468903,0.94,7.6,25.8N 60.4E 25-70 km depth,25p8N60p4Ez95
60.4,26.0,4.5,45,0.001982,0.08919,95,subduction interface,1.52710365015,0.94,7.6,26N 60.4E 25-70 km depth,26N60p4Ez95
60.4,26.2,4.5,45,0.002967,0.133515,95,subduction interface,1.70231754632,0.94,7.6,26.2N 60.4E 25-70 km depth,26p2N60p4Ez95
60.4,26.4,4.5,45,0.003779,0.170055,95,subduction interface,1.80737689192,0.94,7.6,26.4N 60.4E 25-70 km depth,26p4N60p4Ez95
60.4,26.6,4.5,45,0.004146,0.18657,95,subduction interface,1.84762929776,0.94,7.6,26.6N 60.4E 25-70 km depth,26p6N60p4Ez95
60.4,26.8,4.5,45,0.004122,0.18549,95,subduction interface,1.84510798744,0.94,7.6,26.8N 60.4E 25-70 km depth,26p8N60p4Ez95
60.4,27.0,4.5,45,0.003974,0.17883,95,subduction interface,1.82922786277,0.94,7.6,27N 60.4E 25-70 km depth,27N60p4Ez95
60.4,27.2,4.5,45,0.003821,0.171945,95,subduction interface,1.81217703769,0.94,7.6,27.2N 60.4E 25-70 km depth,27p2N60p4Ez95
60.4,27.4,4.5,45,0.003512,0.15804,95,subduction interface,1.77555450723,0.94,7.6,27.4N 60.4E 25-70 km depth,27p4N60p4Ez95
60.6,21.6,4.5,45,3.9e-05,0.001755,9031,subduction interface,0.631064607027,1.12,7.0,21.6N 60.6E 25-70 km depth,21p6N60p6Ez9031
60.6,21.8,4.5,45,6.4e-05,0.00288,9031,subduction interface,0.846179973984,1.12,7.0,21.8N 60.6E 25-70 km depth,21p8N60p6Ez9031
60.6,22.0,4.5,45,0.000104,0.00468,9031,subduction interface,1.0570333393,1.12,7.0,22N 60.6E 25-70 km depth,22N60p6Ez9031
60.6,22.2,4.5,45,0.000145,0.006525,9031,subduction interface,1.20136800223,1.12,7.0,22.2N 60.6E 25-70 km depth,22p2N60p6Ez9031
60.6,22.4,4.5,45,0.000166,0.00747,9031,subduction interface,1.26010808804,1.12,7.0,22.4N 60.6E 25-70 km depth,22p4N60p6Ez9031
60.6,22.6,4.5,45,0.000161,0.007245,9031,subduction interface,1.24682587603,1.12,7.0,22.6N 60.6E 25-70 km depth,22p6N60p6Ez9031
60.6,22.8,4.5,45,0.000137,0.006165,9031,subduction interface,1.17672056716,1.12,7.0,22.8N 60.6E 25-70 km depth,22p8N60p6Ez9031
60.6,23.0,4.5,45,0.000111,0.004995,9031,subduction interface,1.08532297879,1.12,7.0,23N 60.6E 25-70 km depth,23N60p6Ez9031
60.6,23.2,4.5,45,8.8e-05,0.00396,9031,subduction interface,0.98448267215,1.12,7.0,23.2N 60.6E 25-70 km depth,23p2N60p6Ez9031
60.6,23.4,4.5,45,6.6e-05,0.00297,9031,subduction interface,0.859543935542,1.12,7.0,23.4N 60.6E 25-70 km depth,23p4N60p6Ez9031
60.6,23.6,4.5,45,4.4e-05,0.00198,9031,subduction interface,0.683452676486,1.12,7.0,23.6N 60.6E 25-70 km depth,23p6N60p6Ez9031
60.6,23.8,4.5,45,3e-05,0.00135,95,subduction interface,-0.29287874528,0.94,7.6,23.8N 60.6E 25-70 km depth,23p8N60p6Ez95
60.6,24.0,4.5,45,3.9e-05,0.001755,95,subduction interface,-0.178935392974,0.94,7.6,24N 60.6E 25-70 km depth,24N60p6Ez95
60.6,24.2,4.5,45,9.3e-05,0.004185,95,subduction interface,0.198482948554,0.94,7.6,24.2N 60.6E 25-70 km depth,24p2N60p6Ez95
60.6,24.4,4.5,45,0.000225,0.010125,95,subduction interface,0.582182518111,0.94,7.6,24.4N 60.6E 25-70 km depth,24p4N60p6Ez95
60.6,24.6,4.5,45,0.000452,0.02034,95,subduction interface,0.885138434811,0.94,7.6,24.6N 60.6E 25-70 km depth,24p6N60p6Ez95
60.6,24.8,4.5,45,0.000734,0.03303,95,subduction interface,1.09569605992,0.94,7.6,24.8N 60.6E 25-70 km depth,24p8N60p6Ez95
60.6,25.0,4.5,45,0.00097,0.04365,95,subduction interface,1.21677173427,0.94,7.6,25N 60.6E 25-70 km depth,25N60p6Ez95
60.6,25.2,4.5,45,0.001077,0.048465,95,subduction interface,1.2622157033,0.94,7.6,25.2N 60.6E 25-70 km depth,25p2N60p6Ez95
60.6,25.4,4.5,45,0.00112,0.0504,95,subduction interface,1.27921802267,0.94,7.6,25.4N 60.6E 25-70 km depth,25p4N60p6Ez95
60.6,25.6,4.5,45,0.001346,0.06057,95,subduction interface,1.35904505989,0.94,7.6,25.6N 60.6E 25-70 km depth,25p6N60p6Ez95
60.6,25.8,4.5,45,0.002057,0.092565,95,subduction interface,1.54323429169,0.94,7.6,25.8N 60.6E 25-70 km depth,25p8N60p6Ez95
60.6,26.0,4.5,45,0.003349,0.150705,95,subduction interface,1.75491514754,0.94,7.6,26N 60.6E 25-70 km depth,26N60p6Ez95
60.6,26.2,4.5,45,0.004908,0.22086,95,subduction interface,1.92090455405,0.94,7.6,26.2N 60.6E 25-70 km depth,26p2N60p6Ez95
60.6,26.4,4.5,45,0.00612,0.2754,95,subduction interface,2.01675142215,0.94,7.6,26.4N 60.6E 25-70 km depth,26p4N60p6Ez95
60.6,26.6,4.5,45,0.006527,0.293715,95,subduction interface,2.0447136127,0.94,7.6,26.6N 60.6E 25-70 km depth,26p6N60p6Ez95
60.6,26.8,4.5,45,0.006213,0.279585,95,subduction interface,2.02330135361,0.94,7.6,26.8N 60.6E 25-70 km depth,26p8N60p6Ez95
60.6,27.0,4.5,45,0.005639,0.253755,95,subduction interface,1.98120209459,0.94,7.6,27N 60.6E 25-70 km depth,27N60p6Ez95
60.6,27.2,4.5,45,0.005099,0.229455,95,subduction interface,1.93748501197,0.94,7.6,27.2N 60.6E 25-70 km depth,27p2N60p6Ez95
60.6,27.4,4.5,45,0.004487,0.201915,95,subduction interface,1.88195606953,0.94,7.6,27.4N 60.6E 25-70 km depth,27p4N60p6Ez95
60.6,27.6,4.5,45,0.003613,0.162585,95,subduction interface,1.78786796157,0.94,7.6,27.6N 60.6E 25-70 km depth,27p6N60p6Ez95
60.8,21.2,4.5,45,0.000115,0.005175,9031,subduction interface,1.10069784035,1.12,7.0,21.2N 60.8E 25-70 km depth,21p2N60p8Ez9031
60.8,21.4,4.5,45,7.8e-05,0.00351,9031,subduction interface,0.93209460269,1.12,7.0,21.4N 60.8E 25-70 km depth,21p4N60p8Ez9031
60.8,21.6,4.5,45,5.8e-05,0.00261,9031,subduction interface,0.803427993563,1.12,7.0,21.6N 60.8E 25-70 km depth,21p6N60p8Ez9031
60.8,21.8,4.5,45,5.5e-05,0.002475,9031,subduction interface,0.780362689494,1.12,7.0,21.8N 60.8E 25-70 km depth,21p8N60p8Ez9031
60.8,22.0,4.5,45,6.4e-05,0.00288,9031,subduction interface,0.846179973984,1.12,7.0,22N 60.8E 25-70 km depth,22N60p8Ez9031
60.8,22.2,4.5,45,7.9e-05,0.003555,9031,subduction interface,0.93762709129,1.12,7.0,22.2N 60.8E 25-70 km depth,22p2N60p8Ez9031
60.8,22.4,4.5,45,9.4e-05,0.00423,9031,subduction interface,1.0131278536,1.12,7.0,22.4N 60.8E 25-70 km depth,22p4N60p8Ez9031
60.8,22.6,4.5,45,0.000114,0.00513,9031,subduction interface,1.09690485134,1.12,7.0,22.6N 60.8E 25-70 km depth,22p6N60p8Ez9031
60.8,22.8,4.5,45,0.000138,0.00621,9031,subduction interface,1.1798790864,1.12,7.0,22.8N 60.8E 25-70 km depth,22p8N60p8Ez9031
60.8,23.0,4.5,45,0.000161,0.007245,9031,subduction interface,1.24682587603,1.12,7.0,23N 60.8E 25-70 km depth,23N60p8Ez9031
60.8,23.2,4.5,45,0.000166,0.00747,9031,subduction interface,1.26010808804,1.12,7.0,23.2N 60.8E 25-70 km depth,23p2N60p8Ez9031
60.8,23.4,4.5,45,0.000143,0.006435,9031,subduction interface,1.19533603747,1.12,7.0,23.4N 60.8E 25-70 km depth,23p4N60p8Ez9031
60.8,23.6,4.5,45,0.000102,0.00459,9031,subduction interface,1.04860017176,1.12,7.0,23.6N 60.8E 25-70 km depth,23p6N60p8Ez9031
60.8,23.8,4.5,45,6.8e-05,0.00306,95,subduction interface,0.0625089127062,0.94,7.6,23.8N 60.8E 25-70 km depth,23p8N60p8Ez95
60.8,24.0,4.5,45,7.3e-05,0.003285,95,subduction interface,0.0933228601205,0.94,7.6,24N 60.8E 25-70 km depth,24N60p8Ez95
60.8,24.2,4.5,45,0.000157,0.007065,95,subduction interface,0.425899652409,0.94,7.6,24.2N 60.8E 25-70 km depth,24p2N60p8Ez95
60.8,24.4,4.5,45,0.000368,0.01656,95,subduction interface,0.795847818674,0.94,7.6,24.4N 60.8E 25-70 km depth,24p4N60p8Ez95
60.8,24.6,4.5,45,0.000729,0.032805,95,subduction interface,1.09272752832,0.94,7.6,24.6N 60.8E 25-70 km depth,24p6N60p8Ez95
60.8,24.8,4.5,45,0.001172,0.05274,95,subduction interface,1.29892761168,0.94,7.6,24.8N 60.8E 25-70 km depth,24p8N60p8Ez95
60.8,25.0,4.5,45,0.001538,0.06921,95,subduction interface,1.41695633547,0.94,7.6,25N 60.8E 25-70 km depth,25N60p8Ez95
60.8,25.2,4.5,45,0.001702,0.07659,95,subduction interface,1.46095955575,0.94,7.6,25.2N 60.8E 25-70 km depth,25p2N60p8Ez95
60.8,25.4,4.5,45,0.00176,0.0792,95,subduction interface,1.47551266781,0.94,7.6,25.4N 60.8E 25-70 km depth,25p4N60p8Ez95
60.8,25.6,4.5,45,0.002081,0.093645,95,subduction interface,1.54827208021,0.94,7.6,25.6N 60.8E 25-70 km depth,25p6N60p8Ez95
60.8,25.8,4.5,45,0.003093,0.139185,95,subduction interface,1.72037992,0.94,7.6,25.8N 60.8E 25-70 km depth,25p8N60p8Ez95
60.8,26.0,4.5,45,0.004906,0.22077,95,subduction interface,1.92072754387,0.94,7.6,26N 60.8E 25-70 km depth,26N60p8Ez95
60.8,26.2,4.5,45,0.007044,0.31698,95,subduction interface,2.0778193473,0.94,7.6,26.2N 60.8E 25-70 km depth,26p2N60p8Ez95
60.8,26.4,4.5,45,0.00862,0.3879,95,subduction interface,2.16550726582,0.94,7.6,26.4N 60.8E 25-70 km depth,26p4N60p8Ez95
60.8,26.6,4.5,45,0.008979,0.404055,95,subduction interface,2.18322797156,0.94,7.6,26.6N 60.8E 25-70 km depth,26p6N60p8Ez95
60.8,26.8,4.5,45,0.008246,0.37107,95,subduction interface,2.14624333047,0.94,7.6,26.8N 60.8E 25-70 km depth,26p8N60p8Ez95
60.8,27.0,4.5,45,0.007103,0.319635,95,subduction interface,2.08144181467,0.94,7.6,27N 60.8E 25-70 km depth,27N60p8Ez95
60.8,27.2,4.5,45,0.006066,0.27297,95,subduction interface,2.01290240597,0.94,7.6,27.2N 60.8E 25-70 km depth,27p2N60p8Ez95
60.8,27.4,4.5,45,0.005117,0.230265,95,subduction interface,1.93901541697,0.94,7.6,27.4N 60.8E 25-70 km depth,27p4N60p8Ez95
60.8,27.6,4.5,45,0.004036,0.18162,95,subduction interface,1.83595115756,0.94,7.6,27.6N 60.8E 25-70 km depth,27p6N60p8Ez95
60.8,27.8,4.5,45,0.002841,0.127845,95,subduction interface,1.68347123372,0.94,7.6,27.8N 60.8E 25-70 km depth,27p8N60p8Ez95
61.0,21.0,4.5,45,0.000354,0.01593,9031,subduction interface,1.58900326203,1.12,7.0,21N 61E 25-70 km depth,21N61Ez9031
