longitude,latitude,mmin,duration,lambda,nu,zoneid,tectonic subregion,a,b,mmax,nearest,name,id
62.4,29.2,4.5,25,1.60019930244e-05,0.00040004982561,169,subduction intraslab Himalayas,-1.01582592324,0.84,8.6,869.510830996,29.2N 62.4E 180-300 km depth,29p2N62p4Ez169
62.4,29.4,4.5,25,1.60019930244e-05,0.00040004982561,169,subduction intraslab Himalayas,-1.01582592324,0.84,8.6,854.034735748,29.4N 62.4E 180-300 km depth,29p4N62p4Ez169
62.4,29.6,4.5,25,1.60019930244e-05,0.00040004982561,169,subduction intraslab Himalayas,-1.01582592324,0.84,8.6,838.840821677,29.6N 62.4E 180-300 km depth,29p6N62p4Ez169
62.4,29.8,4.5,25,1.60019930244e-05,0.00040004982561,169,subduction intraslab Himalayas,-1.01582592324,0.84,8.6,823.945636508,29.8N 62.4E 180-300 km depth,29p8N62p4Ez169
62.4,30.0,4.5,25,1.60019930244e-05,0.00040004982561,169,subduction intraslab Himalayas,-1.01582592324,0.84,8.6,809.366598611,30N 62.4E 180-300 km depth,30N62p4Ez169
62.4,30.2,4.5,25,1.60019930244e-05,0.00040004982561,169,subduction intraslab Himalayas,-1.01582592324,0.84,8.6,795.122011062,30.2N 62.4E 180-300 km depth,30p2N62p4Ez169
62.6,29.0,4.5,25,1.60019930244e-05,0.00040004982561,169,subduction intraslab Himalayas,-1.01582592324,0.84,8.6,872.138877615,29N 62.6E 180-300 km depth,29N62p6Ez169
62.6,29.2,4.5,25,3.20039860488e-05,0.000800099651221,169,subduction intraslab Himalayas,-0.71479592758,0.84,8.6,856.174161504,29.2N 62.6E 180-300 km depth,29p2N62p6Ez169
62.6,29.4,4.5,25,4.80059790732e-05,0.00120014947683,169,subduction intraslab Himalayas,-0.538704668524,0.84,8.6,840.47223988,29.4N 62.6E 180-300 km depth,29p4N62p6Ez169
62.6,29.6,4.5,25,6.40079720977e-05,0.00160019930244,169,subduction intraslab Himalayas,-0.413765931916,0.84,8.6,825.049079544,29.6N 62.6E 180-300 km depth,29p6N62p6Ez169
62.6,29.8,4.5,25,6.40079720977e-05,0.00160019930244,169,subduction intraslab Himalayas,-0.413765931916,0.84,8.6,809.921557796,29.8N 62.6E 180-300 km depth,29p8N62p6Ez169
62.6,30.0,4.5,25,4.80059790732e-05,0.00120014947683,169,subduction intraslab Himalayas,-0.538704668524,0.84,8.6,795.107489628,30N 62.6E 180-300 km depth,30N62p6Ez169
62.6,30.2,4.5,25,3.20039860488e-05,0.000800099651221,169,subduction intraslab Himalayas,-0.71479592758,0.84,8.6,780.625648929,30.2N 62.6E 180-300 km depth,30p2N62p6Ez169
62.6,30.4,4.5,25,1.60019930244e-05,0.00040004982561,169,subduction intraslab Himalayas,-1.01582592324,0.84,8.6,766.495781902,30.4N 62.6E 180-300 km depth,30p4N62p6Ez169
62.8,28.8,4.5,25,1.60019930244e-05,0.00040004982561,169,subduction intraslab Himalayas,-1.01582592324,0.84,8.6,875.65873621,28.8N 62.8E 180-300 km depth,28p8N62p8Ez169
62.8,29.0,4.5,25,4.80059790732e-05,0.00120014947683,169,subduction intraslab Himalayas,-0.538704668524,0.84,8.6,859.224792726,29N 62.8E 180-300 km depth,29N62p8Ez169
62.8,29.2,4.5,25,0.000112013951171,0.00280034877927,169,subduction intraslab Himalayas,-0.17072788323,0.84,8.6,843.034218247,29.2N 62.8E 180-300 km depth,29p2N62p8Ez169
62.8,29.4,4.5,25,0.000176021923269,0.00440054808171,169,subduction intraslab Himalayas,0.0255667619142,0.84,8.6,827.102291743,29.4N 62.8E 180-300 km depth,29p4N62p8Ez169
62.8,29.6,4.5,25,0.000224027902342,0.00560069755855,169,subduction intraslab Himalayas,0.130302112434,0.84,8.6,811.445225787,29.6N 62.8E 180-300 km depth,29p6N62p8Ez169
62.8,29.8,4.5,25,0.000224027902342,0.00560069755855,169,subduction intraslab Himalayas,0.130302112434,0.84,8.6,796.080205498,29.8N 62.8E 180-300 km depth,29p8N62p8Ez169
62.8,30.0,4.5,25,0.000176021923269,0.00440054808171,169,subduction intraslab Himalayas,0.0255667619142,0.84,8.6,781.0254235,30N 62.8E 180-300 km depth,30N62p8Ez169
62.8,30.2,4.5,25,0.000112013951171,0.00280034877927,169,subduction intraslab Himalayas,-0.17072788323,0.84,8.6,766.300109265,30.2N 62.8E 180-300 km depth,30p2N62p8Ez169
62.8,30.4,4.5,25,4.80059790732e-05,0.00120014947683,169,subduction intraslab Himalayas,-0.538704668524,0.84,8.6,751.924550928,30.4N 62.8E 180-300 km depth,30p4N62p8Ez169
