longitude,latitude,mmin,duration,lambda,nu,zoneid,tectonic subregion,a,b,mmax,nearest,name,id
65.6,33.8,5.5,97,1.64969000252e-05,0.00160019930244,169,subduction intraslab Himalayas,-0.16259765751,0.84,8.6,334.582728527,33.8N 65.6E 180-300 km depth,33p8N65p6Ez169
65.6,34.0,5.5,97,2.06211250315e-05,0.00200024912805,169,subduction intraslab Himalayas,-0.0656876445022,0.84,8.6,328.74683269,34N 65.6E 180-300 km depth,34N65p6Ez169
65.6,34.2,5.5,97,1.64969000252e-05,0.00160019930244,169,subduction intraslab Himalayas,-0.16259765751,0.84,8.6,324.324687219,34.2N 65.6E 180-300 km depth,34p2N65p6Ez169
65.6,34.4,5.5,97,1.64969000252e-05,0.00160019930244,169,subduction intraslab Himalayas,-0.16259765751,0.84,8.6,320.577931534,34.4N 65.6E 180-300 km depth,34p4N65p6Ez169
65.6,34.6,5.5,97,1.23726750189e-05,0.00120014947683,169,subduction intraslab Himalayas,-0.287536394119,0.84,8.6,316.825533401,34.6N 65.6E 180-300 km depth,34p6N65p6Ez169
65.6,34.8,5.5,97,8.24845001258e-06,0.000800099651221,169,subduction intraslab Himalayas,-0.463627653174,0.84,8.6,313.067538543,34.8N 65.6E 180-300 km depth,34p8N65p6Ez169
65.8,32.8,5.5,97,4.12422500629e-06,0.00040004982561,169,subduction intraslab Himalayas,-0.764657648838,0.84,8.6,366.704736939,32.8N 65.8E 180-300 km depth,32p8N65p8Ez169
65.8,33.0,5.5,97,8.24845001258e-06,0.000800099651221,169,subduction intraslab Himalayas,-0.463627653174,0.84,8.6,354.561141243,33N 65.8E 180-300 km depth,33N65p8Ez169
65.8,33.2,5.5,97,1.23726750189e-05,0.00120014947683,169,subduction intraslab Himalayas,-0.287536394119,0.84,8.6,343.418174001,33.2N 65.8E 180-300 km depth,33p2N65p8Ez169
65.8,33.4,5.5,97,2.06211250315e-05,0.00200024912805,169,subduction intraslab Himalayas,-0.0656876445022,0.84,8.6,333.37718674,33.4N 65.8E 180-300 km depth,33p4N65p8Ez169
65.8,33.6,5.5,97,2.8869575044e-05,0.00280034877927,169,subduction intraslab Himalayas,0.0804403911761,0.84,8.6,324.541431584,33.6N 65.8E 180-300 km depth,33p6N65p8Ez169
65.8,33.8,5.5,97,3.29938000503e-05,0.00320039860488,169,subduction intraslab Himalayas,0.138432338154,0.84,8.6,317.012601787,33.8N 65.8E 180-300 km depth,33p8N65p8Ez169
65.8,34.0,5.5,97,3.71180250566e-05,0.00360044843049,169,subduction intraslab Himalayas,0.189584860601,0.84,8.6,310.886504013,34N 65.8E 180-300 km depth,34N65p8Ez169
65.8,34.2,5.5,97,3.29938000503e-05,0.00320039860488,169,subduction intraslab Himalayas,0.138432338154,0.84,8.6,306.248105504,34.2N 65.8E 180-300 km depth,34p2N65p8Ez169
65.8,34.4,5.5,97,2.8869575044e-05,0.00280034877927,169,subduction intraslab Himalayas,0.0804403911761,0.84,8.6,302.535249591,34.4N 65.8E 180-300 km depth,34p4N65p8Ez169
65.8,34.6,5.5,97,2.06211250315e-05,0.00200024912805,169,subduction intraslab Himalayas,-0.0656876445022,0.84,8.6,298.826085175,34.6N 65.8E 180-300 km depth,34p6N65p8Ez169
65.8,34.8,5.5,97,1.23726750189e-05,0.00120014947683,169,subduction intraslab Himalayas,-0.287536394119,0.84,8.6,295.111543351,34.8N 65.8E 180-300 km depth,34p8N65p8Ez169
65.8,35.0,5.5,97,8.24845001258e-06,0.000800099651221,169,subduction intraslab Himalayas,-0.463627653174,0.84,8.6,291.391669379,35N 65.8E 180-300 km depth,35N65p8Ez169
66.0,32.6,5.5,97,4.12422500629e-06,0.00040004982561,169,subduction intraslab Himalayas,-0.764657648838,0.84,8.6,365.10537672,32.6N 66E 180-300 km depth,32p6N66Ez169
66.0,32.8,5.5,97,4.12422500629e-06,0.00040004982561,169,subduction intraslab Himalayas,-0.764657648838,0.84,8.6,351.544877954,32.8N 66E 180-300 km depth,32p8N66Ez169
66.0,33.0,5.5,97,1.23726750189e-05,0.00120014947683,169,subduction intraslab Himalayas,-0.287536394119,0.84,8.6,338.890077296,33N 66E 180-300 km depth,33N66Ez169
66.0,33.2,5.5,97,2.06211250315e-05,0.00200024912805,169,subduction intraslab Himalayas,-0.0656876445022,0.84,8.6,327.247152375,33.2N 66E 180-300 km depth,33p2N66Ez169
66.0,33.4,5.5,97,3.29938000503e-05,0.00320039860488,169,subduction intraslab Himalayas,0.138432338154,0.84,8.6,316.728762547,33.4N 66E 180-300 km depth,33p4N66Ez169
66.0,33.6,5.5,97,4.53664750692e-05,0.00440054808171,169,subduction intraslab Himalayas,0.27673503632,0.84,8.6,307.451350038,33.6N 66E 180-300 km depth,33p6N66Ez169
66.0,33.8,5.5,97,5.77391500881e-05,0.00560069755855,169,subduction intraslab Himalayas,0.38147038684,0.84,8.6,299.531198814,33.8N 66E 180-300 km depth,33p8N66Ez169
66.0,34.0,5.5,97,6.18633750944e-05,0.00600074738416,169,subduction intraslab Himalayas,0.411433610217,0.84,8.6,293.079255376,34N 66E 180-300 km depth,34N66Ez169
66.0,34.2,5.5,97,5.77391500881e-05,0.00560069755855,169,subduction intraslab Himalayas,0.38147038684,0.84,8.6,288.194967016,34.2N 66E 180-300 km depth,34p2N66Ez169
66.0,34.4,5.5,97,4.53664750692e-05,0.00440054808171,169,subduction intraslab Himalayas,0.27673503632,0.84,8.6,284.482844682,34.4N 66E 180-300 km depth,34p4N66Ez169
66.0,34.6,5.5,97,3.29938000503e-05,0.00320039860488,169,subduction intraslab Himalayas,0.138432338154,0.84,8.6,280.816937281,34.6N 66E 180-300 km depth,34p6N66Ez169
66.0,34.8,5.5,97,2.06211250315e-05,0.00200024912805,169,subduction intraslab Himalayas,-0.0656876445022,0.84,8.6,277.145871907,34.8N 66E 180-300 km depth,34p8N66Ez169
66.0,35.0,5.5,97,1.23726750189e-05,0.00120014947683,169,subduction intraslab Himalayas,-0.287536394119,0.84,8.6,273.469693291,35N 66E 180-300 km depth,35N66Ez169
66.0,35.2,5.5,97,4.12422500629e-06,0.00040004982561,169,subduction intraslab Himalayas,-0.764657648838,0.84,8.6,269.788446227,35.2N 66E 180-300 km depth,35p2N66Ez169
66.0,35.4,5.5,97,4.12422500629e-06,0.00040004982561,169,subduction intraslab Himalayas,-0.764657648838,0.84,8.6,266.10217557,35.4N 66E 180-300 km depth,35p4N66Ez169
66.2,32.6,5.5,97,4.12422500629e-06,0.00040004982561,169,subduction intraslab Himalayas,-0.764657648838,0.84,8.6,350.815896387,32.6N 66.2E 180-300 km depth,32p6N66p2Ez169
66.2,32.8,5.5,97,8.24845001258e-06,0.000800099651221,169,subduction intraslab Himalayas,-0.463627653174,0.84,8.6,336.709669138,32.8N 66.2E 180-300 km depth,32p8N66p2Ez169
66.2,33.0,5.5,97,1.64969000252e-05,0.00160019930244,169,subduction intraslab Himalayas,-0.16259765751,0.84,8.6,323.506015987,33N 66.2E 180-300 km depth,33N66p2Ez169
66.2,33.2,5.5,97,2.8869575044e-05,0.00280034877927,169,subduction intraslab Himalayas,0.0804403911761,0.84,8.6,311.32094035,33.2N 66.2E 180-300 km depth,33p2N66p2Ez169
66.2,33.4,5.5,97,4.94907000755e-05,0.00480059790732,169,subduction intraslab Himalayas,0.314523597209,0.84,8.6,300.279572349,33.4N 66.2E 180-300 km depth,33p4N66p2Ez169
66.2,33.6,5.5,97,7.0111825107e-05,0.00680084703538,169,subduction intraslab Himalayas,0.46579127254,0.84,8.6,290.513406425,33.6N 66.2E 180-300 km depth,33p6N66p2Ez169
66.2,33.8,5.5,97,8.66087251321e-05,0.00840104633782,169,subduction intraslab Himalayas,0.557561645896,0.84,8.6,282.155895253,33.8N 66.2E 180-300 km depth,33p8N66p2Ez169
66.2,34.0,5.5,97,9.07329501384e-05,0.00880109616343,169,subduction intraslab Himalayas,0.577765031984,0.84,8.6,275.336288107,34N 66.2E 180-300 km depth,34N66p2Ez169
66.2,34.2,5.5,97,8.66087251321e-05,0.00840104633782,169,subduction intraslab Himalayas,0.557561645896,0.84,8.6,270.17194272,34.2N 66.2E 180-300 km depth,34p2N66p2Ez169
66.2,34.4,5.5,97,7.0111825107e-05,0.00680084703538,169,subduction intraslab Himalayas,0.46579127254,0.84,8.6,266.42093677,34.4N 66.2E 180-300 km depth,34p4N66p2Ez169
66.2,34.6,5.5,97,4.94907000755e-05,0.00480059790732,169,subduction intraslab Himalayas,0.314523597209,0.84,8.6,262.798309154,34.6N 66.2E 180-300 km depth,34p6N66p2Ez169
66.2,34.8,5.5,97,2.8869575044e-05,0.00280034877927,169,subduction intraslab Himalayas,0.0804403911761,0.84,8.6,259.170743117,34.8N 66.2E 180-300 km depth,34p8N66p2Ez169
66.2,35.0,5.5,97,1.64969000252e-05,0.00160019930244,169,subduction intraslab Himalayas,-0.16259765751,0.84,8.6,255.53828286,35N 66.2E 180-300 km depth,35N66p2Ez169
66.2,35.2,5.5,97,8.24845001258e-06,0.000800099651221,169,subduction intraslab Himalayas,-0.463627653174,0.84,8.6,251.900972643,35.2N 66.2E 180-300 km depth,35p2N66p2Ez169
66.2,35.4,5.5,97,4.12422500629e-06,0.00040004982561,169,subduction intraslab Himalayas,-0.764657648838,0.84,8.6,248.258856785,35.4N 66.2E 180-300 km depth,35p4N66p2Ez169
66.4,32.6,5.5,97,4.12422500629e-06,0.00040004982561,169,subduction intraslab Himalayas,-0.764657648838,0.84,8.6,336.929768241,32.6N 66.4E 180-300 km depth,32p6N66p4Ez169
66.4,32.8,5.5,97,1.23726750189e-05,0.00120014947683,169,subduction intraslab Himalayas,-0.287536394119,0.84,8.6,322.244702628,32.8N 66.4E 180-300 km depth,32p8N66p4Ez169
66.4,33.0,5.5,97,2.47453500378e-05,0.00240029895366,169,subduction intraslab Himalayas,0.0134936015454,0.84,8.6,308.452684763,33N 66.4E 180-300 km depth,33N66p4Ez169
66.4,33.2,5.5,97,4.12422500629e-05,0.0040004982561,169,subduction intraslab Himalayas,0.235342351162,0.84,8.6,295.679911453,33.2N 66.4E 180-300 km depth,33p2N66p4Ez169
66.4,33.4,5.5,97,7.0111825107e-05,0.00680084703538,169,subduction intraslab Himalayas,0.46579127254,0.84,8.6,284.065071252,33.4N 66.4E 180-300 km depth,33p4N66p4Ez169
66.4,33.6,5.5,97,9.8981400151e-05,0.00960119581465,169,subduction intraslab Himalayas,0.615553592873,0.84,8.6,273.756712012,33.6N 66.4E 180-300 km depth,33p6N66p4Ez169
66.4,33.8,5.5,97,0.000119602525182,0.0116014449427,169,subduction intraslab Himalayas,0.697740349061,0.84,8.6,264.908464984,33.8N 66.4E 180-300 km depth,33p8N66p4Ez169
66.4,34.0,5.5,97,0.000127850975195,0.0124015445939,169,subduction intraslab Himalayas,0.726704044996,0.84,8.6,257.671798922,34N 66.4E 180-300 km depth,34N66p4Ez169
66.4,34.2,5.5,97,0.000119602525182,0.0116014449427,169,subduction intraslab Himalayas,0.697740349061,0.84,8.6,252.186422708,34.2N 66.4E 180-300 km depth,34p2N66p4Ez169
66.4,34.4,5.5,97,9.48571751447e-05,0.00920114598904,169,subduction intraslab Himalayas,0.597070187179,0.84,8.6,248.349745933,34.4N 66.4E 180-300 km depth,34p4N66p4Ez169
66.4,34.6,5.5,97,7.0111825107e-05,0.00680084703538,169,subduction intraslab Himalayas,0.46579127254,0.84,8.6,244.770420347,34.6N 66.4E 180-300 km depth,34p6N66p4Ez169
66.4,34.8,5.5,97,4.12422500629e-05,0.0040004982561,169,subduction intraslab Himalayas,0.235342351162,0.84,8.6,241.186376003,34.8N 66.4E 180-300 km depth,34p8N66p4Ez169
66.4,35.0,5.5,97,2.47453500378e-05,0.00240029895366,169,subduction intraslab Himalayas,0.0134936015454,0.84,8.6,237.597656574,35N 66.4E 180-300 km depth,35N66p4Ez169
66.4,35.2,5.5,97,1.23726750189e-05,0.00120014947683,169,subduction intraslab Himalayas,-0.287536394119,0.84,8.6,234.004305784,35.2N 66.4E 180-300 km depth,35p2N66p4Ez169
66.4,35.4,5.5,97,4.12422500629e-06,0.00040004982561,169,subduction intraslab Himalayas,-0.764657648838,0.84,8.6,230.40636742,35.4N 66.4E 180-300 km depth,35p4N66p4Ez169
66.6,32.6,5.5,97,4.12422500629e-06,0.00040004982561,169,subduction intraslab Himalayas,-0.764657648838,0.84,8.6,323.499650555,32.6N 66.6E 180-300 km depth,32p6N66p6Ez169
66.6,32.8,5.5,97,1.23726750189e-05,0.00120014947683,169,subduction intraslab Himalayas,-0.287536394119,0.84,8.6,308.202858171,32.8N 66.6E 180-300 km depth,32p8N66p6Ez169
66.6,33.0,5.5,97,2.8869575044e-05,0.00280034877927,169,subduction intraslab Himalayas,0.0804403911761,0.84,8.6,293.781706571,33N 66.6E 180-300 km depth,33N66p6Ez169
66.6,33.2,5.5,97,5.36149250818e-05,0.00520064773293,169,subduction intraslab Himalayas,0.349285703469,0.84,8.6,280.372610853,33.2N 66.6E 180-300 km depth,33p2N66p6Ez169
66.6,33.4,5.5,97,8.66087251321e-05,0.00840104633782,169,subduction intraslab Himalayas,0.557561645896,0.84,8.6,268.128686289,33.4N 66.6E 180-300 km depth,33p4N66p6Ez169
66.6,33.6,5.5,97,0.000123726750189,0.0120014947683,169,subduction intraslab Himalayas,0.712463605881,0.84,8.6,257.217571325,33.6N 66.6E 180-300 km depth,33p6N66p6Ez169
66.6,33.8,5.5,97,0.000148472100227,0.014401793722,169,subduction intraslab Himalayas,0.791644851929,0.84,8.6,247.816517244,33.8N 66.6E 180-300 km depth,33p8N66p6Ez169
66.6,34.0,5.5,97,0.000160844775245,0.0156019431988,169,subduction intraslab Himalayas,0.826406958188,0.84,8.6,240.104043538,34N 66.6E 180-300 km depth,34N66p6Ez169
66.6,34.2,5.5,97,0.000148472100227,0.014401793722,169,subduction intraslab Himalayas,0.791644851929,0.84,8.6,234.247999445,34.2N 66.6E 180-300 km depth,34p2N66p6Ez169
66.6,34.4,5.5,97,0.000123726750189,0.0120014947683,169,subduction intraslab Himalayas,0.712463605881,0.84,8.6,230.269492363,34.4N 66.6E 180-300 km depth,34p4N66p6Ez169
66.6,34.6,5.5,97,8.66087251321e-05,0.00840104633782,169,subduction intraslab Himalayas,0.557561645896,0.84,8.6,226.733490523,34.6N 66.6E 180-300 km depth,34p6N66p6Ez169
66.6,34.8,5.5,97,5.36149250818e-05,0.00520064773293,169,subduction intraslab Himalayas,0.349285703469,0.84,8.6,223.192989699,34.8N 66.6E 180-300 km depth,34p8N66p6Ez169
66.6,35.0,5.5,97,2.8869575044e-05,0.00280034877927,169,subduction intraslab Himalayas,0.0804403911761,0.84,8.6,219.648033032,35N 66.6E 180-300 km depth,35N66p6Ez169
66.6,35.2,5.5,97,1.23726750189e-05,0.00120014947683,169,subduction intraslab Himalayas,-0.287536394119,0.84,8.6,216.098663717,35.2N 66.6E 180-300 km depth,35p2N66p6Ez169
66.6,35.4,5.5,97,4.12422500629e-06,0.00040004982561,169,subduction intraslab Himalayas,-0.764657648838,0.84,8.6,212.544925001,35.4N 66.6E 180-300 km depth,35p4N66p6Ez169
66.8,32.4,5.5,97,4.12422500629e-06,0.00040004982561,169,subduction intraslab Himalayas,-0.764657648838,0.84,8.6,327.249008111,32.4N 66.8E 180-300 km depth,32p4N66p8Ez169
66.8,32.6,5.5,97,8.24845001258e-06,0.000800099651221,169,subduction intraslab Himalayas,-0.463627653174,0.84,8.6,310.585406866,32.6N 66.8E 180-300 km depth,32p6N66p8Ez169
66.8,32.8,5.5,97,1.64969000252e-05,0.00160019930244,169,subduction intraslab Himalayas,-0.16259765751,0.84,8.6,294.645373471,32.8N 66.8E 180-300 km depth,32p8N66p8Ez169
66.8,33.0,5.5,97,3.29938000503e-05,0.00320039860488,169,subduction intraslab Himalayas,0.138432338154,0.84,8.6,279.554059905,33N 66.8E 180-300 km depth,33N66p8Ez169
66.8,33.2,5.5,97,6.18633750944e-05,0.00600074738416,169,subduction intraslab Himalayas,0.411433610217,0.84,8.6,265.457589353,33.2N 66.8E 180-300 km depth,33p2N66p8Ez169
66.8,33.4,5.5,97,9.8981400151e-05,0.00960119581465,169,subduction intraslab Himalayas,0.615553592873,0.84,8.6,252.523927961,33.4N 66.8E 180-300 km depth,33p4N66p8Ez169
66.8,33.6,5.5,97,0.000140223650214,0.0136016940708,169,subduction intraslab Himalayas,0.766821268204,0.84,8.6,240.941677574,33.6N 66.8E 180-300 km depth,33p6N66p8Ez169
66.8,33.8,5.5,97,0.000173217450264,0.0168020926756,169,subduction intraslab Himalayas,0.85859164156,0.84,8.6,230.915502963,33.8N 66.8E 180-300 km depth,33p8N66p8Ez169
66.8,34.0,5.5,97,0.000185590125283,0.0180022421525,169,subduction intraslab Himalayas,0.888554864937,0.84,8.6,222.656873245,34N 66.8E 180-300 km depth,34N66p8Ez169
66.8,34.2,5.5,97,0.000173217450264,0.0168020926756,169,subduction intraslab Himalayas,0.85859164156,0.84,8.6,216.369363831,34.2N 66.8E 180-300 km depth,34p2N66p8Ez169
66.8,34.4,5.5,97,0.000140223650214,0.0136016940708,169,subduction intraslab Himalayas,0.766821268204,0.84,8.6,212.180396363,34.4N 66.8E 180-300 km depth,34p4N66p8Ez169
66.8,34.6,5.5,97,9.8981400151e-05,0.00960119581465,169,subduction intraslab Himalayas,0.615553592873,0.84,8.6,208.687739456,34.6N 66.8E 180-300 km depth,34p6N66p8Ez169
66.8,34.8,5.5,97,6.18633750944e-05,0.00600074738416,169,subduction intraslab Himalayas,0.411433610217,0.84,8.6,205.190803448,34.8N 66.8E 180-300 km depth,34p8N66p8Ez169
66.8,35.0,5.5,97,3.29938000503e-05,0.00320039860488,169,subduction intraslab Himalayas,0.138432338154,0.84,8.6,201.689630947,35N 66.8E 180-300 km depth,35N66p8Ez169
66.8,35.2,5.5,97,1.64969000252e-05,0.00160019930244,169,subduction intraslab Himalayas,-0.16259765751,0.84,8.6,198.184264616,35.2N 66.8E 180-300 km depth,35p2N66p8Ez169
66.8,35.4,5.5,97,8.24845001258e-06,0.000800099651221,169,subduction intraslab Himalayas,-0.463627653174,0.84,8.6,194.674747165,35.4N 66.8E 180-300 km depth,35p4N66p8Ez169
66.8,35.6,5.5,97,4.12422500629e-06,0.00040004982561,169,subduction intraslab Himalayas,-0.764657648838,0.84,8.6,191.161121357,35.6N 66.8E 180-300 km depth,35p6N66p8Ez169
67.0,32.4,5.5,97,4.12422500629e-06,0.00040004982561,169,subduction intraslab Himalayas,-0.764657648838,0.84,8.6,315.547956071,32.4N 67E 180-300 km depth,32p4N67Ez169
67.0,32.6,5.5,97,8.24845001258e-06,0.000800099651221,169,subduction intraslab Himalayas,-0.463627653174,0.84,8.6,298.254745588,32.6N 67E 180-300 km depth,32p6N67Ez169
67.0,32.8,5.5,97,1.64969000252e-05,0.00160019930244,169,subduction intraslab Himalayas,-0.16259765751,0.84,8.6,281.64293201,32.8N 67E 180-300 km depth,32p8N67Ez169
67.0,33.0,5.5,97,3.71180250566e-05,0.00360044843049,169,subduction intraslab Himalayas,0.189584860601,0.84,8.6,265.841702591,33N 67E 180-300 km depth,33N67Ez169
67.0,33.2,5.5,97,6.59876001007e-05,0.00640079720977,169,subduction intraslab Himalayas,0.439462333818,0.84,8.6,251.005595834,33.2N 67E 180-300 km depth,33p2N67Ez169
67.0,33.4,5.5,97,0.000107229850164,0.0104012954659,169,subduction intraslab Himalayas,0.650315699133,0.84,8.6,237.317077056,33.4N 67E 180-300 km depth,33p4N67Ez169
67.0,33.6,5.5,97,0.000148472100227,0.014401793722,169,subduction intraslab Himalayas,0.791644851929,0.84,8.6,224.987065741,33.6N 67E 180-300 km depth,33p6N67Ez169
67.0,33.8,5.5,97,0.000181465900277,0.0176021923269,169,subduction intraslab Himalayas,0.878795027648,0.84,8.6,214.251549505,33.8N 67E 180-300 km depth,33p8N67Ez169
67.0,34.0,5.5,97,0.000193838575296,0.0188023418037,169,subduction intraslab Himalayas,0.907440209098,0.84,8.6,205.36199879,34N 67E 180-300 km depth,34N67Ez169
67.0,34.2,5.5,97,0.000181465900277,0.0176021923269,169,subduction intraslab Himalayas,0.878795027648,0.84,8.6,198.567669555,34.2N 67E 180-300 km depth,34p2N67Ez169
67.0,34.4,5.5,97,0.000148472100227,0.014401793722,169,subduction intraslab Himalayas,0.791644851929,0.84,8.6,194.082678343,34.4N 67E 180-300 km depth,34p4N67Ez169
67.0,34.6,5.5,97,0.000103105625157,0.0100012456403,169,subduction intraslab Himalayas,0.633282359834,0.84,8.6,190.633387029,34.6N 67E 180-300 km depth,34p6N67Ez169
67.0,34.8,5.5,97,6.59876001007e-05,0.00640079720977,169,subduction intraslab Himalayas,0.439462333818,0.84,8.6,187.180036601,34.8N 67E 180-300 km depth,34p8N67Ez169
67.0,35.0,5.5,97,3.29938000503e-05,0.00320039860488,169,subduction intraslab Himalayas,0.138432338154,0.84,8.6,183.722669136,35N 67E 180-300 km depth,35N67Ez169
67.0,35.2,5.5,97,1.64969000252e-05,0.00160019930244,169,subduction intraslab Himalayas,-0.16259765751,0.84,8.6,180.261326762,35.2N 67E 180-300 km depth,35p2N67Ez169
67.0,35.4,5.5,97,8.24845001258e-06,0.000800099651221,169,subduction intraslab Himalayas,-0.463627653174,0.84,8.6,176.796051654,35.4N 67E 180-300 km depth,35p4N67Ez169
67.0,35.6,5.5,97,4.12422500629e-06,0.00040004982561,169,subduction intraslab Himalayas,-0.764657648838,0.84,8.6,173.326886035,35.6N 67E 180-300 km depth,35p6N67Ez169
67.2,32.4,5.5,97,4.12422500629e-06,0.00040004982561,169,subduction intraslab Himalayas,-0.764657648838,0.84,8.6,304.519599591,32.4N 67.2E 180-300 km depth,32p4N67p2Ez169
67.2,32.6,5.5,97,8.24845001258e-06,0.000800099651221,169,subduction intraslab Himalayas,-0.463627653174,0.84,8.6,286.58367948,32.6N 67.2E 180-300 km depth,32p6N67p2Ez169
67.2,32.8,5.5,97,1.64969000252e-05,0.00160019930244,169,subduction intraslab Himalayas,-0.16259765751,0.84,8.6,269.276664294,32.8N 67.2E 180-300 km depth,32p8N67p2Ez169
67.2,33.0,5.5,97,3.29938000503e-05,0.00320039860488,169,subduction intraslab Himalayas,0.138432338154,0.84,8.6,252.729281873,33N 67.2E 180-300 km depth,33N67p2Ez169
67.2,33.2,5.5,97,6.18633750944e-05,0.00600074738416,169,subduction intraslab Himalayas,0.411433610217,0.84,8.6,237.10211959,33.2N 67.2E 180-300 km depth,33p2N67p2Ez169
67.2,33.4,5.5,97,9.8981400151e-05,0.00960119581465,169,subduction intraslab Himalayas,0.615553592873,0.84,8.6,222.590555769,33.4N 67.2E 180-300 km depth,33p4N67p2Ez169
67.2,33.6,5.5,97,0.000140223650214,0.0136016940708,169,subduction intraslab Himalayas,0.766821268204,0.84,8.6,209.428081333,33.6N 67.2E 180-300 km depth,33p6N67p2Ez169
67.2,33.8,5.5,97,0.000173217450264,0.0168020926756,169,subduction intraslab Himalayas,0.85859164156,0.84,8.6,197.885508658,33.8N 67.2E 180-300 km depth,33p8N67p2Ez169
67.2,34.0,5.5,97,0.000185590125283,0.0180022421525,169,subduction intraslab Himalayas,0.888554864937,0.84,8.6,188.26239579,34N 67.2E 180-300 km depth,34N67p2Ez169
67.2,34.2,5.5,97,0.000173217450264,0.0168020926756,169,subduction intraslab Himalayas,0.85859164156,0.84,8.6,180.866671831,34.2N 67.2E 180-300 km depth,34p2N67p2Ez169
67.2,34.4,5.5,97,0.000140223650214,0.0136016940708,169,subduction intraslab Himalayas,0.766821268204,0.84,8.6,175.980575112,34.4N 67.2E 180-300 km depth,34p4N67p2Ez169
67.2,34.6,5.5,97,9.8981400151e-05,0.00960119581465,169,subduction intraslab Himalayas,0.615553592873,0.84,8.6,172.570653227,34.6N 67.2E 180-300 km depth,34p6N67p2Ez169
67.2,34.8,5.5,97,6.18633750944e-05,0.00600074738416,169,subduction intraslab Himalayas,0.411433610217,0.84,8.6,169.160908613,34.8N 67.2E 180-300 km depth,34p8N67p2Ez169
67.2,35.0,5.5,97,3.29938000503e-05,0.00320039860488,169,subduction intraslab Himalayas,0.138432338154,0.84,8.6,165.74736652,35N 67.2E 180-300 km depth,35N67p2Ez169
